"country","R0","Strategy","Reductions","total_pop","total_infected","total_deaths","total_hospital","total_critical","pop_0_5","pop_5_10","pop_10_15","pop_15_20","pop_20_25","pop_25_30","pop_30_35","pop_35_40","pop_40_45","pop_45_50","pop_50_55","pop_55_60","pop_60_65","pop_65_70","pop_70_75","pop_75_80","pop_80_200","infected_0_5","infected_5_10","infected_10_15","infected_15_20","infected_20_25","infected_25_30","infected_30_35","infected_35_40","infected_40_45","infected_45_50","infected_50_55","infected_55_60","infected_60_65","infected_65_70","infected_70_75","infected_75_80","infected_80_200","deaths_0_5","deaths_5_10","deaths_10_15","deaths_15_20","deaths_20_25","deaths_25_30","deaths_30_35","deaths_35_40","deaths_40_45","deaths_45_50","deaths_50_55","deaths_55_60","deaths_60_65","deaths_65_70","deaths_70_75","deaths_75_80","deaths_80_200","hospitalisations_0_5","hospitalisations_5_10","hospitalisations_10_15","hospitalisations_15_20","hospitalisations_20_25","hospitalisations_25_30","hospitalisations_30_35","hospitalisations_35_40","hospitalisations_40_45","hospitalisations_45_50","hospitalisations_50_55","hospitalisations_55_60","hospitalisations_60_65","hospitalisations_65_70","hospitalisations_70_75","hospitalisations_75_80","hospitalisations_80_200","critical_0_5","critical_5_10","critical_10_15","critical_15_20","critical_20_25","critical_25_30","critical_30_35","critical_35_40","critical_40_45","critical_45_50","critical_50_55","critical_55_60","critical_60_65","critical_65_70","critical_70_75","critical_75_80","critical_80_200"
"Afghanistan",2.3,"Unmitigated",0,38928.341,32552.1804156501,73.5898467415526,528.008938216786,97.5589364268354,5672.509,5416.223,5192.114,4629.445,3926.485,3109.386,2478.259,2056.387,1658.723,1304.736,1032.359,807.839,612.638,444.858,312.451,168.004,105.925,4209.06904325596,4649.49357098496,4516.9633751921,3755.52918408994,3115.69492519076,2638.18146453499,2165.83656848308,1787.79808787419,1417.85014688939,1121.50246633004,909.32607995736,687.16514547376,588.670374574356,426.135066055027,298.34679046099,162.293527488663,102.324598814532,0.118695747019818,0.111587845703639,0.200553173858529,0.340626496996957,0.631062197232913,1.02841326032356,1.33204796720444,1.67561197006199,1.84945649225384,2.43653251975247,4.1031702571132,5.60937237390647,10.095836438829,11.5432080327481,12.6840482139803,9.97316707181328,9.85645668275415,3.13235550943874,2.94855073993725,5.28985646135784,8.99296389551747,16.6578666287521,27.1465838791966,35.1614990180417,41.7435996916512,41.039137972208,43.2978928207076,52.4998311978825,49.7659669327953,59.8103570085352,49.8492007659947,43.5881868337548,28.6666610743995,18.4184277866158,0.157419182217773,0.147853895557322,0.265597446461295,0.451654961795392,0.836607707142673,1.36338052269411,1.76591484611268,2.22138381913587,2.45185281276215,3.23014691751393,5.43963407660893,7.43642836481161,13.3842003655239,15.3030028341724,16.8154313510596,13.22157605465,13.0668512686158
"Albania",2.3,"Unmitigated",0,2877.8,2116.71270799113,14.6062097374747,77.4923225230644,19.3636631001716,166.278,167.554,162.181,199.597,228.356,244.323,223.924,166.849,152.51,170.509,184.185,201.906,186.459,143.783,108.132,86.536,84.718,124.584193371602,155.809536350099,147.84151601844,171.353943425227,163.026568933531,160.034335157665,191.632019471511,150.017970695652,135.178329524465,139.668227347737,135.004331229223,129.535389146321,114.839073076539,65.8946671663882,57.7447402804355,37.6696264092199,36.8782403870792,0.00351327425307917,0.00373942887240239,0.00656416331121874,0.0155418026686681,0.0330198903515041,0.0623844244968257,0.117858866039505,0.140604193016529,0.176327829636677,0.303437743674827,0.609182743892245,1.05740554233093,1.96951732012296,1.7849642330352,2.45498558469186,2.31485188303756,3.55231081404268,0.0927145600335991,0.0988091104289972,0.173138529982839,0.410322953448445,0.87161128012928,1.64673490482383,3.11106994984028,3.50279495080982,3.9126857858554,5.39217711927963,7.79445872799509,9.38122944003239,11.667932099018,7.708345908716,8.43645250589472,6.65376142710181,6.63808326967426,0.00465944883209791,0.00495474325593316,0.00869308114188427,0.0206077106520915,0.0437749161306181,0.0827038239974593,0.156247167076097,0.186401079038615,0.233760505788419,0.402271869734043,0.807602659629771,1.40181825059024,2.61101837332787,2.36635367218024,3.2546108995176,3.06883360184862,4.70935129743002
"Algeria",2.3,"Unmitigated",0,43851.043,34583.4254357588,167.142134128314,1000.39088502685,221.582631163989,5041.518,4635.972,3821.402,2910.345,2999.837,3573.878,3727.719,3547.516,3014.029,2434.59,2061.884,1738.172,1387.342,1143.2,723.938,513.896,575.805,1902.78148006514,3415.59170123757,3339.28950256329,2639.5538622388,2494.60387267611,2914.52863963021,3275.97100293328,3101.50595502295,2617.16603985026,2192.75871768053,1767.77885321104,1556.22006863403,1080.31104749739,924.83628752395,563.627898339095,375.81316596762,421.087340687582,0.0536584377378371,0.0819742008297016,0.14826445391381,0.239407535305059,0.505264552183437,1.13613863977201,2.01481061802105,2.90688335483931,3.41385493687504,4.76390207244273,7.97678387492123,12.7035224621239,18.5275904982985,25.0520985328742,23.962327284403,23.0942512001533,40.5614014736195,1.41603475521264,2.16605212680702,3.91067199005739,6.32065720163999,13.3372424452188,29.9901645310013,53.1840919481046,72.4175866983374,75.7528843518689,84.6559279093584,102.062498188898,112.704779900323,109.76225783029,108.187176895002,82.3455083916289,66.3816285393351,75.7957213237647,0.0711640273544364,0.108615816099355,0.196350222750721,0.317443305688287,0.669836064267753,1.50619342661722,2.67106295724165,3.8536986867649,4.52579980356206,6.3155748876286,10.5749414888511,16.8412486234302,24.5623019966801,33.2119401957334,31.7672136422808,30.6163926132346,53.7728534058042
"Angola",2.3,"Unmitigated",0,32866.268,27006.687987958,53.9554807845062,405.453744630814,71.5293912432806,5795.004,5104.164,4349.261,3532.518,2882.566,2423.471,2040.757,1658.972,1330.695,1082.04,787.212,677.39,481.968,303.929,212.513,119.216,84.592,3768.95312093352,4195.63641663263,3905.27083524581,3111.18934941154,2379.96464391756,1963.41999941329,1748.4623245524,1478.95124887457,1165.96201277272,898.603916239138,672.108682551343,597.012489164007,442.407492479036,289.321341611833,203.14497801836,108.962619200878,77.3165169393427,0.106284478010325,0.100695273999183,0.173394025084914,0.282184873991627,0.482045178872994,0.765378420751288,1.07535153808249,1.38614557905644,1.52089134311885,1.95227182286842,3.03276945045008,4.87345056083261,7.58739334659118,7.83717816385452,8.63659599498778,6.69590724096275,7.44754349299076,2.80482476097376,2.66072996379025,4.57349782259388,7.45003223777543,12.7243310309327,20.2033660006628,28.3855934480277,34.5322826527333,33.7483308920276,34.6924391356089,38.8041134619512,43.2369190869218,44.9496886734866,33.8447567279827,29.679291144783,19.2465745414809,13.9169730490817,0.140958846722914,0.133421238048918,0.229629925112453,0.374164075917629,0.63905382639688,1.01467189465679,1.4256087563238,1.83763390050787,2.01626895963755,2.5881554051363,4.02058774445626,6.46080587440903,10.0587200890309,10.3898638327518,11.4496637517101,8.87686390930723,9.87331921315406
"Antigua and Barbuda",2.3,"Unmitigated",0,97.928,69.4662454074512,0.382239845847913,2.15171295978108,0.506740762540314,7.355,7.228,6.814,7.053,7.579,7.315,7.066,7.028,6.916,6.944,6.799,6.033,4.658,3.385,2.501,1.6,1.654,5.6609672259406,6.47561008727622,6.32376981750086,6.25135949391689,5.19612067085108,5.00464332139497,4.69023983815365,5.25030299257235,4.42583934761144,4.52461271162823,4.30305853437034,3.36003384834859,2.75846663965349,1.97448715921533,1.40811215385384,0.913888907271471,0.944732657891883,0.000159639275771525,0.000155414642094629,0.000280775379897038,0.000566998306098262,0.00105243786903619,0.00195090505490286,0.00288462413694013,0.00492084122948545,0.00577310467757849,0.00982999711738775,0.01941677708581,0.027428167986202,0.047308356626651,0.0534851924949758,0.0598651067188504,0.0561597674185246,0.0910017398277069,0.00421284652180719,0.00410661174660761,0.00740582374720361,0.0149694616846169,0.027780731811103,0.0514972042431722,0.0761441864374487,0.122590211874778,0.128104251375179,0.174681912991565,0.248436563811789,0.243340824969671,0.280266990899795,0.230975140630398,0.205723867685069,0.161424450930334,0.170051878420539,0.000211720174250179,0.000205924400775384,0.000371837665269051,0.000751813498176421,0.00139523114581291,0.00258633961277706,0.00382418705203858,0.00652363272584596,0.00765349333784077,0.0130317714335808,0.0257411113055301,0.0363619301432405,0.062717391262353,0.0709061163945786,0.0793640622750988,0.0744518397003526,0.120642360412793
"Argentina",2.3,"Unmitigated",0,45195.777,33457.3560468492,203.088384818402,1021.59037242925,269.237136193553,3736.651,3709.817,3597.262,3539.449,3477.335,3520.249,3318.98,3122.432,3089.901,2637.843,2301.731,2123.209,1883.733,1645.009,1337.223,963.414,1191.539,2896.86692718386,3372.79651531187,3377.37298969081,3190.20300454634,2466.74405496089,2473.09452697345,2277.19615880933,2442.58446225317,2075.30293785817,1870.36833700269,1636.96483988136,1291.95905999864,1197.99440603801,983.067802805347,741.28393074595,520.190570085989,643.365522703313,0.0816916473465848,0.0809471163674848,0.149955360742272,0.289351412512353,0.499621741123944,0.964059235410263,1.40053712196403,2.28930984466232,2.70704382986863,4.06348930460689,7.38650918629347,10.5463432001897,20.5458879882262,26.6294822041548,31.5152749030825,31.9664471216313,61.9724336002194,2.15582519227481,2.13891287492927,3.95527190458381,7.63923778326565,13.188291684973,25.4478582766862,36.9693778685906,57.0323174059234,60.0688611470971,72.2093889421329,94.5099669578049,93.566433457695,121.719176323712,114.999088721558,108.300888440224,91.8836813612014,115.805794086596,0.108342823076676,0.107254929186917,0.19858953179382,0.383666574138762,0.66235531317377,1.27806557440556,1.85671188808519,3.03497225896112,3.58876948786468,5.38702740276179,9.79240552041231,13.981443999645,27.2379889658678,35.30310122512,41.780268625789,42.3783948240578,82.157777249213
"Armenia",2.3,"Unmitigated",0,2963.234,2267.36540264729,14.0254596185909,77.3045306355646,18.5937512810637,204.987,213.872,198.453,170.477,176.497,232.427,267.191,236.762,190.759,162.329,163.255,199.398,197.081,131.321,84.343,42.4,91.682,152.676082290039,198.218046603283,179.658428143619,149.425768390762,135.377651713796,157.723532392866,226.07598743514,206.184461207377,166.582069459418,136.489162543907,126.712349426567,130.181377930277,123.482446457008,64.9312511104764,50.1365063246562,20.0835005716447,43.4267806464512,0.0043054655205791,0.00475723311847879,0.00797683420957667,0.0135529171930422,0.0274197957110673,0.0614836296738544,0.139042836324272,0.193246180082153,0.21729115064149,0.296531031465552,0.571766668564486,1.06267878947166,2.11775322207749,1.75886708018074,2.13152574063175,1.23415954836438,4.1831014953603,0.113620319031589,0.125703145742218,0.210399602124845,0.357813899008141,0.723788086095751,1.62295701011636,3.67025412991848,4.81423582990498,4.82165519906266,5.26944283087743,7.31572216194855,9.42801332695253,12.5461200798854,7.59564567769082,7.32489664626236,3.54744217458127,7.81682051636122,0.00571008547764745,0.0063033338819844,0.0105639155748448,0.0179705406097467,0.0363507947722782,0.0815096288582442,0.184331056355242,0.256189347661696,0.288066208164435,0.39311554000231,0.757999609887194,1.4088090727354,2.80753691095918,2.33175628790349,2.82579537383848,1.63614368582971,5.54559988855182
"Aruba",2.3,"Unmitigated",0,106.766,72.6627108496696,0.547437283086547,2.80274085303904,0.725745479628383,6.08,5.677,6.8,7.21,7.565,7.415,5.424,5.82,6.74,7.531,8.142,9.063,7.706,6.048,4.302,2.656,2.587,4.96920864426141,5.17888701855811,6.29929039901927,6.38972366742761,5.22818933640513,5.09782024830478,3.88665203961588,4.60090533477979,4.38367429048928,4.8638657766075,4.97706362039062,4.70898443250627,4.08642698285581,3.11036731450613,2.18403649338302,1.36655847901673,1.33105677154228,0.000140131683768172,0.000124293288445395,0.000279688493716455,0.000579547936635685,0.00105893315276351,0.00198722719137392,0.00239039594396884,0.00431219392411702,0.00571810419758283,0.0105670450954922,0.022458103715561,0.0384397365885679,0.070083191239172,0.0842540777082352,0.0928530993759252,0.0839769535823846,0.128214559968837,0.00369804531939019,0.00328427406501092,0.00737715567990505,0.0153007875659565,0.0279521849111619,0.0524559841057277,0.0630982567489562,0.107427316214775,0.126883799693005,0.187779470319849,0.287350165898554,0.341034706283868,0.415191025895674,0.363850189922606,0.319085687425101,0.241381584111887,0.23959021887761,0.000185848403295377,0.000164688607190148,0.000370398275462333,0.000768453727139515,0.00140384203147549,0.00263449233048093,0.00316898174050081,0.00571673990109725,0.00758057835868585,0.0140088867543218,0.0297730434303577,0.050960130376233,0.0929103278845521,0.111696885848531,0.123096734729221,0.11132949750389,0.169975949725949
"Australia",2.3,"Unmitigated",0,25499.881,19035.701451847,139.630658347337,705.112243603791,185.110370361125,1669.707,1639.267,1610.574,1519.906,1594.568,1780.886,1875.461,1842.883,1628.711,1677.349,1558.324,1549.411,1418.526,1232.661,1083.379,762.997,1055.271,1242.93072708995,1525.81186393921,1461.24919388603,1325.1414244963,1209.20898095894,1237.88966364801,1619.80453082879,1616.94939220245,1415.09382308873,1356.98427973875,1169.47618325244,1031.59209199931,915.73850598561,584.46762416843,561.601196970425,319.657001890818,442.104967702789,0.0350506465039367,0.0366194847345409,0.0648794642085396,0.120190327201815,0.244916814630367,0.482552910793605,0.996223521182038,1.51548420089236,1.84586111868135,2.94813112377349,5.27705077121363,8.42095123729215,15.7051324076791,15.8321431668123,23.8761632005333,19.6433754005054,42.5859325506986,0.924979103654527,0.96761800650687,1.71128208220267,3.17317437910888,6.4649596365312,12.7377422816267,26.2968851154112,37.7544246229824,40.9593572189321,52.3891490812136,67.5195659334613,74.7101017517063,93.0412830933856,68.3709139642448,82.0494092186587,56.4625039276619,79.578894186502,0.0464856091931643,0.0485208172732667,0.0859214526004984,0.159366808275623,0.32468954031321,0.639726523497329,1.32070762421125,2.00910004354636,2.44708637092177,3.90838069456642,6.99586500202524,11.1637802708548,20.8205273713648,20.9889080284618,31.6529846348854,26.0415151934883,56.4568043756462
"Austria",2.3,"Unmitigated",0,9006.4,6447.53285351491,56.51688682375,274.222061745819,74.925260031696,448.166,426.016,423.838,452.37,508.761,606.616,620.374,623.042,565.684,612.581,713.443,693.557,582.363,450.957,407.288,383.149,488.195,345.418773495881,400.315076621007,389.195730139466,396.813287086707,393.542155230477,421.25246063798,536.161159033514,544.281580653858,487.701601427697,487.336587583063,496.620745724037,437.409723701198,360.448783364351,209.988463270664,203.649232934059,148.361051314286,189.03644129667,0.00974080941258385,0.00960756183890417,0.0172802904181923,0.0359909651387643,0.0797092087468464,0.164212212953437,0.329753589156905,0.510127367186247,0.636162358216701,1.05876846405605,2.24091172334549,3.57060313138547,6.18178206106028,5.68819773141445,8.65803411286725,9.11699668251152,18.2090085540409,0.257057887885447,0.253866210880438,0.4557906223279,0.950206319564819,2.10404833978396,4.33463937593184,8.70436409709012,12.7085226102741,14.116338989821,18.814624104956,28.6723386632671,31.6781460602009,36.6224823729276,24.5644113755481,29.752962315984,26.2057029659751,34.0265594334006,0.012918662128746,0.012730019436548,0.0228847089322006,0.0477223531581957,0.105671578269556,0.21769821662818,0.437159001017976,0.676283471001934,0.843370186808881,1.40362489021039,2.97081013195848,4.73360166446366,8.19528032397769,7.54092846271308,11.4780845834049,12.0865382240008,24.1399535535847
