"","country","R0","strategy","time","infections_lower","infections_median","infections_upper","deaths_lower","deaths_median","deaths_upper","hosp_inc_lower","hosp_inc_median","hosp_inc_upper","ICU_inc_lower","ICU_inc_median","ICU_inc_upper","hosp_occ_lower","hosp_occ_median","hosp_occ_upper","ICU_occ_lower","ICU_occ_median","ICU_occ_upper"
"1",3,3,"unmitigated",1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2",3,3,"unmitigated",2,0,2,6,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
"3",3,3,"unmitigated",3,1,4,8,0,0,0,1,4,8,0,0,0,0,0,0,0,0,0
"4",3,3,"unmitigated",4,1,6,12,0,0,0,1,6,12,0,0,0.524999999999991,0,0,0,0,0,0
"5",3,3,"unmitigated",5,2,7,14,0,0,1,2,7,14,0,0,0,0,0,0,0,0,0
"6",3,3,"unmitigated",6,3,8,15,0,0,0,3,8,15,0,0,1,0,0,0,0,0,0
"7",3,3,"unmitigated",7,5,10,18.525,0,0,0,5,10,18.525,0,0,0.524999999999991,0,0,0,0,0,0
"8",3,3,"unmitigated",8,4,12,21.525,0,0,1,4,12,21.525,0,0,1,0,0,1,0,0,0
"9",3,3,"unmitigated",9,7,15,25,0,0,0,7,15,25,0,0,1,0,0,1.52499999999999,0,0,0
"10",3,3,"unmitigated",10,7,18,32,0,0,0,7,18,32,0,0,1,0,0,2,0,0,0
"11",3,3,"unmitigated",11,9,22,37.05,0,0,1,9,22,37.05,0,0,1,0,0,2,0,0,0
"12",3,3,"unmitigated",12,13,26.5,46,0,0,1,13,26.5,46,0,0,1,0,0,2,0,0,0
"13",3,3,"unmitigated",13,16,34.5,59.625,0,0,1,16,34.5,59.625,0,0,1,0,1,3,0,0,0
"14",3,3,"unmitigated",14,19.475,39.5,69.525,0,0,1,19.475,39.5,69.525,0,0,1,0,1,3,0,0,0
"15",3,3,"unmitigated",15,25,48.5,79.05,0,0,1,25,48.5,79.05,0,0,1,0,1,4,0,0,0
"16",3,3,"unmitigated",16,28,57.5,99.525,0,0,1,28,57.5,99.525,0,0,1,0,2,4.52499999999999,0,0,0
"17",3,3,"unmitigated",17,31.475,70,116.525,0,0,1,31.475,70,116.525,0,0,1,0,2,5,0,0,1
"18",3,3,"unmitigated",18,38,91,147,0,0,1,38,91,147,0,0,1,0,2,6,0,0,1
"19",3,3,"unmitigated",19,53.95,111,183.1,0,0,1,53.95,111,183.1,0,0,1,0,3,7,0,0,1
"20",3,3,"unmitigated",20,65,133,211.925,0,0,1,65,133,211.925,0,0,2,0,3,8.04999999999998,0,0,1
"21",3,3,"unmitigated",21,66.95,168,259.025,0,0,2,66.95,168,259.025,0,0,2,0,3,9,0,0,1.52499999999999
"22",3,3,"unmitigated",22,92.95,194,323.15,0,0,1.52499999999999,92.95,194,323.15,0,0,2,1,4,11,0,0,1.52499999999999
"23",3,3,"unmitigated",23,105.475,239,387.45,0,0,2,105.475,239,387.45,0,0,2,1.475,5,13,0,0,2
"24",3,3,"unmitigated",24,124.375,282.5,484.6,0,0,2,124.375,282.5,484.6,0,1,2.52499999999999,2,7,15.525,0,0,2
"25",3,3,"unmitigated",25,153.9,355,577.15,0,1,2,153.9,355,577.15,0,1,3,3,8.5,18.525,0,0,2
"26",3,3,"unmitigated",26,186.875,428.5,681.15,0,1,2,186.875,428.5,681.15,0,1,4,3,10,20.525,0,0,2
"27",3,3,"unmitigated",27,243.85,532,862.599999999999,0,1,3.52499999999999,243.85,532,862.599999999999,0,1,3.52499999999999,3.475,13,25.05,0,0,2
"28",3,3,"unmitigated",28,261.95,635.5,1024.05,0,1,4,261.95,635.5,1024.05,0,2,5,5,15,30.575,0,0,2.52499999999999
"29",3,3,"unmitigated",29,334.45,775,1256.45,0,1.5,4,334.45,775,1256.45,0,2,5.52499999999999,6,18,35,0,0,3
"30",3,3,"unmitigated",30,419.275,941,1496.075,0,2,5,419.275,941,1496.075,0,2,7,8,22,43,0,1,3
"31",3,3,"unmitigated",31,492.875,1168,1888.325,0,2,6.52499999999999,492.875,1168,1888.325,0,3,7,11,27,50.525,0,1,4
"32",3,3,"unmitigated",32,612.375,1398.5,2319.65,0,3,7,612.375,1398.5,2319.65,0,4,9,14.95,33,61,0,1,4
"33",3,3,"unmitigated",33,724.625,1674,2786.95,0,3,7,724.625,1674,2786.95,0,4,9.52499999999999,18,41,70.525,0,1,5
"34",3,3,"unmitigated",34,895.275,2081,3434.9,0,4,9.04999999999998,895.275,2081,3434.9,0,5,9.52499999999999,21.95,48.5,82.625,0,1.5,5.52499999999999
"35",3,3,"unmitigated",35,1131.775,2511.5,4151.125,0,5,10,1131.775,2511.5,4151.125,1,6,13.05,27,59.5,97.1,0,2,6
"36",3,3,"unmitigated",36,1322.775,3089,5065.7,1,5,13,1322.775,3089,5065.7,2,7,14.525,32.475,72.5,120.05,0,2,7.52499999999999
"37",3,3,"unmitigated",37,1631.85,3681.5,6133.15,2.475,7,14.575,1631.85,3681.5,6133.15,3,9,18.525,40,88.5,147.1,0,3,8
"38",3,3,"unmitigated",38,1973.175,4565.5,7480.65,2.475,8,17.05,1973.175,4565.5,7480.65,4.475,11,22,48.475,107,173.525,1,4,8.52499999999999
"39",3,3,"unmitigated",39,2480.025,5629.5,9172.475,2.475,10,19.525,2480.025,5629.5,9172.475,5,14,24,60,129.5,217.875,1,5,11.05
"40",3,3,"unmitigated",40,2972.6,6782.5,11075.45,4,12,24,2972.6,6782.5,11075.45,5.475,17,32,70.95,161.5,262.5,1,6,11
"41",3,3,"unmitigated",41,3577.625,8221.5,13586.35,6,16,26.05,3577.625,8221.5,13586.35,8,20,35.525,88.95,196,320.025,2.475,7,14
"42",3,3,"unmitigated",42,4412.2,10081,16387.3,7.475,19,30.525,4412.2,10081,16387.3,10.475,25.5,44.05,107.475,237.5,382.575,3,8,16.525
"43",3,3,"unmitigated",43,5385.925,12283,19914.05,7.475,24,42.525,5385.925,12283,19914.05,12,31,53.525,126.9,290.5,476.25,3.475,11,20
"44",3,3,"unmitigated",44,6407.475,14941,24327.55,10,28,47.525,6407.475,14941,24327.55,15.475,38,64.05,165.375,338.5,568.525,5.475,13,24.05
"45",3,3,"unmitigated",45,7924.25,18031,29495.1,14.475,33,55.525,7924.25,18031,29495.1,18.475,46,78.2499999999999,200.9,410.5,692.05,7,16,28.525
"46",3,3,"unmitigated",46,9650.35,22044,35890.35,17.475,42,76.575,9650.35,22044,35890.35,21.425,51.5,95.05,244.325,509.5,849.525,7,19,34.625
"47",3,3,"unmitigated",47,11781.9,26727,43554.2,24,48.5,83.525,11781.9,26727,43554.2,30,66,109.525,287.75,625,1033.45,7.95,23,41.1
"48",3,3,"unmitigated",48,14307.35,32263,52705.725,30,62,95.525,14307.35,32263,52705.725,32.95,83,134.15,352.225,758.5,1247.925,9,28,51.525
"49",3,3,"unmitigated",49,17370.125,39240.5,63315,30.95,74,115,17370.125,39240.5,63315,44.95,96,167.05,431.7,945,1506.925,12,33.5,58.525
"50",3,3,"unmitigated",50,21152.45,47732,77022.675,39.85,87.5,155.05,21152.45,47732,77022.675,54.475,121.5,207.05,527.75,1153.5,1838.425,15.425,41,68
"51",3,3,"unmitigated",51,25561.8,57959,92263.5,47.475,112,191.525,25561.8,57959,92263.5,66.95,142,244.625,629.675,1392.5,2252.075,21,50,86.05
"52",3,3,"unmitigated",52,31188.825,70098.5,111133.725,62.475,128.5,218.05,31188.825,70098.5,111133.725,77.475,171,287.575,758.225,1670.5,2770,27.475,60,102.575
"53",3,3,"unmitigated",53,37849.225,84312,133098.45,68.95,160,260.725,37849.225,84312,133098.45,98.375,210.5,342.1,917.55,2027,3308.275,32.9,71,126.05
"54",3,3,"unmitigated",54,45511.75,101277,159516.775,93.95,200,313.525,45511.75,101277,159516.775,107.95,253.5,396.775,1108.75,2471,3993.8,39.95,88.5,152.575
"55",3,3,"unmitigated",55,55301.75,121765,189924,107.275,233.5,355.625,55301.75,121765,189924,140.325,305,490.525,1368.075,2993.5,4852.4,50.9,110,187.575
"56",3,3,"unmitigated",56,66788.125,146283,224827.85,124.375,281,447.775,66788.125,146283,224827.85,159.95,376.5,597.7,1661.975,3624,5903.85,64.475,137.5,226
"57",3,3,"unmitigated",57,80136.975,173422,265271.575,148.225,326.5,523.775,80136.975,173422,265271.575,205,439.5,684.075,1988.35,4398,7122.45,79,168.5,275.05
"58",3,3,"unmitigated",58,97420.775,205951,309851.775,171.425,393.5,632.775,97420.775,205951,309851.775,248.475,529.5,792.05,2432.85,5355.5,8595.35,94.9,205.5,334.2
"59",3,3,"unmitigated",59,116899.275,243803,360432.15,224.475,461.5,694.575,116899.275,243803,360432.15,302,624.5,918.2,2909.225,6472.5,10332.225,109.375,249.5,403.2
"60",3,3,"unmitigated",60,139771.125,285861,414568.275,263.4,543,809.725,139771.125,285861,414568.275,352.95,730,1091.05,3519.975,7832.5,12417.8,133.375,296.5,483.525
"61",3,3,"unmitigated",61,166274.075,334014.5,472504.25,325.45,645,926.75,166274.075,334014.5,472504.25,431.55,854.5,1221.725,4258.525,9478.5,14963.6,166.7,361,596.875
"62",3,3,"unmitigated",62,198443.35,385917.5,532846.025,400.475,760.5,1061.75,198443.35,385917.5,532846.025,480.5,1003,1436.45,5132.8,11444,17937.225,198.15,435.5,721.625
"63",3,3,"unmitigated",63,234072.3,441053.5,594263.975,456.775,873.5,1183.3,234072.3,441053.5,594263.975,608.75,1166.5,1580.625,6214.625,13736,21376.675,240.15,534,884.05
"64",3,3,"unmitigated",64,275354.675,502165.5,652548.275,550.325,1003.5,1326.025,275354.675,502165.5,652548.275,675.95,1301.5,1733.45,7462.525,16416.5,25345.175,291.975,652,1075.5
"65",3,3,"unmitigated",65,321611.125,562518,706925.95,605.7,1116.5,1451.55,321611.125,562518,706925.95,837.425,1491.5,1922.625,8988.975,19557,29905.725,341.325,782,1300.625
"66",3,3,"unmitigated",66,373444.25,623028.5,754654.025,735.3,1252.5,1566.6,373444.25,623028.5,754654.025,973.425,1656,2050.75,10883.45,23203.5,34969.325,431.075,941.5,1546.525
"67",3,3,"unmitigated",67,428308.575,678953,791389.225,857.325,1383,1620.1,428308.575,678953,791389.225,1129.75,1826,2200.725,13039.75,27394,40671.7,515.7,1150,1841.625
"68",3,3,"unmitigated",68,489080.9,730095.5,815912.175,1011.225,1495.5,1716.15,489080.9,730095.5,815912.175,1289.6,1959.5,2267.525,15567.475,32229,47205.95,625.4,1381.5,2225.625
"69",3,3,"unmitigated",69,547700.15,773043,828399.675,1063,1593,1761.725,547700.15,773043,828399.675,1435.75,2102,2347.15,18594.75,37585.5,54045.775,745.7,1671.5,2663.15
"70",3,3,"unmitigated",70,608583.925,803973,828656.225,1266.45,1653.5,1797,608583.925,803973,828656.225,1623.475,2213.5,2409.05,22116.225,43530,61192.8,908.975,2020.5,3197.5
"71",3,3,"unmitigated",71,667310.75,817702,829598.425,1363.65,1712,1809.525,667310.75,817702,829598.425,1767.7,2266.5,2389.5,26129.3,50176,68496.5,1100.65,2429.5,3811.4
"72",3,3,"unmitigated",72,719367.125,822177.5,829670.8,1488.875,1716.5,1837.775,719367.125,822177.5,829670.8,1942.425,2291.5,2397.25,30807.95,57260.5,76049.3,1326.5,2916.5,4480.2
"73",3,3,"unmitigated",73,743159.05,811372,829158.4,1567.8,1714,1808.2,743159.05,811372,829158.4,2059.975,2280,2381.15,36176.45,64649,83285.7,1629.125,3496.5,5282.525
"74",3,3,"unmitigated",74,700348.45,798131,828749.5,1523.425,1688.5,1800.575,700348.45,798131,828749.5,2008.8,2245.5,2362.525,42007.55,72362.5,90303.95,1950.3,4137.5,6129.15
"75",3,3,"unmitigated",75,647940.65,767205.5,829193.65,1371.025,1661,1789.2,647940.65,767205.5,829193.65,1856.075,2165.5,2349.775,48511.95,79815.5,96519.65,2327.05,4912,7163.125
"76",3,3,"unmitigated",76,593377.2,724880.5,827919,1259.775,1558.5,1765.025,593377.2,724880.5,827919,1705.425,2065.5,2357.15,55483.625,86886.5,101961.55,2758.9,5776.5,8247.05
"77",3,3,"unmitigated",77,536494.75,676116,823804.825,1170.9,1469.5,1736.15,536494.75,676116,823804.825,1519.5,1928,2319.725,62751.1,93448.5,106186.225,3266.7,6709,9397.25
"78",3,3,"unmitigated",78,480310.675,621381,806225,1058.95,1354,1728.625,480310.675,621381,806225,1397.8,1804,2270.3,70213.4,99390.5,108933.275,3890.35,7778,10650.55
"79",3,3,"unmitigated",79,426691.875,565400.5,776026.075,920.4,1223,1670.975,426691.875,565400.5,776026.075,1197.275,1608,2203.3,77800.05,104095.5,110325.175,4614.25,8897,11877.425
"80",3,3,"unmitigated",80,375885.875,510606,735668.825,815.175,1102,1594.6,375885.875,510606,735668.825,1080.825,1470.5,2048.375,85193.15,107479,110302.575,5439,10103.5,13141.75
"81",3,3,"unmitigated",81,328801.375,454559.5,687779.7,695.275,991,1483.15,328801.375,454559.5,687779.7,927,1319,1955.05,91936.925,108966,110514.6,6343.225,11307,14309.425
"82",3,3,"unmitigated",82,286612.35,401704,634715,618.475,870,1342.25,286612.35,401704,634715,789.95,1165,1784.775,97907.4,109325,110559.5,7327.125,12515,15437.6
"83",3,3,"unmitigated",83,248389.575,352902.5,578906.45,509.825,760,1274.725,248389.575,352902.5,578906.45,720.225,1013.5,1668.25,101549.775,108242,110339.4,8476.325,13720.5,16310.875
"84",3,3,"unmitigated",84,212914,307908.5,522230.475,449.425,663,1110.875,212914,307908.5,522230.475,602.225,858.5,1451.8,96525.175,106807.5,110053.8,9637.125,14837.5,17023.075
