"","country","R0","time","measure","none","incomplete"
"114",3,3,114,"lower",4157.375,417.425
"115",3,3,115,"lower",3596.425,392.7
"116",3,3,116,"lower",3096,374
"117",3,3,117,"lower",2681.175,340.95
"118",3,3,118,"lower",2313.025,307.475
"119",3,3,119,"lower",1995.025,279.325
"120",3,3,120,"lower",1729.7,257.8
"121",3,3,121,"lower",1467.325,231.475
"122",3,3,122,"lower",1242.2,206.475
"123",3,3,123,"lower",1081.575,180
"124",3,3,124,"lower",914.275,166.95
"125",3,3,125,"lower",772.1,150.475
"126",3,3,126,"lower",674.725,131.95
"127",3,3,127,"lower",562.275,121.95
"128",3,3,128,"lower",486.4,109.375
"129",3,3,129,"lower",414.875,99.9
"130",3,3,130,"lower",360.275,92.425
"131",3,3,131,"lower",304.8,79.95
"132",3,3,132,"lower",267.075,71.85
"133",3,3,133,"lower",232.425,61.95
"134",3,3,134,"lower",197.7,57.475
"135",3,3,135,"lower",163.65,53.475
"136",3,3,136,"lower",143.225,45.475
"137",3,3,137,"lower",121.475,39.425
"138",3,3,138,"lower",106,36.425
"139",3,3,139,"lower",88.475,32.95
"140",3,3,140,"lower",74,29.475
"141",3,3,141,"lower",63.95,27
"142",3,3,142,"lower",55.9,24
"143",3,3,143,"lower",49.475,21
"144",3,3,144,"lower",38.425,18.95
"145",3,3,145,"lower",31.475,17.475
"146",3,3,146,"lower",28,15.475
"147",3,3,147,"lower",24,12.475
"148",3,3,148,"lower",22,12.95
"149",3,3,149,"lower",18,10.475
"150",3,3,150,"lower",15.95,8.475
"151",3,3,151,"lower",12.475,8
"152",3,3,152,"lower",9,8
"153",3,3,153,"lower",6.95,7
"154",3,3,154,"lower",7,6
"155",3,3,155,"lower",5.475,5.475
"156",3,3,156,"lower",4,4.475
"157",3,3,157,"lower",3,3
"158",3,3,158,"lower",1.95,2.475
"159",3,3,159,"lower",1.475,2
"160",3,3,160,"lower",2,2
"161",3,3,161,"lower",1.475,1.475
"162",3,3,162,"lower",1,1.475
"163",3,3,163,"lower",1,1.475
"164",3,3,164,"lower",1,1
"165",3,3,165,"lower",0.475,1.475
"166",3,3,166,"lower",0,1.475
"167",3,3,167,"lower",0,1.475
"168",3,3,168,"lower",0,3
"169",3,3,169,"lower",0,2.475
"170",3,3,170,"lower",0,3
"171",3,3,171,"lower",0,4
"172",3,3,172,"lower",0,4
"173",3,3,173,"lower",0,3.475
"174",3,3,174,"lower",0,3.475
"175",3,3,175,"lower",0,4
"176",3,3,176,"lower",0,5.475
"177",3,3,177,"lower",0,7
"178",3,3,178,"lower",0,6.475
"179",3,3,179,"lower",0,6.475
"180",3,3,180,"lower",0,9
"181",3,3,181,"lower",0,11
"182",3,3,182,"lower",0,12.475
"183",3,3,183,"lower",0,13
"184",3,3,184,"lower",0,12.425
"185",3,3,185,"lower",0,13.95
"186",3,3,186,"lower",0,16.95
"187",3,3,187,"lower",0,18.9
"188",3,3,188,"lower",0,22.475
"189",3,3,189,"lower",0,24.95
"190",3,3,190,"lower",0,25.9
"191",3,3,191,"lower",0,31.425
"192",3,3,192,"lower",0,37.425
"193",3,3,193,"lower",0,40
"194",3,3,194,"lower",0,44.475
"195",3,3,195,"lower",0,47.75
"196",3,3,196,"lower",0,53.75
"197",3,3,197,"lower",0,61.85
"198",3,3,198,"lower",0,66.9
"199",3,3,199,"lower",0,72.75
"200",3,3,200,"lower",0,80.85
"201",3,3,201,"lower",0,88.225
"202",3,3,202,"lower",0,89.8
"203",3,3,203,"lower",0,94.325
"204",3,3,204,"lower",0,98.325
"205",3,3,205,"lower",0,109.275
"206",3,3,206,"lower",0,120.975
"207",3,3,207,"lower",0,126.55
"208",3,3,208,"lower",0,132.025
"209",3,3,209,"lower",0,144.175
"210",3,3,210,"lower",0,160.325
"211",3,3,211,"lower",0,186.95
"212",3,3,212,"lower",0,214.8
"213",3,3,213,"lower",0,236.025
"214",3,3,214,"lower",0,263.55
"215",3,3,215,"lower",0,293.725
"216",3,3,216,"lower",0,327.775
"217",3,3,217,"lower",0,360.775
"218",3,3,218,"lower",0,396.1
"219",3,3,219,"lower",0,435.425
"220",3,3,220,"lower",0,486.45
"221",3,3,221,"lower",0,521.3
"222",3,3,222,"lower",0,564.825
"223",3,3,223,"lower",0,620.3
"224",3,3,224,"lower",0,683.5
"225",3,3,225,"lower",0,741.425
"226",3,3,226,"lower",0,828.05
"227",3,3,227,"lower",0,898.025
"228",3,3,228,"lower",0,979.325
"229",3,3,229,"lower",0,1076.925
"230",3,3,230,"lower",0,1185.725
"231",3,3,231,"lower",0,1288.9
"232",3,3,232,"lower",0,1423.425
"233",3,3,233,"lower",0,1581.25
"234",3,3,234,"lower",0,1741.275
"235",3,3,235,"lower",0,1899.2
"236",3,3,236,"lower",0,2067.375
"237",3,3,237,"lower",0,2277.025
"238",3,3,238,"lower",0,2477.7
"239",3,3,239,"lower",0,2704.375
"240",3,3,240,"lower",0,2933.9
"241",3,3,241,"lower",0,3174
"242",3,3,242,"lower",0,3401.6
"243",3,3,243,"lower",0,3738.45
"244",3,3,244,"lower",0,3656.2
"245",3,3,245,"lower",0,3852.8
"246",3,3,246,"lower",0,3855.275
"247",3,3,247,"lower",0,3588.9
"248",3,3,248,"lower",0,3171.175
"249",3,3,249,"lower",0,2794.3
"250",3,3,250,"lower",0,2451.9
"251",3,3,251,"lower",0,2138.625
"252",3,3,252,"lower",0,1852.85
"253",3,3,253,"lower",0,1597.6
"254",3,3,254,"lower",0,1505.525
"255",3,3,255,"lower",0,1329.3
"256",3,3,256,"lower",0,1151.5
"257",3,3,257,"lower",0,993.75
"258",3,3,258,"lower",0,869.175
"259",3,3,259,"lower",0,766.35
"260",3,3,260,"lower",0,672.675
"261",3,3,261,"lower",0,595.725
"262",3,3,262,"lower",0,532.525
"263",3,3,263,"lower",0,465.275
"264",3,3,264,"lower",0,401.025
"265",3,3,265,"lower",0,352.075
"266",3,3,266,"lower",0,303.5
"267",3,3,267,"lower",0,267.425
"268",3,3,268,"lower",0,230.4
"269",3,3,269,"lower",0,201.2
"270",3,3,270,"lower",0,180.1
"271",3,3,271,"lower",0,154.55
"272",3,3,272,"lower",0,135.75
"273",3,3,273,"lower",0,118.075
"274",3,3,274,"lower",0,99.65
"275",3,3,275,"lower",0,87.75
"276",3,3,276,"lower",0,74.95
"277",3,3,277,"lower",0,66.375
"278",3,3,278,"lower",0,52.7
"279",3,3,279,"lower",0,46.225
"280",3,3,280,"lower",0,41.95
"281",3,3,281,"lower",0,34
"282",3,3,282,"lower",0,31.425
"283",3,3,283,"lower",0,28.8
"284",3,3,284,"lower",0,25.85
"285",3,3,285,"lower",0,21.8
"286",3,3,286,"lower",0,19.8
"287",3,3,287,"lower",0,16.425
"288",3,3,288,"lower",0,16
"289",3,3,289,"lower",0,12.95
"290",3,3,290,"lower",0,9.95
"291",3,3,291,"lower",0,9
"292",3,3,292,"lower",0,8
"293",3,3,293,"lower",0,6
"294",3,3,294,"lower",0,5.475
"295",3,3,295,"lower",0,4.95
"296",3,3,296,"lower",0,4
"297",3,3,297,"lower",0,4
"298",3,3,298,"lower",0,2.475
"299",3,3,299,"lower",0,2.475
"300",3,3,300,"lower",0,1.475
"301",3,3,1,"median",0,0
"302",3,3,2,"median",0,0
"303",3,3,3,"median",0,0
"304",3,3,4,"median",0,0
"305",3,3,5,"median",0,0
"306",3,3,6,"median",0,0
"307",3,3,7,"median",0,0
"308",3,3,8,"median",0,0
"309",3,3,9,"median",0,0
"310",3,3,10,"median",0,0
"311",3,3,11,"median",0,0
"312",3,3,12,"median",0,0
"313",3,3,13,"median",0,0
"314",3,3,14,"median",0,0
"315",3,3,15,"median",0,0
"316",3,3,16,"median",0,0
"317",3,3,17,"median",0,0
"318",3,3,18,"median",0,0
"319",3,3,19,"median",0,0
"320",3,3,20,"median",0,0
"321",3,3,21,"median",0,0
"322",3,3,22,"median",0,0
"323",3,3,23,"median",0,0
"324",3,3,24,"median",0,0
"325",3,3,25,"median",0,0
"326",3,3,26,"median",0,1
"327",3,3,27,"median",1,1
"328",3,3,28,"median",1,1
"329",3,3,29,"median",1,1
"330",3,3,30,"median",1,1
"331",3,3,31,"median",2,2
"332",3,3,32,"median",2,2
"333",3,3,33,"median",2,2.5
"334",3,3,34,"median",3,3
"335",3,3,35,"median",3,3
"336",3,3,36,"median",4,4
"337",3,3,37,"median",5,5
"338",3,3,38,"median",6,6.5
"339",3,3,39,"median",8,8
"340",3,3,40,"median",8.5,8.5
"341",3,3,41,"median",11,10.5
"342",3,3,42,"median",12,13
"343",3,3,43,"median",15,16
"344",3,3,44,"median",20,19.5
"345",3,3,45,"median",23,24.5
"346",3,3,46,"median",29,31
"347",3,3,47,"median",35,35.5
"348",3,3,48,"median",42,45.5
"349",3,3,49,"median",51,55
"350",3,3,50,"median",62.5,67
"351",3,3,51,"median",76.5,79
"352",3,3,52,"median",92.5,95.5
"353",3,3,53,"median",114,116
"354",3,3,54,"median",137.5,139.5
"355",3,3,55,"median",166.5,173
"356",3,3,56,"median",199.5,209
"357",3,3,57,"median",242.5,260.5
"358",3,3,58,"median",297,314.5
"359",3,3,59,"median",358.5,378
"360",3,3,60,"median",432,466.5
"361",3,3,61,"median",521.5,579
"362",3,3,62,"median",635,704
"363",3,3,63,"median",775,862
"364",3,3,64,"median",937,1034.5
"365",3,3,65,"median",1142,1246.5
"366",3,3,66,"median",1391.5,1528.5
"367",3,3,67,"median",1685,1847.5
"368",3,3,68,"median",2048.5,2215.5
"369",3,3,69,"median",2465,2680
"370",3,3,70,"median",2995,3220.5
"371",3,3,71,"median",3619,3882.5
"372",3,3,72,"median",4370.5,4632.5
"373",3,3,73,"median",5238,5369.5
"374",3,3,74,"median",6228.5,5991
"375",3,3,75,"median",7441,6447.5
"376",3,3,76,"median",8808.5,6793.5
"377",3,3,77,"median",10461,6949.5
"378",3,3,78,"median",12278.5,6949
"379",3,3,79,"median",14349.5,6768.5
"380",3,3,80,"median",16666.5,6427
"381",3,3,81,"median",19153,6007
"382",3,3,82,"median",21814.5,5620
"383",3,3,83,"median",24717,5263.5
"384",3,3,84,"median",27720.5,4949
"385",3,3,85,"median",30686.5,4646
"386",3,3,86,"median",33694.5,4369.5
"387",3,3,87,"median",36485,4083.5
"388",3,3,88,"median",38999.5,3819.5
"389",3,3,89,"median",41248,3559.5
"390",3,3,90,"median",43070.5,3345
"391",3,3,91,"median",44330.5,3125.5
"392",3,3,92,"median",44807,2926.5
"393",3,3,93,"median",44737.5,2727.5
"394",3,3,94,"median",44360,2557.5
"395",3,3,95,"median",43829.5,2374
"396",3,3,96,"median",42900.5,2202.5
"397",3,3,97,"median",41301.5,2037.5
"398",3,3,98,"median",39225.5,1906
"399",3,3,99,"median",36920.5,1765
"400",3,3,100,"median",34510,1655.5
"401",3,3,101,"median",31941.5,1534
"402",3,3,102,"median",29298,1414.5
"403",3,3,103,"median",26724.5,1325.5
"404",3,3,104,"median",24162.5,1218.5
"405",3,3,105,"median",21710,1124
"406",3,3,106,"median",19457.5,1046
"407",3,3,107,"median",17307.5,963
"408",3,3,108,"median",15356.5,882.5
"409",3,3,109,"median",13575,809
"410",3,3,110,"median",11961.5,745
"411",3,3,111,"median",10463,685
"412",3,3,112,"median",9158.5,629
"413",3,3,113,"median",8033.5,584
"414",3,3,114,"median",6985,540
"415",3,3,115,"median",6049.5,498.5
"416",3,3,116,"median",5233.5,460
"417",3,3,117,"median",4508,422.5
"418",3,3,118,"median",3883.5,391
"419",3,3,119,"median",3361.5,361.5
"420",3,3,120,"median",2900,335
"421",3,3,121,"median",2494,308
"422",3,3,122,"median",2133.5,286.5
"423",3,3,123,"median",1839,262.5
"424",3,3,124,"median",1571,246.5
"425",3,3,125,"median",1347,228.5
"426",3,3,126,"median",1153.5,212.5
"427",3,3,127,"median",1000.5,195
"428",3,3,128,"median",848.5,175
"429",3,3,129,"median",731.5,163
"430",3,3,130,"median",641.5,152
"431",3,3,131,"median",542,141.5
"432",3,3,132,"median",463.5,133
"433",3,3,133,"median",404,121
"434",3,3,134,"median",343.5,111
"435",3,3,135,"median",295,105
"436",3,3,136,"median",256,95
"437",3,3,137,"median",212,88
"438",3,3,138,"median",188,80
"439",3,3,139,"median",157.5,74
"440",3,3,140,"median",136,67
"441",3,3,141,"median",119.5,63.5
"442",3,3,142,"median",100.5,57
"443",3,3,143,"median",85.5,53.5
"444",3,3,144,"median",72,50.5
"445",3,3,145,"median",62,46.5
"446",3,3,146,"median",51,44
"447",3,3,147,"median",44,38.5
"448",3,3,148,"median",39,36
"449",3,3,149,"median",32.5,33
"450",3,3,150,"median",29,30
"451",3,3,151,"median",25,27.5
"452",3,3,152,"median",22,24
"453",3,3,153,"median",19,22
"454",3,3,154,"median",15.5,20
"455",3,3,155,"median",13,19
"456",3,3,156,"median",12,18
"457",3,3,157,"median",11,17
"458",3,3,158,"median",9,15
"459",3,3,159,"median",7.5,13
"460",3,3,160,"median",7,12.5
"461",3,3,161,"median",6,12
"462",3,3,162,"median",5,11
"463",3,3,163,"median",4,11
"464",3,3,164,"median",4,11
"465",3,3,165,"median",3,11
"466",3,3,166,"median",2,11
"467",3,3,167,"median",2,12.5
"468",3,3,168,"median",2,15
"469",3,3,169,"median",1,16.5
"470",3,3,170,"median",1,17.5
"471",3,3,171,"median",1,21
"472",3,3,172,"median",1,23.5
"473",3,3,173,"median",1,26.5
"474",3,3,174,"median",1,28.5
"475",3,3,175,"median",1,31
"476",3,3,176,"median",1,36
"477",3,3,177,"median",1,42
"478",3,3,178,"median",0,49
"479",3,3,179,"median",0,53.5
"480",3,3,180,"median",0,62.5
"481",3,3,181,"median",0,69
"482",3,3,182,"median",0,81.5
"483",3,3,183,"median",0,93.5
"484",3,3,184,"median",0,105.5
"485",3,3,185,"median",0,124.5
"486",3,3,186,"median",0,138.5
"487",3,3,187,"median",0,158
"488",3,3,188,"median",0,178.5
"489",3,3,189,"median",0,201.5
"490",3,3,190,"median",0,229
"491",3,3,191,"median",0,254.5
"492",3,3,192,"median",0,281
"493",3,3,193,"median",0,322
"494",3,3,194,"median",0,373
"495",3,3,195,"median",0,416.5
"496",3,3,196,"median",0,468.5
"497",3,3,197,"median",0,525
"498",3,3,198,"median",0,604
"499",3,3,199,"median",0,689.5
"500",3,3,200,"median",0,789.5
"501",3,3,201,"median",0,893.5
"502",3,3,202,"median",0,1020.5
"503",3,3,203,"median",0,1145
"504",3,3,204,"median",0,1298
"505",3,3,205,"median",0,1462.5
"506",3,3,206,"median",0,1672
"507",3,3,207,"median",0,1891
"508",3,3,208,"median",0,2163.5
"509",3,3,209,"median",0,2443
"510",3,3,210,"median",0,2745
"511",3,3,211,"median",0,3091.5
"512",3,3,212,"median",0,3475.5
"513",3,3,213,"median",0,3925
"514",3,3,214,"median",0,4353.5
"515",3,3,215,"median",0,4867
"516",3,3,216,"median",0,5408
"517",3,3,217,"median",0,6069.5
"518",3,3,218,"median",0,6758.5
"519",3,3,219,"median",0,7446
"520",3,3,220,"median",0,8206
"521",3,3,221,"median",0,9054
"522",3,3,222,"median",0,10013.5
"523",3,3,223,"median",0,10980.5
"524",3,3,224,"median",0,11975.5
"525",3,3,225,"median",0,12962.5
"526",3,3,226,"median",0,13991.5
"527",3,3,227,"median",0,15114
"528",3,3,228,"median",0,16304.5
"529",3,3,229,"median",0,17356
"530",3,3,230,"median",0,18015.5
"531",3,3,231,"median",0,18792.5
"532",3,3,232,"median",0,19134
"533",3,3,233,"median",0,19199
"534",3,3,234,"median",0,19534.5
"535",3,3,235,"median",0,19079
"536",3,3,236,"median",0,19452
"537",3,3,237,"median",0,18864
"538",3,3,238,"median",0,18147
"539",3,3,239,"median",0,18249
"540",3,3,240,"median",0,17875
"541",3,3,241,"median",0,17468
"542",3,3,242,"median",0,17088.5
"543",3,3,243,"median",0,16028.5
"544",3,3,244,"median",0,15349
"545",3,3,245,"median",0,14655.5
"546",3,3,246,"median",0,13884
"547",3,3,247,"median",0,13625.5
"548",3,3,248,"median",0,13813
"549",3,3,249,"median",0,13940.5
"550",3,3,250,"median",0,13444.5
"551",3,3,251,"median",0,12602
"552",3,3,252,"median",0,12263.5
"553",3,3,253,"median",0,11535
"554",3,3,254,"median",0,11390.5
"555",3,3,255,"median",0,11175.5
"556",3,3,256,"median",0,10368
"557",3,3,257,"median",0,10066
"558",3,3,258,"median",0,9324.5
"559",3,3,259,"median",0,8620
"560",3,3,260,"median",0,7946.5
"561",3,3,261,"median",0,7225.5
"562",3,3,262,"median",0,6584
"563",3,3,263,"median",0,6014.5
"564",3,3,264,"median",0,5448
"565",3,3,265,"median",0,4900.5
"566",3,3,266,"median",0,4432.5
"567",3,3,267,"median",0,4077
"568",3,3,268,"median",0,3688.5
"569",3,3,269,"median",0,3328.5
"570",3,3,270,"median",0,3010.5
"571",3,3,271,"median",0,2729
"572",3,3,272,"median",0,2452
"573",3,3,273,"median",0,2227
"574",3,3,274,"median",0,2009
"575",3,3,275,"median",0,1822.5
"576",3,3,276,"median",0,1651
"577",3,3,277,"median",0,1479
"578",3,3,278,"median",0,1318.5
"579",3,3,279,"median",0,1195
"580",3,3,280,"median",0,1083.5
"581",3,3,281,"median",0,966
"582",3,3,282,"median",0,870
"583",3,3,283,"median",0,797
"584",3,3,284,"median",0,715
"585",3,3,285,"median",0,634
"586",3,3,286,"median",0,565.5
"587",3,3,287,"median",0,513
"588",3,3,288,"median",0,460.5
"589",3,3,289,"median",0,404.5
"590",3,3,290,"median",0,364.5
"591",3,3,291,"median",0,331.5
"592",3,3,292,"median",0,296
"593",3,3,293,"median",0,264.5
"594",3,3,294,"median",0,234
"595",3,3,295,"median",0,208.5
"596",3,3,296,"median",0,188
"597",3,3,297,"median",0,172.5
"598",3,3,298,"median",0,155
"599",3,3,299,"median",0,141
"600",3,3,300,"median",0,115.5
"601",3,3,1,"upper",0,0
"602",3,3,2,"upper",0,0
"603",3,3,3,"upper",0,0
"604",3,3,4,"upper",0,0
"605",3,3,5,"upper",0,0
"606",3,3,6,"upper",0,0
"607",3,3,7,"upper",0,0
"608",3,3,8,"upper",0,0
"609",3,3,9,"upper",0,0
"610",3,3,10,"upper",0,0
"611",3,3,11,"upper",0,0
"612",3,3,12,"upper",0,0
"613",3,3,13,"upper",0,0
"614",3,3,14,"upper",0,0
"615",3,3,15,"upper",0.524999999999991,0
"616",3,3,16,"upper",1,0
"617",3,3,17,"upper",1,1
"618",3,3,18,"upper",1,1
"619",3,3,19,"upper",1,1.52499999999999
"620",3,3,20,"upper",1,2
"621",3,3,21,"upper",1.52499999999999,2
"622",3,3,22,"upper",2,2
"623",3,3,23,"upper",2,2
"624",3,3,24,"upper",2,2.52499999999999
"625",3,3,25,"upper",2,3
"626",3,3,26,"upper",2.52499999999999,3
"627",3,3,27,"upper",3,3.52499999999999
"628",3,3,28,"upper",4,4.04999999999998
"629",3,3,29,"upper",4,5
"630",3,3,30,"upper",4,4.52499999999999
"631",3,3,31,"upper",4.52499999999999,5
"632",3,3,32,"upper",6,6
"633",3,3,33,"upper",7,9
"634",3,3,34,"upper",8,9.04999999999998
"635",3,3,35,"upper",9.52499999999999,10.525
"636",3,3,36,"upper",10.525,11
"637",3,3,37,"upper",12,13.525
"638",3,3,38,"upper",13,16
"639",3,3,39,"upper",16,18.525
"640",3,3,40,"upper",19,21
"641",3,3,41,"upper",22.575,23.525
"642",3,3,42,"upper",26.525,27
"643",3,3,43,"upper",36.05,32.525
"644",3,3,44,"upper",40.05,39
"645",3,3,45,"upper",50.575,48.525
"646",3,3,46,"upper",56,60
"647",3,3,47,"upper",65.625,76.575
"648",3,3,48,"upper",79.05,90.1
"649",3,3,49,"upper",93.525,102.725
"650",3,3,50,"upper",111.05,130.675
"651",3,3,51,"upper",138,158.825
"652",3,3,52,"upper",174.675,192.575
"653",3,3,53,"upper",220.575,228.725
"654",3,3,54,"upper",271.575,282.05
"655",3,3,55,"upper",329.525,343.675
"656",3,3,56,"upper",388.6,412.775
"657",3,3,57,"upper",466.725,498.25
"658",3,3,58,"upper",578.275,611.025
"659",3,3,59,"upper",699.525,734.25
"660",3,3,60,"upper",865.525,892.5
"661",3,3,61,"upper",1037.1,1084.65
"662",3,3,62,"upper",1285.7,1319.075
"663",3,3,63,"upper",1549.875,1583.925
"664",3,3,64,"upper",1890.825,1939.775
"665",3,3,65,"upper",2314.375,2357.575
"666",3,3,66,"upper",2833.675,2862.225
"667",3,3,67,"upper",3376.475,3457.45
"668",3,3,68,"upper",4045.55,4140.5
"669",3,3,69,"upper",4883.35,4950.525
"670",3,3,70,"upper",5860.075,5938.425
"671",3,3,71,"upper",7018.25,7118.875
"672",3,3,72,"upper",8345.075,8387.425
"673",3,3,73,"upper",9825.475,9560.6
"674",3,3,74,"upper",11556.075,10597.3
"675",3,3,75,"upper",13496.575,11325.05
"676",3,3,76,"upper",15744.925,11833.325
"677",3,3,77,"upper",18162.675,11994.25
"678",3,3,78,"upper",20784.35,11913.225
"679",3,3,79,"upper",23639.35,11434.6
"680",3,3,80,"upper",26485.25,10719.225
"681",3,3,81,"upper",29558.775,9997.6
"682",3,3,82,"upper",32602.275,9193.175
"683",3,3,83,"upper",35539.95,8483.125
"684",3,3,84,"upper",38186.65,7840.525
"685",3,3,85,"upper",40601.6,7220.6
"686",3,3,86,"upper",42517.45,6680.7
"687",3,3,87,"upper",44068.25,6181.3
"688",3,3,88,"upper",45026.15,5675.25
"689",3,3,89,"upper",45444.45,5235.375
"690",3,3,90,"upper",45444.75,4851.05
"691",3,3,91,"upper",45640.6,4447.45
"692",3,3,92,"upper",45558.525,4085.1
"693",3,3,93,"upper",45653.45,3752.05
"694",3,3,94,"upper",45493,3435.725
"695",3,3,95,"upper",45580.75,3110.8
"696",3,3,96,"upper",45496.675,2822.825
"697",3,3,97,"upper",45540,2582.35
"698",3,3,98,"upper",45575.1,2332.725
"699",3,3,99,"upper",45265.575,2125.525
"700",3,3,100,"upper",44792.575,1936.625
"701",3,3,101,"upper",43819.525,1758.625
"702",3,3,102,"upper",42319.275,1612.2
"703",3,3,103,"upper",40473.025,1486.2
"704",3,3,104,"upper",38319.55,1362
"705",3,3,105,"upper",35905,1245.625
"706",3,3,106,"upper",33314.45,1146.05
"707",3,3,107,"upper",30696.625,1050
"708",3,3,108,"upper",27985.55,970.625
"709",3,3,109,"upper",25372.1,895.825
"710",3,3,110,"upper",22832.8,816.525
"711",3,3,111,"upper",20465.175,752.625
"712",3,3,112,"upper",18232.725,702
"713",3,3,113,"upper",16192.175,644.625
"714",3,3,114,"upper",14282.025,591.1
"715",3,3,115,"upper",12634.625,549.575
"716",3,3,116,"upper",11134.475,513.575
"717",3,3,117,"upper",9755.97499999999,473.575
"718",3,3,118,"upper",8556.42499999999,437.575
"719",3,3,119,"upper",7440.57499999999,406
"720",3,3,120,"upper",6491.82499999999,384.575
"721",3,3,121,"upper",5683.04999999999,354.1
"722",3,3,122,"upper",4926.47499999999,333.1
"723",3,3,123,"upper",4240.87499999999,306.15
"724",3,3,124,"upper",3666.54999999999,282.575
"725",3,3,125,"upper",3161.15,262.525
"726",3,3,126,"upper",2733.375,251.525
"727",3,3,127,"upper",2354.85,234.575
"728",3,3,128,"upper",2029.1,218.625
