"","country","R0","strategy","time","infections_lower","infections_median","infections_upper","deaths_lower","deaths_median","deaths_upper","hosp_inc_lower","hosp_inc_median","hosp_inc_upper","ICU_inc_lower","ICU_inc_median","ICU_inc_upper","hosp_occ_lower","hosp_occ_median","hosp_occ_upper","ICU_occ_lower","ICU_occ_median","ICU_occ_upper"
"1",2,3,"unmitigated",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2",2,3,"unmitigated",2,0,2,5,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
"3",2,3,"unmitigated",3,1,3,8.52499999999999,0,0,1,1,3,8.52499999999999,0,0,0.524999999999991,0,0,0,0,0,0
"4",2,3,"unmitigated",4,1,5,9,0,0,1,1,5,9,0,0,0,0,0,0,0,0,0
"5",2,3,"unmitigated",5,1.475,6,13,0,0,0,1.475,6,13,0,0,0,0,0,0,0,0,0
"6",2,3,"unmitigated",6,3,7,14.525,0,0,0.524999999999991,3,7,14.525,0,0,1,0,0,0,0,0,0
"7",2,3,"unmitigated",7,2,9,16.525,0,0,1,2,9,16.525,0,0,1,0,0,1,0,0,0
"8",2,3,"unmitigated",8,4,10,20.525,0,0,1,4,10,20.525,0,0,1,0,0,1,0,0,0
"9",2,3,"unmitigated",9,3.475,13,27,0,0,1,3.475,13,27,0,0,1,0,0,1,0,0,0
"10",2,3,"unmitigated",10,5,15,28,0,0,0,5,15,28,0,0,1,0,0,2,0,0,0
"11",2,3,"unmitigated",11,6,18,35,0,0,1,6,18,35,0,0,1,0,0,2,0,0,0
"12",2,3,"unmitigated",12,8,22,41.525,0,0,1,8,22,41.525,0,0,1,0,1,2.52499999999999,0,0,0
"13",2,3,"unmitigated",13,10,28,48,0,0,1,10,28,48,0,0,1,0,1,3.52499999999999,0,0,0
"14",2,3,"unmitigated",14,8.475,32,61,0,0,1,8.475,32,61,0,0,1,0,1,4.52499999999999,0,0,0
"15",2,3,"unmitigated",15,13.475,40,71,0,0,1,13.475,40,71,0,0,1,0,1,5.52499999999999,0,0,0
"16",2,3,"unmitigated",16,15.475,44.5,90.525,0,0,1,15.475,44.5,90.525,0,0,1.52499999999999,0,2,5,0,0,1
"17",2,3,"unmitigated",17,23,62,105.575,0,0,1,23,62,105.575,0,0,1,0,2,5.52499999999999,0,0,1
"18",2,3,"unmitigated",18,28.375,72,129.05,0,0,1,28.375,72,129.05,0,0,1.52499999999999,0,2,6.52499999999999,0,0,1
"19",2,3,"unmitigated",19,28.275,85.5,152.1,0,0,1,28.275,85.5,152.1,0,0,2,0,3,7,0,0,1
"20",2,3,"unmitigated",20,36,105,200.575,0,0,1,36,105,200.575,0,0,2,0,3,9.04999999999998,0,0,1
"21",2,3,"unmitigated",21,44,122,230.625,0,0,2,44,122,230.625,0,0,2,0,4,10.575,0,0,1
"22",2,3,"unmitigated",22,60.325,154,293.625,0,0,2,60.325,154,293.625,0,0,3,0,4,12,0,0,1.52499999999999
"23",2,3,"unmitigated",23,66,184,344.25,0,0,2,66,184,344.25,0,1,3,1,6,13,0,0,1.52499999999999
"24",2,3,"unmitigated",24,81.8,233,424.725,0,0,2,81.8,233,424.725,0,1,3,1,7,16.05,0,0,2
"25",2,3,"unmitigated",25,98.225,268.5,502.625,0,0,2.52499999999999,98.225,268.5,502.625,0,1,4,2,8.5,19.525,0,0,2.52499999999999
"26",2,3,"unmitigated",26,126.9,327.5,622.675,0,1,3,126.9,327.5,622.675,0,1,4,2.475,10,21.525,0,0,2.52499999999999
"27",2,3,"unmitigated",27,153,407.5,763.2,0,1,4,153,407.5,763.2,0,1,4.52499999999999,4,12.5,27.575,0,0,2.52499999999999
"28",2,3,"unmitigated",28,198.425,484.5,921.05,0,1,4,198.425,484.5,921.05,0,2,5.52499999999999,5.475,15,31.525,0,1,3
"29",2,3,"unmitigated",29,230.55,606,1127.875,0,1,4,230.55,606,1127.875,0,2,5,6,18,39.05,0,1,3
"30",2,3,"unmitigated",30,275.925,727,1354.6,0,2,5,275.925,727,1354.6,0,2,6.52499999999999,7,21.5,45,0,1,3
"31",2,3,"unmitigated",31,344.325,880,1706,0,2,6.52499999999999,344.325,880,1706,0,3,8,8.475,27.5,52.525,0,1,4
"32",2,3,"unmitigated",32,405.8,1062,2022.625,0,3,7,405.8,1062,2022.625,0,4,9,10.95,32,59.05,0,1,4
"33",2,3,"unmitigated",33,486.825,1284.5,2430.125,0,3,9.52499999999999,486.825,1284.5,2430.125,1,4,10.575,13.425,38.5,70.525,0,2,5
"34",2,3,"unmitigated",34,608.125,1612.5,3057.075,0.475,4,9,608.125,1612.5,3057.075,1,6,14,15.475,47.5,86.575,0,2,5.52499999999999
"35",2,3,"unmitigated",35,725.45,1936,3666.8,1,5,11.525,725.45,1936,3666.8,1,7,15,21.475,58.5,102.525,0,2,6
"36",2,3,"unmitigated",36,899.125,2356.5,4495.525,1.475,7,14.525,899.125,2356.5,4495.525,2,7.5,19.05,27.475,71.5,124,0,3,8
"37",2,3,"unmitigated",37,1096.075,2901,5469.725,1,8,18.525,1096.075,2901,5469.725,2,10,19.05,31,86,152.05,1,3,9
"38",2,3,"unmitigated",38,1305.3,3522,6597.5,2,10,18.525,1305.3,3522,6597.5,2,12,26.575,34.95,105.5,183.525,1,4,11.525
"39",2,3,"unmitigated",39,1611.175,4319,8099.875,2,12,23.525,1611.175,4319,8099.875,3,15,30.525,40.95,127,229.15,1,5,13
"40",2,3,"unmitigated",40,1961.175,5157,9876.65,3,14,29.525,1961.175,5157,9876.65,4.475,18.5,39,52.95,155,278.3,1.475,7,14.05
"41",2,3,"unmitigated",41,2387.725,6333.5,12077.75,4.475,17,34.525,2387.725,6333.5,12077.75,7,23,39.525,69.475,192,345.825,2,8,18
"42",2,3,"unmitigated",42,2913.15,7740.5,14644.375,5.475,21,39,2913.15,7740.5,14644.375,8.475,27,50.525,87.95,222,419.725,3,10,20
"43",2,3,"unmitigated",43,3609.65,9572.5,17756.425,6,24.5,49.525,3609.65,9572.5,17756.425,9.475,34,65,102.425,267.5,506,2.475,12,22
