"","country","R0","strategy","time","infections_lower","infections_median","infections_upper","deaths_lower","deaths_median","deaths_upper","hosp_inc_lower","hosp_inc_median","hosp_inc_upper","ICU_inc_lower","ICU_inc_median","ICU_inc_upper","hosp_occ_lower","hosp_occ_median","hosp_occ_upper","ICU_occ_lower","ICU_occ_median","ICU_occ_upper"
"1",3,2.7,"unmitigated",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2",3,2.7,"unmitigated",2,0,1.5,5,0,0,0,0,1.5,5,0,0,0,0,0,0,0,0,0
"3",3,2.7,"unmitigated",3,1,3,7,0,0,1,1,3,7,0,0,0,0,0,0,0,0,0
"4",3,2.7,"unmitigated",4,1,4,9.52499999999999,0,0,0,1,4,9.52499999999999,0,0,1,0,0,0,0,0,0
"5",3,2.7,"unmitigated",5,2,5.5,11,0,0,0,2,5.5,11,0,0,1,0,0,0,0,0,0
"6",3,2.7,"unmitigated",6,2,6.5,12,0,0,1,2,6.5,12,0,0,1,0,0,0,0,0,0
"7",3,2.7,"unmitigated",7,2,7,18.575,0,0,0,2,7,18.575,0,0,1,0,0,1,0,0,0
"8",3,2.7,"unmitigated",8,3,9,19.05,0,0,1,3,9,19.05,0,0,1,0,0,1,0,0,0
"9",3,2.7,"unmitigated",9,3,10,26.525,0,0,1,3,10,26.525,0,0,0,0,0,1.52499999999999,0,0,0
"10",3,2.7,"unmitigated",10,3,12,27,0,0,1,3,12,27,0,0,1,0,0,2,0,0,0
"11",3,2.7,"unmitigated",11,6.475,15,30.525,0,0,0,6.475,15,30.525,0,0,1,0,0,2,0,0,0
"12",3,2.7,"unmitigated",12,5.475,18,35.525,0,0,1,5.475,18,35.525,0,0,1,0,1,2.52499999999999,0,0,0
"13",3,2.7,"unmitigated",13,5,20.5,44.525,0,0,1,5,20.5,44.525,0,0,1,0,1,3,0,0,0
"14",3,2.7,"unmitigated",14,7.475,24,52,0,0,1,7.475,24,52,0,0,1.52499999999999,0,1,3,0,0,0
"15",3,2.7,"unmitigated",15,8.475,28,61.05,0,0,1,8.475,28,61.05,0,0,1,0,1,3.52499999999999,0,0,0
"16",3,2.7,"unmitigated",16,9.475,36,69.7749999999999,0,0,1,9.475,36,69.7749999999999,0,0,1.52499999999999,0,2,5.52499999999999,0,0,0
"17",3,2.7,"unmitigated",17,11.95,40.5,84,0,0,1,11.95,40.5,84,0,0,1.52499999999999,0,2,6.52499999999999,0,0,1
"18",3,2.7,"unmitigated",18,15,49,101.05,0,0,1,15,49,101.05,0,0,1.52499999999999,0,2,7,0,0,1
"19",3,2.7,"unmitigated",19,17,59,115,0,0,1,17,59,115,0,0,2,0,3,7.52499999999999,0,0,1
"20",3,2.7,"unmitigated",20,19.375,65,148.575,0,0,1,19.375,65,148.575,0,0,2,0,3,9.52499999999999,0,0,2
"21",3,2.7,"unmitigated",21,27.475,81.5,179.25,0,0,1.52499999999999,27.475,81.5,179.25,0,0,1.52499999999999,0.475,4,11.05,0,0,2
"22",3,2.7,"unmitigated",22,30.425,97.5,201.15,0,0,2,30.425,97.5,201.15,0,0,2,1,5,13,0,0,2
"23",3,2.7,"unmitigated",23,33.475,115,237.2,0,0,2,33.475,115,237.2,0,0,2,0,6,14.05,0,0,2
"24",3,2.7,"unmitigated",24,43.9,141.5,273.35,0,0,2,43.9,141.5,273.35,0,0,2,0.475,7,15.575,0,0,2
"25",3,2.7,"unmitigated",25,53.475,162,346.675,0,0,2.52499999999999,53.475,162,346.675,0,0,3,0.475,8,17.525,0,0,2
"26",3,2.7,"unmitigated",26,61,192,391.575,0,1,3,61,192,391.575,0,1,3.52499999999999,1,9,19.525,0,0,2
"27",3,2.7,"unmitigated",27,75.95,229.5,519.575,0,1,3,75.95,229.5,519.575,0,1,4,2,11,24,0,1,2.52499999999999
"28",3,2.7,"unmitigated",28,80.475,275,563.2,0,1,4.52499999999999,80.475,275,563.2,0,1,4.52499999999999,2.475,12,26.525,0,1,2.52499999999999
"29",3,2.7,"unmitigated",29,108.5,334,713.525,0,1,4,108.5,334,713.525,0,1,5.52499999999999,2.95,14,29,0,1,3
"30",3,2.7,"unmitigated",30,126.975,381,818.55,0,1,4.52499999999999,126.975,381,818.55,0,1,5.52499999999999,4.475,16,34.575,0,1,3
"31",3,2.7,"unmitigated",31,148.275,457.5,1012.725,0,1,5,148.275,457.5,1012.725,0,2,6.52499999999999,4.95,20,44.05,0,1,4
"32",3,2.7,"unmitigated",32,190,550,1195.25,0,2,6,190,550,1195.25,0,3,8,8,23.5,50.625,0,1,4
