"","country","R0","output_type","time","unmitigated","supp_1_time","supp_2_time","supp_4_time","supp_8_time","supp_16_time","supp_32_time"
"1",2,3,"lower_inc",1,0,0,0,0,0,0,0
"2",2,3,"lower_inc",2,0,0,0,0,0,0,0
"3",2,3,"lower_inc",3,1,1,0.475,0.475,1,1,1
"4",2,3,"lower_inc",4,2,1.475,1,1,1.475,1,1
"5",2,3,"lower_inc",5,3,2,2,1.475,2,1.475,2.475
"6",2,3,"lower_inc",6,2,2,2.475,3,2,2.475,2
"7",2,3,"lower_inc",7,2.475,4,2.475,3,3,3,2
"8",2,3,"lower_inc",8,4.475,5,5,3,4,2.475,2.475
"9",2,3,"lower_inc",9,5,6,4.475,4.475,4.475,4.475,4
"10",2,3,"lower_inc",10,6,6,6,4.95,6,7,7
"11",2,3,"lower_inc",11,8,9,5.95,6.475,7.425,6.425,6.475
"12",2,3,"lower_inc",12,8.475,8.95,7.95,10,7.475,9,7.475
"13",2,3,"lower_inc",13,12.475,11,11,9.475,11.95,12.475,12
"14",2,3,"lower_inc",14,13.475,14,13,15,13.475,11.95,11.475
"15",2,3,"lower_inc",15,15.95,19.425,19,13.475,13,16.95,15.475
"16",2,3,"lower_inc",16,25.425,24,23,19.475,21.475,18.425,16.475
"17",2,3,"lower_inc",17,29.475,26.9,22.85,19.375,23.9,24.95,23.95
"18",2,3,"lower_inc",18,35,35.95,30.475,27.95,27,26.475,29.425
"19",2,3,"lower_inc",19,39.425,40.375,34.85,30.475,30.475,32.475,34.475
"20",2,3,"lower_inc",20,46.85,53.375,45,43.475,36.9,39.125,37
"21",2,3,"lower_inc",21,61.225,59.7,54.8,57.475,53.9,45.95,49.95
"22",2,3,"lower_inc",22,72.75,76.9,63.9,64.475,56.375,64.425,61.95
"23",2,3,"lower_inc",23,85.325,82.8,78.475,78.95,71.95,72.85,73.225
"24",2,3,"lower_inc",24,103.475,100.45,99.375,92.7,84.725,89.75,81.225
"25",2,3,"lower_inc",25,128.325,140.65,115.85,115.375,99.9,106.175,105.025
"26",2,3,"lower_inc",26,170.125,157.35,144.125,141.9,134.475,124.8,123.5
"27",2,3,"lower_inc",27,195.375,195.2,177.9,169.175,151.175,178,151.6
"28",2,3,"lower_inc",28,240.275,210.925,215.45,222.6,200.275,193.075,177.925
"29",2,3,"lower_inc",29,299.125,281.4,256.95,267.375,242.5,244.6,252.35
"30",2,3,"lower_inc",30,360.175,330.575,301.925,296.975,277.225,294.65,291.6
"31",2,3,"lower_inc",31,418.225,422.225,369.875,396.425,340.8,378.75,329.85
"32",2,3,"lower_inc",32,543.2,503,482.975,480.875,394.7,436.225,435.7
"33",2,3,"lower_inc",33,609.35,610.5,560.225,582,503,546.525,517.6
"34",2,3,"lower_inc",34,788.7,744.35,679.325,682.6,616.1,703,664.05
"35",2,3,"lower_inc",35,963.025,936.225,844.65,854.425,720.4,845.275,781.65
"36",2,3,"lower_inc",36,1156.45,1133.175,1027.55,1071.175,882.625,999.9,958.025
"37",2,3,"lower_inc",37,1437.6,1293.175,1340.925,1256.6,1113.45,1231.275,1138.325
"38",2,3,"lower_inc",38,1729.475,1626.175,1583.175,1546.575,1379.55,1486.2,1426.4
"39",2,3,"lower_inc",39,2179.525,1945.5,1930.65,1855.55,1607.975,1858,1738.175
"40",2,3,"lower_inc",40,2586.65,2420.2,2334.175,2264.7,2025.875,2159.225,2031.675
"41",2,3,"lower_inc",41,3181.425,2890.6,2800.1,2804.7,2418.525,2707.7,2509.55
"42",2,3,"lower_inc",42,3960.85,3520.475,3483.55,3382.875,2917.55,3367.425,3104.525
"43",2,3,"lower_inc",43,4728.375,4333.75,4220.825,4190.725,3630.775,4002.875,3741.125
"44",2,3,"lower_inc",44,5744.675,5185.275,5088.05,5071.225,4381.225,4902.85,4500.05
"45",2,3,"lower_inc",45,7039.725,6516.975,6168.625,6109.55,5323.45,5955.45,5600.5
"46",2,3,"lower_inc",46,8434.3,7794.15,7530.65,7462.575,6541.35,7270.75,6828.75
"47",2,3,"lower_inc",47,10331.225,9434.45,9243.9,9070.975,7952.45,8902.925,8229.425
"48",2,3,"lower_inc",48,12504.4,11428.125,11147.05,11176.925,9797.5,10760.8,10060.15
"49",2,3,"lower_inc",49,15334.375,14056.875,13784.375,13472.675,11795.725,12952.75,12346.475
"50",2,3,"lower_inc",50,18636,16404.525,16392.9,16483.675,14404.275,15811.75,14995.35
"51",2,3,"lower_inc",51,22636.375,16765.55,20262.425,19888.275,17556.8,19232.525,18109.025
"52",2,3,"lower_inc",52,27409.7,16014.075,24635.125,24271.625,21305.4,23289.75,22232.275
"53",2,3,"lower_inc",53,33169.325,15335.675,28502.55,29477.975,25766.85,28522.5,26823.2
"54",2,3,"lower_inc",54,40226.175,14562.45,29336.5,36030.875,31164.1,34500.825,32722.95
"55",2,3,"lower_inc",55,48745.675,13764.1,28131.65,43196.95,37669.225,41575.6,39577.15
"56",2,3,"lower_inc",56,59058.075,13104.325,26754.6,52579.725,46064.575,50596.075,48473.125
"57",2,3,"lower_inc",57,70956.05,12454.45,25065.825,60913.125,55498.225,60815.275,57881.05
"58",2,3,"lower_inc",58,85634.6,11914.825,23998.3,62458.95,67209.925,73742.55,70329.225
"59",2,3,"lower_inc",59,103118.5,11511.425,22750.775,59682.525,80660.15,88416.55,84368.275
"60",2,3,"lower_inc",60,123163.125,11013.55,21586.925,56038.625,97101.2,106502.3,101959.45
"61",2,3,"lower_inc",61,147415.2,10766.925,20887.075,52628.75,112354.675,127001.975,121730.125
"62",2,3,"lower_inc",62,175314.7,10315.325,19875.925,49998.5,114450.425,151727.75,145129.775
"63",2,3,"lower_inc",63,207442.5,9821.65,19163.875,47391.8,109613.25,180292,172152.1
"64",2,3,"lower_inc",64,243687.85,9381.925,18334.975,44721.25,102466.1,206113.65,204723.775
"65",2,3,"lower_inc",65,284248.05,9069.075,17547.225,43010.175,95227.975,207584.925,241087.65
"66",2,3,"lower_inc",66,330997.725,8774.9,16814.175,40911.825,89477.95,196457.375,281281.2
"67",2,3,"lower_inc",67,380251.475,8444.525,16122.125,38961.125,84257.375,182556.375,326843.35
"68",2,3,"lower_inc",68,432930.875,8047.925,15491.775,37301.075,79873.025,168608.925,364806.75
"69",2,3,"lower_inc",69,488696.25,7928.3,14786.825,35690.45,75646.275,155696.55,362303.3
"70",2,3,"lower_inc",70,544257.85,7427.7,14390.275,33944.425,71147.525,145096.775,337057.75
"71",2,3,"lower_inc",71,597900.125,7276.15,13638.375,32336.05,67474.25,135561.575,307470.05
"72",2,3,"lower_inc",72,648853.375,6927.525,13274.875,30813.65,64229.2,126153.15,278819.475
"73",2,3,"lower_inc",73,687744.8,6712.05,12513.45,29242.075,60254.025,117559.75,252437.1
"74",2,3,"lower_inc",74,660192.975,6293.25,11998.65,28022.1,57498.5,110316.5,229853.775
"75",2,3,"lower_inc",75,623471.5,6166.65,11459.475,26835.75,54075.15,102743.775,209069.05
"76",2,3,"lower_inc",76,575952.775,5941.1,11025.825,25338.3,51164.25,95847,191192.275
"77",2,3,"lower_inc",77,527694.3,5531.5,10407.1,24163.45,48353.225,89282.925,173663.55
"78",2,3,"lower_inc",78,477102.45,5414.6,10067.25,22952.875,45597.65,82913.575,146539.125
"79",2,3,"lower_inc",79,428810.75,5227.825,9751.95,22048.85,42877.375,77434.075,123551.075
"80",2,3,"lower_inc",80,381921,5105.375,9231.325,20810.45,40315.225,71900.925,103288.275
"81",2,3,"lower_inc",81,339167.2,4841.65,8905.3,19891.975,38298.85,67010.675,86557.7
"82",2,3,"lower_inc",82,298891.075,4614.35,8459,18898.475,35855.7,61653.35,72439.475
"83",2,3,"lower_inc",83,262088.85,4427.25,8062.75,17892.275,33950.7,54928.35,62603.775
"84",2,3,"lower_inc",84,229025.5,4190.275,7702.375,17059.45,31960.325,47820.6,52196.625
"85",2,3,"lower_inc",85,198597,4108.85,7428.525,16262.35,30037.125,42334.7,43774.925
"86",2,3,"lower_inc",86,172448.475,3865.25,7138.3,15438.75,28422.575,38154.275,36520.7
"87",2,3,"lower_inc",87,148595.55,3761.45,6779.65,14619.2,26766.7,34430.175,30657.7
"88",2,3,"lower_inc",88,128505.725,3563.575,6457.425,14003.325,24510.5,30021.95,25628.95
"89",2,3,"lower_inc",89,109714.525,3441.375,6225.025,13231.375,22922.725,26476.825,21592.725
"90",2,3,"lower_inc",90,94703.525,3225,5941.425,12707.2,21519.8,23201.75,17962.15
"91",2,3,"lower_inc",91,80831.875,3152.625,5683.5,11916.325,19566.775,20094.95,15168.475
"92",2,3,"lower_inc",92,69011.025,3020.875,5378.65,11206,17487.3,17747.35,12491.375
"93",2,3,"lower_inc",93,59329.45,2884.125,5197.175,10733.825,15993.5,15509.375,10630.225
"94",2,3,"lower_inc",94,50563.85,2781.475,4939.275,10101.05,14392.975,13569.65,8938.075
"95",2,3,"lower_inc",95,42961.625,2753,4705.675,9629.125,12942.1,11883.05,7399.05
"96",2,3,"lower_inc",96,36606.825,2505.825,4570.5,9219.025,11543.875,10538.85,6215.1
"97",2,3,"lower_inc",97,31351,2457.125,4384.4,8715.7,10306.1,9132.75,5166.675
"98",2,3,"lower_inc",98,26562.025,2360.7,4197.425,8176.525,9137.7,7944.575,4300.85
"99",2,3,"lower_inc",99,22487.875,2303.225,3957.05,7873.175,8305.425,7002.175,3705.75
"100",2,3,"lower_inc",100,19535.55,2208.725,3803.9,7389.85,7303.2,6067.025,3067.975
"101",2,3,"lower_inc",101,16356.675,2086.275,3709.35,6954.175,6547.325,5304.65,2580.85
"102",2,3,"lower_inc",102,13924.95,2072.825,3503.725,6415.15,5939.075,4682.425,2116
"103",2,3,"lower_inc",103,11878.95,1912.525,3330.35,6079.6,5243.475,4045.6,1773.95
"104",2,3,"lower_inc",104,10008.85,1884.6,3182.275,5835.775,4772.75,3561.7,1499
"105",2,3,"lower_inc",105,8621.15,1792.2,3053.45,5215.8,4181.35,3086.6,1233.425
"106",2,3,"lower_inc",106,7319.55,1695.675,2923.675,4786.75,3726.075,2702.2,1038.625
"107",2,3,"lower_inc",107,6199.95,1628.55,2790.025,4502.7,3384.7,2358.025,888.575
"108",2,3,"lower_inc",108,5232.925,1644.875,2598.1,4206.625,2990.225,2072.225,726.025
"109",2,3,"lower_inc",109,4426.05,1496.975,2526.975,3901.725,2674.475,1811.425,614.4
"110",2,3,"lower_inc",110,3718.45,1432.375,2413.75,3615.325,2402.7,1591.35,518.575
"111",2,3,"lower_inc",111,3153.725,1360.7,2343.425,3325.85,2122.95,1379.9,425.375
"112",2,3,"lower_inc",112,2718.7,1313,2206.75,3075.275,1900.25,1181.425,353.075
"113",2,3,"lower_inc",113,2296.875,1284.1,2092.175,2762.45,1672.175,1069.675,292.975
"114",2,3,"lower_inc",114,1955.025,1202.975,2037.3,2542.825,1550.85,922.975,247.9
"115",2,3,"lower_inc",115,1667.45,1187.25,1912.725,2375.525,1356.075,833.85,209.525
"116",2,3,"lower_inc",116,1428.525,1128.35,1847.8,2216.4,1247.6,718.325,176.375
"117",2,3,"lower_inc",117,1185.525,1087.7,1766.95,1956.25,1072.3,600.85,159.5
"118",2,3,"lower_inc",118,1033.425,1039.125,1659.025,1796.05,946.625,522.175,130.175
"119",2,3,"lower_inc",119,860.9,1004.325,1575.725,1684.8,862.3,445.95,110.375
"120",2,3,"lower_inc",120,727.5,974.725,1487.65,1544.8,798.95,380.45,89.3
"121",2,3,"lower_inc",121,621.75,962.4,1437.175,1413.2,706.625,338.275,72.75
"122",2,3,"lower_inc",122,519.375,883.425,1375.275,1332.975,603.775,300.6,69.9
"123",2,3,"lower_inc",123,445.275,825.3,1320.375,1175.825,562.075,258.825,43.95
"124",2,3,"lower_inc",124,370.125,803.05,1280.95,1086.25,492.375,238.025,45.275
"125",2,3,"lower_inc",125,321.375,774.925,1194.075,1036.125,440.65,198.7,36.85
"126",2,3,"lower_inc",126,273.65,726.375,1130.975,904.975,397.95,178.825,33.275
"127",2,3,"lower_inc",127,234.9,736.025,1088.325,838.175,360.225,146.9,25.9
"128",2,3,"lower_inc",128,190.225,700.675,1010.975,749.375,313.55,136.85,22.425
"129",2,3,"lower_inc",129,169.325,661.925,959.7,708.8,287.25,119.225,19.475
"130",2,3,"lower_inc",130,146,609.375,890.475,657.4,248.475,92.475,16
"131",2,3,"lower_inc",131,120.375,568.35,806.3,586.075,206.375,86.175,12.475
"132",2,3,"lower_inc",132,96.425,596.7,770.3,550.325,202.65,75.8,11.475
"133",2,3,"lower_inc",133,81,526.85,734.3,511.8,171.125,61.475,9.95
"134",2,3,"lower_inc",134,65.7,502.475,682.625,461.375,160.325,54.95,7
"135",2,3,"lower_inc",135,58.95,512.4,643.95,406.475,137.475,56.475,5.475
"136",2,3,"lower_inc",136,57.95,497.8,592.075,379.55,134.75,38.85,5
"137",2,3,"lower_inc",137,42.85,455.825,570.675,347.4,119.175,42.475,3
"138",2,3,"lower_inc",138,36,429.6,521.95,318.9,101.425,34.8,5
"139",2,3,"lower_inc",139,33,412.125,498.075,301.05,96.475,29.275,2.475
"140",2,3,"lower_inc",140,28,402.6,457.75,262.8,87.7,24.475,2.475
"141",2,3,"lower_inc",141,21.475,393.45,435.825,247.35,61.85,20,2
"142",2,3,"lower_inc",142,17.475,349.075,424.475,225.475,59.9,19.95,1
"143",2,3,"lower_inc",143,15.95,349.6,382.125,212.85,65.475,15.95,0
"144",2,3,"lower_inc",144,13.475,337.975,334.275,203.425,51.125,14,1
"145",2,3,"lower_inc",145,9,329.6,322.85,190.9,45.475,11.9,0.475
"146",2,3,"lower_inc",146,7.95,301.475,315,170.375,41.95,10.375,0
"147",2,3,"lower_inc",147,5,297.75,279.175,156.75,34.95,9.475,0.475
"148",2,3,"lower_inc",148,4.475,288.075,272.375,141.075,32.375,7.475,0
"149",2,3,"lower_inc",149,4.475,283.075,248.75,126.8,27.95,8,0
"150",2,3,"lower_inc",150,3,274,230.85,126.425,27.425,7.475,0
"151",2,3,"lower_inc",151,2,258.125,208.45,101.975,24.475,4.95,0
"152",2,3,"lower_inc",152,1.475,238,203.275,97.175,22.475,4.475,0
"153",2,3,"lower_inc",153,1.475,235.15,197.475,86.6,16.95,3.95,0
"154",2,3,"lower_inc",154,1,237.425,191.8,77.325,15.425,3.475,0
"155",2,3,"lower_inc",155,1,202.225,170.475,69.8,16.475,2,0
"156",2,3,"lower_inc",156,0,198.025,157.7,70.85,11.225,3,0
"157",2,3,"lower_inc",157,0,181.325,146.6,62.375,9.9,1,0
"158",2,3,"lower_inc",158,0,176.8,132.95,66.475,11,1,0
