"","country","R0","strategy","time","infections_lower","infections_median","infections_upper","deaths_lower","deaths_median","deaths_upper","hosp_inc_lower","hosp_inc_median","hosp_inc_upper","ICU_inc_lower","ICU_inc_median","ICU_inc_upper","hosp_occ_lower","hosp_occ_median","hosp_occ_upper","ICU_occ_lower","ICU_occ_median","ICU_occ_upper"
"38",1,3,"unmitigated",38,2651.45,5523.5,9791.4,6.475,15,30.525,2651.45,5523.5,9791.4,7,21,39.525,88.95,177,314.35,2,7,15
"39",1,3,"unmitigated",39,3121.325,6808.5,11887.975,8.475,20,37.525,3121.325,6808.5,11887.975,10,24.5,45,110,220.5,388.025,3,9,19.05
"40",1,3,"unmitigated",40,3844.725,8328.5,14635.25,9.475,22,43.525,3844.725,8328.5,14635.25,11.475,30,56.05,135.425,262.5,468.475,3,11,22.525
"41",1,3,"unmitigated",41,4688.75,10046.5,17587.35,12.95,29,51.05,4688.75,10046.5,17587.35,14.475,37,67,165,318.5,569.875,4.475,13.5,28
"42",1,3,"unmitigated",42,5653.625,12228,21477.45,15.475,35,63.05,5653.625,12228,21477.45,20,44.5,87.7249999999999,198.425,395.5,691.65,5.475,16.5,34
"43",1,3,"unmitigated",43,6948.075,14873.5,26209.75,17,43.5,77.525,6948.075,14873.5,26209.75,22.95,55,97.05,239.65,472.5,833.8,7,20,40.05
"44",1,3,"unmitigated",44,8375.35,17949.5,31684.9,21.475,51,97.575,8375.35,17949.5,31684.9,29.95,66.5,122.725,285.95,575,1012.4,9.475,23.5,43.525
"45",1,3,"unmitigated",45,10307.675,21970,38609.25,26.425,63,106.525,10307.675,21970,38609.25,33.375,83,151,340.475,707.5,1246.5,11.475,28.5,51.525
"46",1,3,"unmitigated",46,12504.6,26835,46867.575,31.85,75.5,139.15,12504.6,26835,46867.575,42.95,102.5,182.05,413.125,861,1532.85,15,35,62.1999999999999
"47",1,3,"unmitigated",47,15133.45,32329,56552.225,43,95,164.1,15133.45,32329,56552.225,60.425,124,221.525,485.625,1047.5,1863.475,19,42,70
"48",1,3,"unmitigated",48,18508.475,39334.5,68601.925,46.275,109,195,18508.475,39334.5,68601.925,66.425,144.5,263.625,589.825,1289,2248.925,21.95,51,84.525
"49",1,3,"unmitigated",49,22235.1,47443.5,82940.775,57.9,133.5,240.05,22235.1,47443.5,82940.775,79.325,178,302.525,723.65,1552.5,2715.825,27.475,60.5,108.1
"50",1,3,"unmitigated",50,27192.7,57647.5,99845,79.475,159,285.25,27192.7,57647.5,99845,100.9,217.5,368.15,868.525,1895.5,3335.975,33,76.5,134
"51",1,3,"unmitigated",51,32855.45,69711.5,120071.3,89.425,195.5,343.525,32855.45,69711.5,120071.3,123.075,262.5,458.725,1056.225,2315,4052.1,38.475,93,162.525
"52",1,3,"unmitigated",52,40057.575,84464,143975.325,109.025,240,403.625,40057.575,84464,143975.325,154.9,310.5,545.925,1297.55,2836.5,4961.1,44.475,110.5,201.725
"53",1,3,"unmitigated",53,48599.325,101576.5,172417.275,141.95,288,500.125,48599.325,101576.5,172417.275,177.95,381.5,630.15,1573.775,3468.5,5990.7,54.425,139,245.35
"54",1,3,"unmitigated",54,58649.4,122229.5,204878.775,170.8,345.5,575.55,58649.4,122229.5,204878.775,221.45,448.5,782.775,1929.475,4184.5,7244.425,67.375,165.5,291.575
"55",1,3,"unmitigated",55,71218.1,146168,242613.325,199.75,412.5,708.1,71218.1,146168,242613.325,251.325,560,887.925,2362.325,5093,8760.95,85.475,200.5,372.625
"56",1,3,"unmitigated",56,85523.35,174909,287070.95,247.925,487.5,829.675,85523.35,174909,287070.95,325.9,650,1080.6,2864.625,6162.5,10613.625,107.95,248.5,443.075
"57",1,3,"unmitigated",57,103432.7,207386.5,335764.875,289,597.5,938.15,103432.7,207386.5,335764.875,383.275,789,1267.875,3486.725,7468,12799.9,135.6,297,521.8
"58",1,3,"unmitigated",58,124118.875,246148.5,390338.35,367.75,692,1089.625,124118.875,246148.5,390338.35,444.825,915.5,1423.75,4267.4,9012.5,15391.575,162.225,366.5,644.525
"59",1,3,"unmitigated",59,149421.275,290549,448702.6,411.125,834.5,1242.15,149421.275,290549,448702.6,588.125,1068,1667.775,5171.35,10957.5,18550.025,201.4,449,799.575
"60",1,3,"unmitigated",60,177429.725,339855.5,512154.15,486.95,947.5,1429.625,177429.725,339855.5,512154.15,669.9,1252.5,1903.35,6275.325,13150,22124.75,252.975,543,968.5
"61",1,3,"unmitigated",61,211449.125,395227.5,578562.7,602.9,1094,1621.825,211449.125,395227.5,578562.7,811.5,1459,2072.675,7637.75,15725.5,26449.85,310.7,663.5,1165.075
"62",1,3,"unmitigated",62,250370.525,453151.5,644310.725,697.175,1256.5,1762.75,250370.525,453151.5,644310.725,897.65,1644.5,2333.1,9139.475,18881.5,31415.625,365.9,792.5,1403.4
"63",1,3,"unmitigated",63,294794.2,518015,706304.525,801.9,1418,1974.225,294794.2,518015,706304.525,1121.575,1874.5,2550.475,11005.875,22545,37077.875,445.75,961,1692
"64",1,3,"unmitigated",64,344575.675,582650.5,765393.825,966.475,1614,2082.325,344575.675,582650.5,765393.825,1240.45,2079.5,2752.675,13374.625,26856.5,43524.25,539.475,1152.5,2045
"65",1,3,"unmitigated",65,399538.9,647932,814353.55,1111.95,1759.5,2223.05,399538.9,647932,814353.55,1446.3,2352,2872.175,16026.625,31856.5,50886.975,661.75,1405.5,2475
"66",1,3,"unmitigated",66,459907.85,711576.5,851389.65,1275.35,1900.5,2221.4,459907.85,711576.5,851389.65,1746.65,2518,2989.025,19219.775,37646.5,58806.65,808.625,1714.5,2941.8
"67",1,3,"unmitigated",67,524545.65,768963.5,875042.625,1441.25,2031.5,2286.825,524545.65,768963.5,875042.625,1903.75,2699,3009.575,22961.85,44093.5,67340.675,999.725,2075.5,3545.85
"68",1,3,"unmitigated",68,589647.1,817495,883110.8,1612.55,2153,2325.2,589647.1,817495,883110.8,2103.175,2832.5,3076.25,27298.25,51484,76549.95,1200.925,2502,4214.65
"69",1,3,"unmitigated",69,654134,853218,883474.675,1767.475,2199.5,2307.1,654134,853218,883474.675,2366.7,2910.5,3034.15,32258.175,59388,85972.25,1459.55,2991,5040.825
"70",1,3,"unmitigated",70,717391.5,868643,884826.725,1875.675,2218.5,2304.1,717391.5,868643,884826.725,2543.325,2933.5,3042.725,38082.45,67968.5,95487.15,1768.275,3622,6022.75
"71",1,3,"unmitigated",71,774678.35,870533,884448.275,1978.4,2195,2329.525,774678.35,870533,884448.275,2587.225,2896,3086.525,44699.325,77182,104701.2,2113.25,4327.5,7083.45
"72",1,3,"unmitigated",72,767474.825,864470.5,883989.775,1799.225,2162.5,2312.15,767474.825,864470.5,883989.775,2361.875,2893.5,3053.5,52007.85,86561,113298.375,2595.125,5169,8307.45
"73",1,3,"unmitigated",73,714085.275,847767.5,883438,1640.525,2103.5,2291.1,714085.275,847767.5,883438,2188.725,2801.5,3043.1,60061.7,95996,120976.15,3109.925,6096,9660.625
"74",1,3,"unmitigated",74,653056.9,813521.5,883853.375,1495.825,1968.5,2247.1,653056.9,813521.5,883853.375,1996.65,2607.5,2999.725,68748.85,105036,127220.95,3735.4,7181,11105.4
"75",1,3,"unmitigated",75,588866.425,764897.5,880096.85,1332.525,1820,2283.075,588866.425,764897.5,880096.85,1799.75,2378,2974.125,77997.775,113475.5,131846.625,4399.575,8358.5,12627.7
"76",1,3,"unmitigated",76,525987.1,709088,874077.05,1171.475,1684,2188.2,525987.1,709088,874077.05,1548.55,2202,2892.325,87501.6,120795,134710.925,5257.475,9715,14289.675
"77",1,3,"unmitigated",77,463953.85,648211.5,847135.875,1007.025,1467.5,2078.175,463953.85,648211.5,847135.875,1292.95,1977.5,2779.1,96952.275,127127,135438.15,6172.025,11157.5,15968.175
"78",1,3,"unmitigated",78,404225.575,583687.5,809052.4,856.175,1326.5,1975.7,404225.575,583687.5,809052.4,1129.9,1737,2590.125,106081.925,131795,135787.775,7235.05,12706.5,17524.375
"79",1,3,"unmitigated",79,351170.725,520305,760487.6,732.825,1158.5,1822.725,351170.725,520305,760487.6,962,1523,2372.275,114508.775,133696.5,135808.95,8537.575,14257.5,19040.6
"80",1,3,"unmitigated",80,301497.45,457364,701625.775,609.35,1009.5,1688.075,301497.45,457364,701625.775,817.175,1327,2150.8,121806.325,133662,135820.825,9802.25,15882.5,20300.3
"81",1,3,"unmitigated",81,259042.7,400563.5,641718.2,526.7,844.5,1442.925,259042.7,400563.5,641718.2,678.775,1135,1926.125,120742.925,132853.5,135607.275,11235.525,17486,21367.525
"82",1,3,"unmitigated",82,220090.35,346457,577871.225,451.85,739,1318.1,220090.35,346457,577871.225,581.95,964,1719.6,113892.25,130946.5,135535.5,12808.3,18964,22188.7
"83",1,3,"unmitigated",83,186574.3,297937.5,513160.725,359.75,614,1146.3,186574.3,297937.5,513160.725,484.85,822,1486.525,106009.375,126582.5,135419.45,14454.925,20282.5,22707.4
"84",1,3,"unmitigated",84,156859.1,255968.5,453832.075,295.425,514.5,1026.1,156859.1,255968.5,453832.075,409.225,688.5,1290.625,97461.775,120529.5,134933,16105.8,21386.5,22957.25
"85",1,3,"unmitigated",85,132112.975,217975.5,395173.925,244.55,426.5,867.924999999999,132112.975,217975.5,395173.925,314.475,572.5,1088.125,88748.5,113200.5,133870.4,17777.1,22170.5,22945.525
"86",1,3,"unmitigated",86,110293.875,184031.5,341679.7,198.75,362.5,718.599999999999,110293.875,184031.5,341679.7,270.85,477,992.275,79985.425,105130,130771.525,19241.375,22424,22972.1
"87",1,3,"unmitigated",87,92296.875,154890,294056.675,166.6,296.5,607.45,92296.875,154890,294056.675,219.95,398.5,805.824999999999,71488.025,96718.5,125880.1,20077,22456.5,22956.325
"88",1,3,"unmitigated",88,77247.25,130258,250760.55,139.95,250.5,519.925,77247.25,130258,250760.55,188.425,337,691.925,63596.5,87935.5,119734.175,19601.375,22234,22952.875
"89",1,3,"unmitigated",89,64528.15,109382,214252.4,115.075,207,434.2,64528.15,109382,214252.4,153.95,274.5,538.5,55827.125,79197,112349.25,18232.375,21658.5,22971.225
"90",1,3,"unmitigated",90,53536.3,91657,181027.25,90.95,173,353.15,53536.3,91657,181027.25,121.325,225,472.949999999999,48632.85,70800.5,104345.85,16592.275,20726.5,22864.15
"91",1,3,"unmitigated",91,44751.4,76445,152624.05,79,137,312.575,44751.4,76445,152624.05,103.475,184.5,406.5,42099.95,62579,95880.525,14929.45,19432,22686.25
"92",1,3,"unmitigated",92,37056.65,63525,128253.9,64,121,254.325,37056.65,63525,128253.9,84.425,155,312.45,36165.625,54942,87101.025,13299.05,18038,22434.3
"93",1,3,"unmitigated",93,30897.4,52851,107281.925,46.95,97,203.9,30897.4,52851,107281.925,68.85,124,278.575,30940.225,47848,78391.1,11822.85,16422,21630.125
"94",1,3,"unmitigated",94,25458.875,44160.5,89738.3999999999,42.475,80.5,173.525,25458.875,44160.5,89738.3999999999,58.425,104,220.95,26344.9,41318,69823.275,10318.675,14806,20587.725
"95",1,3,"unmitigated",95,21059.075,36636.5,74953.1249999999,32.9,65,139.1,21059.075,36636.5,74953.1249999999,42.425,87,191.1,22244.6,35447.5,61815.8,8929.2,13216.5,19369.225
"96",1,3,"unmitigated",96,17574.925,30322,62602.325,27,54,110.55,17574.925,30322,62602.325,40,70,156.625,18624.55,30246.5,54153.75,7627.975,11580,17855.7
"97",1,3,"unmitigated",97,14440.55,25204.5,52213.4,21.475,43,96.525,14440.55,25204.5,52213.4,31.475,60.5,121.1,15589.7,25754,47200.675,6481.3,10073.5,16287.35
"98",1,3,"unmitigated",98,12128.4,20761.5,42922.525,16.475,35,69.05,12128.4,20761.5,42922.525,24.9,48.5,100.575,13077.675,21767,40741.525,5517.5,8689.5,14552.225
"99",1,3,"unmitigated",99,9961.1,17374,35813.725,12.425,32,64.7249999999999,9961.1,17374,35813.725,21.475,40,90.05,10883.3,18324,34995.3,4645.125,7434.5,12990.475
"100",1,3,"unmitigated",100,8220.925,14435.5,29642.5,11.475,25.5,57.05,8220.925,14435.5,29642.5,14.95,32,73.05,9099.125,15384,29903.9,3898.425,6290,11434
"101",1,3,"unmitigated",101,6800.4,11968,24898.475,7.475,20,45.525,6800.4,11968,24898.475,13,26,59.05,7532.425,12867.5,25393.275,3203.55,5304,9975.12499999999
"102",1,3,"unmitigated",102,5680.275,9786.5,20320.15,7.475,16,42.05,5680.275,9786.5,20320.15,8,22,52.575,6195.7,10644.5,21439.075,2669.225,4459.5,8587.02499999999
"103",1,3,"unmitigated",103,4739.45,8080.5,16994.3,7,13.5,29.05,4739.45,8080.5,16994.3,7.425,17,40,5125.15,8855.5,18018.575,2176.925,3707.5,7343.52499999999
"104",1,3,"unmitigated",104,3822.925,6659,14126.5,3,12,28.525,3822.925,6659,14126.5,6.475,16,32.525,4223.025,7377,15145.975,1771.85,3093,6273
"105",1,3,"unmitigated",105,3201.05,5588.5,11677.175,4,9,21.05,3201.05,5588.5,11677.175,4.475,14,32.05,3483.9,6064,12664.05,1457.3,2571,5287.475
"106",1,3,"unmitigated",106,2566.3,4601,9731.24999999999,2,7,19.05,2566.3,4601,9731.24999999999,4.475,11,26,2891.8,5024,10658.325,1211.875,2138,4494.075
"107",1,3,"unmitigated",107,2145.225,3824.5,7952.34999999999,1.475,6,14.525,2145.225,3824.5,7952.34999999999,3,9,20,2400.975,4175,8842.32499999999,1003.85,1784,3720.85
"108",1,3,"unmitigated",108,1799.925,3149.5,6637.525,2,6,14.05,1799.925,3149.5,6637.525,2,7,17,1974.375,3437,7329.625,823.475,1478.5,3105.925
"109",1,3,"unmitigated",109,1469.65,2656.5,5466.87499999999,0,4,12.05,1469.65,2656.5,5466.87499999999,1,6,14.525,1612.275,2856,6051.7,672.225,1220,2563.55
"110",1,3,"unmitigated",110,1243.925,2156.5,4581.1,1,3,9.52499999999999,1243.925,2156.5,4581.1,1,5,14.525,1340.3,2376,5046.3,552.375,1008,2140.45
"111",1,3,"unmitigated",111,1047.85,1774,3754.975,0,3,8,1047.85,1774,3754.975,1,3.5,9.52499999999999,1102.7,1977.5,4172.6,467.85,838.5,1764.775
"112",1,3,"unmitigated",112,823.8,1500,3098.075,0,2,5.52499999999999,823.8,1500,3098.075,0,3,9,904.65,1614,3436.775,395.95,697.5,1446.75
"113",1,3,"unmitigated",113,677.55,1216,2552.35,0,2,8,677.55,1216,2552.35,0,2,8,745.475,1318,2844.95,328.475,555.5,1207.075
"114",1,3,"unmitigated",114,562.175,1001.5,2069.15,0,2,5,562.175,1001.5,2069.15,0,2,7,619.075,1090.5,2330.075,273.9,457.5,990.175
"115",1,3,"unmitigated",115,463.75,843,1775.5,0,1,4,463.75,843,1775.5,0,2,4.52499999999999,511.425,890,1927,215.425,375.5,825.525
"116",1,3,"unmitigated",116,394.175,698,1489.575,0,1,4.52499999999999,394.175,698,1489.575,0,1,5,418.325,745,1592.575,177.95,316,668.7
"117",1,3,"unmitigated",117,321.85,581,1203.85,0,1,3,321.85,581,1203.85,0,1,4.52499999999999,342,628.5,1319.175,143.275,266.5,554.924999999999
"118",1,3,"unmitigated",118,262.7,466,948.225,0,1,3,262.7,466,948.225,0,1,4,281.425,520,1107.625,111.375,220.5,471.95
"119",1,3,"unmitigated",119,201.475,382.5,831.199999999999,0,0.5,3.52499999999999,201.475,382.5,831.199999999999,0,1,3.52499999999999,225.85,434,919.074999999999,92.95,183,397.675
"120",1,3,"unmitigated",120,177.95,328.5,672.625,0,0,3,177.95,328.5,672.625,0,1,3,187.95,356,758.474999999999,73.375,147,325.1
"121",1,3,"unmitigated",121,153.9,265.5,541.6,0,0,3,153.9,265.5,541.6,0,0,2.52499999999999,154.425,296.5,635.474999999999,60.475,121.5,270.1
"122",1,3,"unmitigated",122,115.375,214,456.3,0,0,2,115.375,214,456.3,0,0,2,129.425,242.5,516.049999999999,49.95,104.5,222.2
"123",1,3,"unmitigated",123,92.375,175.5,362.2,0,0,2,92.375,175.5,362.2,0,0,2,106.95,200.5,431.3,44.475,84.5,182.95
"124",1,3,"unmitigated",124,86.375,149.5,310.625,0,0,2,86.375,149.5,310.625,0,0,2,91.95,164,366.9,34.475,71,156.6
"125",1,3,"unmitigated",125,71,129,291.55,0,0,1.52499999999999,71,129,291.55,0,0,1.52499999999999,71.9,132,304.175,29,56,128.925
"126",1,3,"unmitigated",126,61,97.5,218.775,0,0,1.52499999999999,61,97.5,218.775,0,0,2,60.425,110,250.075,25,45,103.35
"127",1,3,"unmitigated",127,45.9,85.5,170.025,0,0,1,45.9,85.5,170.025,0,0,1.52499999999999,50.275,87,202.2,19.475,38,84.2999999999999
"128",1,3,"unmitigated",128,37.8,67,142.825,0,0,1,37.8,67,142.825,0,0,1.52499999999999,41,70.5,169.25,15.95,31,73.4499999999998
"129",1,3,"unmitigated",129,32.95,57,123.05,0,0,1,32.95,57,123.05,0,0,1,31,59.5,141.875,13,25,62.3499999999999
"130",1,3,"unmitigated",130,21.475,46.5,107.575,0,0,1,21.475,46.5,107.575,0,0,1,24,50,116.15,9.475,21,52.6749999999999
"131",1,3,"unmitigated",131,18.475,39.5,91.05,0,0,1,18.475,39.5,91.05,0,0,1,20.475,40.5,93.525,8,17,40.575
"132",1,3,"unmitigated",132,17,33,68.1,0,0,1,17,33,68.1,0,0,1,16,33,77,6,14,33.575
"133",1,3,"unmitigated",133,9.95,27.5,56.1,0,0,0,9.95,27.5,56.1,0,0,1,13.475,28,65.525,3.475,12,29
"134",1,3,"unmitigated",134,11,22,52.1,0,0,0.524999999999991,11,22,52.1,0,0,1,9.475,23,53,3,10,24.05
"135",1,3,"unmitigated",135,9,19,38,0,0,0,9,19,38,0,0,0,9,19,43.1,2.475,8,19
"136",1,3,"unmitigated",136,5.475,15.5,37.1499999999999,0,0,1,5.475,15.5,37.1499999999999,0,0,1,6.475,16,35,1.475,6,15
"137",1,3,"unmitigated",137,4,13,25.525,0,0,0,4,13,25.525,0,0,0.524999999999991,5.475,13,31,1,6,13
"138",1,3,"unmitigated",138,2.95,11,24.525,0,0,0.524999999999991,2.95,11,24.525,0,0,0,3.475,11,26.525,1,5,11
"139",1,3,"unmitigated",139,4,8,20,0,0,1,4,8,20,0,0,0,2.475,9,21.525,0.475,4,9
"140",1,3,"unmitigated",140,2,7,18,0,0,0,2,7,18,0,0,0,1.475,8,18.525,0.475,3,8.52499999999999
"141",1,3,"unmitigated",141,1.475,6,13,0,0,0,1.475,6,13,0,0,0,1,6,14.525,0,3,8
"142",1,3,"unmitigated",142,0.95,5,11,0,0,0,0.95,5,11,0,0,0.524999999999991,1,5,13,0,2,6.52499999999999
"143",1,3,"unmitigated",143,1,3,9.52499999999999,0,0,0,1,3,9.52499999999999,0,0,0,1,4,11.525,0,2,6
"144",1,3,"unmitigated",144,0,3,10.525,0,0,0,0,3,10.525,0,0,0,0,4,9,0,1,5.52499999999999
"145",1,3,"unmitigated",145,0,3,9,0,0,0,0,3,9,0,0,0,0,3,8,0,1,4.52499999999999
"146",1,3,"unmitigated",146,0,2,7,0,0,0,0,2,7,0,0,0,0,2,7,0,1,4
"147",1,3,"unmitigated",147,0,2,5,0,0,0,0,2,5,0,0,0,0,2,6.52499999999999,0,1,3
"148",1,3,"unmitigated",148,0,2,5.52499999999999,0,0,0,0,2,5.52499999999999,0,0,0,0,2,5,0,0,3
"149",1,3,"unmitigated",149,0,1,4,0,0,0,0,1,4,0,0,0,0,1,5,0,0,3
"150",1,3,"unmitigated",150,0,1,4,0,0,0,0,1,4,0,0,0,0,1,4.52499999999999,0,0,2
"151",1,3,"unmitigated",151,0,1,3.52499999999999,0,0,0,0,1,3.52499999999999,0,0,0,0,1,4.52499999999999,0,0,2
"152",1,3,"unmitigated",152,0,0,3,0,0,0,0,0,3,0,0,0,0,1,3,0,0,2
"153",1,3,"unmitigated",153,0,0,3,0,0,0,0,0,3,0,0,0,0,0.5,3,0,0,2
"154",1,3,"unmitigated",154,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2.52499999999999,0,0,1.52499999999999
"155",1,3,"unmitigated",155,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
"156",1,3,"unmitigated",156,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
"157",1,3,"unmitigated",157,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
"158",1,3,"unmitigated",158,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
"159",1,3,"unmitigated",159,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"160",1,3,"unmitigated",160,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"161",1,3,"unmitigated",161,0,0,1.52499999999999,0,0,0,0,0,1.52499999999999,0,0,0,0,0,1,0,0,1
"162",1,3,"unmitigated",162,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"163",1,3,"unmitigated",163,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"164",1,3,"unmitigated",164,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"165",1,3,"unmitigated",165,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"166",1,3,"unmitigated",166,0,0,0.524999999999991,0,0,0,0,0,0.524999999999991,0,0,0,0,0,1,0,0,0
"167",1,3,"unmitigated",167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"168",1,3,"unmitigated",168,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.524999999999991,0,0,0
"169",1,3,"unmitigated",169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",1,3,"unmitigated",170,0,0,0.524999999999991,0,0,0,0,0,0.524999999999991,0,0,0,0,0,0,0,0,0
"171",1,3,"unmitigated",171,0,0,0.524999999999991,0,0,0,0,0,0.524999999999991,0,0,0,0,0,0,0,0,0
"172",1,3,"unmitigated",172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",1,3,"unmitigated",173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",1,3,"unmitigated",174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",1,3,"unmitigated",175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524999999999991,0,0,0
"176",1,3,"unmitigated",176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",1,3,"unmitigated",177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
