"Income","strat","demand","supply"
"LIC","Unmitigated",2485,18.8413388512093
"LIC","Unmitigated",871,18.8413388512093
"LIC","Unmitigated",905,18.8413388512093
"LIC","Unmitigated",1410,18.8413388512093
"LIC","Unmitigated",1086,18.8413388512093
"LIC","Unmitigated",1151,18.8413388512093
"LIC","Unmitigated",1066,18.8413388512093
"LIC","Unmitigated",1100,18.8413388512093
"LIC","Unmitigated",863,18.8413388512093
"LIC","Unmitigated",511,18.8413388512093
"LIC","Unmitigated",947,18.8413388512093
"LIC","Unmitigated",1912,18.8413388512093
"LIC","Unmitigated",1674,18.8413388512093
"LIC","Unmitigated",1336,18.8413388512093
"LIC","Unmitigated",1047,18.8413388512093
"LIC","Unmitigated",1974,18.8413388512093
"LIC","Unmitigated",2033,18.8413388512093
"LIC","Unmitigated",1251,18.8413388512093
"LIC","Unmitigated",1489,18.8413388512093
"LIC","Unmitigated",1617,18.8413388512093
"LIC","Unmitigated",1518,18.8413388512093
"LIC","Unmitigated",1515,18.8413388512093
"LIC","Unmitigated",1052,18.8413388512093
"LIC","Unmitigated",2377,18.8413388512093
"LIC","Unmitigated",2003,18.8413388512093
"LIC","Unmitigated",1578,18.8413388512093
"LIC","Unmitigated",639,18.8413388512093
"LIC","Unmitigated",1663,18.8413388512093
"LIC","Unmitigated",1933,18.8413388512093
"LIC","Unmitigated",1276,18.8413388512093
"LIC","Unmitigated",2232,18.8413388512093
"LIC","Unmitigated",2367,18.8413388512093
"LIC","Unmitigated",1372,18.8413388512093
"LIC","Unmitigated",2140,18.8413388512093
"LIC","Unmitigated",961,18.8413388512093
"LIC","Unmitigated",2060,18.8413388512093
"LIC","Unmitigated",1817,18.8413388512093
"LIC","Unmitigated",1474,18.8413388512093
"LIC","Unmitigated",1138,18.8413388512093
"LIC","Unmitigated",2036,18.8413388512093
"LIC","Unmitigated",1192,18.8413388512093
"LIC","Unmitigated",1184,18.8413388512093
"LIC","Unmitigated",1464,18.8413388512093
"LIC","Unmitigated",1538,18.8413388512093
"LIC","Unmitigated",1067,18.8413388512093
"LIC","Unmitigated",1647,18.8413388512093
"LIC","Unmitigated",2045,18.8413388512093
"LIC","Unmitigated",1208,18.8413388512093
"LIC","Unmitigated",2124,18.8413388512093
"LIC","Unmitigated",2062,18.8413388512093
"LIC","Unmitigated",1205,18.8413388512093
"LIC","Unmitigated",1008,18.8413388512093
"LIC","Unmitigated",770,18.8413388512093
"LIC","Unmitigated",1656,18.8413388512093
"LIC","Unmitigated",1332,18.8413388512093
"LIC","Unmitigated",1748,18.8413388512093
"LIC","Unmitigated",1834,18.8413388512093
"LIC","Unmitigated",1645,18.8413388512093
"LIC","Unmitigated",1743,18.8413388512093
"LIC","Unmitigated",861,18.8413388512093
"LIC","Unmitigated",1248,18.8413388512093
"LIC","Unmitigated",1892,18.8413388512093
"LIC","Unmitigated",1429,18.8413388512093
"LIC","Unmitigated",987,18.8413388512093
"LIC","Unmitigated",2126,18.8413388512093
"LIC","Unmitigated",1280,18.8413388512093
"LIC","Unmitigated",2006,18.8413388512093
"LIC","Unmitigated",1580,18.8413388512093
"LIC","Unmitigated",1445,18.8413388512093
"LIC","Unmitigated",2242,18.8413388512093
"LIC","Unmitigated",1251,18.8413388512093
"LIC","Unmitigated",1775,18.8413388512093
"LIC","Unmitigated",2280,18.8413388512093
"LIC","Unmitigated",1907,18.8413388512093
"LIC","Unmitigated",1979,18.8413388512093
"LIC","Unmitigated",1664,18.8413388512093
"LIC","Unmitigated",2267,18.8413388512093
"LIC","Unmitigated",2141,18.8413388512093
"LIC","Unmitigated",1363,18.8413388512093
"LIC","Unmitigated",673,18.8413388512093
"LIC","Unmitigated",2467,18.8413388512093
"LIC","Unmitigated",1594,18.8413388512093
"LIC","Unmitigated",2052,18.8413388512093
"LIC","Unmitigated",2259,18.8413388512093
"LIC","Unmitigated",859,18.8413388512093
"LIC","Unmitigated",1489,18.8413388512093
"LIC","Unmitigated",1908,18.8413388512093
"LIC","Unmitigated",1987,18.8413388512093
"LIC","Unmitigated",1342,18.8413388512093
"LIC","Unmitigated",1760,18.8413388512093
"LIC","Unmitigated",1225,18.8413388512093
"LIC","Unmitigated",1962,18.8413388512093
"LIC","Unmitigated",1620,18.8413388512093
"LIC","Unmitigated",1767,18.8413388512093
"LIC","Unmitigated",782,18.8413388512093
"LIC","Unmitigated",970,18.8413388512093
"LIC","Unmitigated",2044,18.8413388512093
"LIC","Unmitigated",1994,18.8413388512093
"LIC","Unmitigated",1272,18.8413388512093
"LIC","Unmitigated",2141,18.8413388512093
"LIC","Unmitigated",1250,18.8413388512093
"LIC","Unmitigated",1045,18.8413388512093
"LIC","Unmitigated",947,18.8413388512093
"LIC","Unmitigated",1602,18.8413388512093
"LIC","Unmitigated",1754,18.8413388512093
"LIC","Unmitigated",1638,18.8413388512093
"LIC","Unmitigated",2282,18.8413388512093
"LIC","Unmitigated",1975,18.8413388512093
"LIC","Unmitigated",894,18.8413388512093
"LIC","Unmitigated",1027,18.8413388512093
"LIC","Unmitigated",1451,18.8413388512093
"LIC","Unmitigated",2077,18.8413388512093
"LIC","Unmitigated",2114,18.8413388512093
"LIC","Unmitigated",1379,18.8413388512093
"LIC","Unmitigated",1526,18.8413388512093
"LIC","Unmitigated",483,18.8413388512093
"LIC","Unmitigated",929,18.8413388512093
"LIC","Unmitigated",1584,18.8413388512093
"LIC","Unmitigated",1442,18.8413388512093
"LIC","Unmitigated",1876,18.8413388512093
"LIC","Unmitigated",1110,18.8413388512093
"LIC","Unmitigated",1214,18.8413388512093
"LIC","Unmitigated",1284,18.8413388512093
"LIC","Unmitigated",1725,18.8413388512093
"LIC","Unmitigated",1760,18.8413388512093
"LIC","Unmitigated",1175,18.8413388512093
"LIC","Unmitigated",703,18.8413388512093
"LIC","Unmitigated",1474,18.8413388512093
"LIC","Unmitigated",1506,18.8413388512093
"LIC","Unmitigated",1218,18.8413388512093
"LIC","Unmitigated",541,18.8413388512093
"LIC","Unmitigated",1568,18.8413388512093
"LIC","Unmitigated",1866,18.8413388512093
"LIC","Unmitigated",2235,18.8413388512093
"LIC","Unmitigated",1017,18.8413388512093
"LIC","Unmitigated",1123,18.8413388512093
"LIC","Unmitigated",962,18.8413388512093
"LIC","Unmitigated",2062,18.8413388512093
"LIC","Unmitigated",1725,18.8413388512093
"LIC","Unmitigated",1288,18.8413388512093
"LIC","Unmitigated",2313,18.8413388512093
"LIC","Unmitigated",1887,18.8413388512093
"LIC","Unmitigated",1306,18.8413388512093
"LIC","Unmitigated",1887,18.8413388512093
"LIC","Unmitigated",1604,18.8413388512093
"LIC","Unmitigated",1470,18.8413388512093
"LIC","Unmitigated",1766,18.8413388512093
"LIC","Unmitigated",1259,18.8413388512093
"LIC","Unmitigated",968,18.8413388512093
"LIC","Unmitigated",1312,18.8413388512093
"LIC","Unmitigated",1165,18.8413388512093
"LIC","Unmitigated",2198,18.8413388512093
"LIC","Unmitigated",996,18.8413388512093
"LIC","Unmitigated",2342,18.8413388512093
"LIC","Unmitigated",1957,18.8413388512093
"LIC","Unmitigated",2143,18.8413388512093
"LIC","Unmitigated",978,18.8413388512093
"LIC","Unmitigated",2225,18.8413388512093
"LIC","Unmitigated",878,18.8413388512093
"LIC","Unmitigated",1099,18.8413388512093
"LIC","Unmitigated",1952,18.8413388512093
"LIC","Unmitigated",1338,18.8413388512093
"LIC","Unmitigated",2126,18.8413388512093
"LIC","Unmitigated",1482,18.8413388512093
"LIC","Unmitigated",1840,18.8413388512093
"LIC","Unmitigated",909,18.8413388512093
"LIC","Unmitigated",1680,18.8413388512093
"LIC","Unmitigated",1065,18.8413388512093
"LIC","Unmitigated",2064,18.8413388512093
"LIC","Unmitigated",1740,18.8413388512093
"LIC","Unmitigated",2014,18.8413388512093
"LIC","Unmitigated",2260,18.8413388512093
"LIC","Unmitigated",1913,18.8413388512093
"LIC","Unmitigated",1203,18.8413388512093
"LIC","Unmitigated",1078,18.8413388512093
"LIC","Unmitigated",767,18.8413388512093
"LIC","Unmitigated",2256,18.8413388512093
"LIC","Unmitigated",1683,18.8413388512093
"LIC","Unmitigated",1671,18.8413388512093
"LIC","Unmitigated",1261,18.8413388512093
"LIC","Unmitigated",1382,18.8413388512093
"LIC","Unmitigated",1168,18.8413388512093
"LIC","Unmitigated",2200,18.8413388512093
"LIC","Unmitigated",1265,18.8413388512093
"LIC","Unmitigated",1642,18.8413388512093
"LIC","Unmitigated",1173,18.8413388512093
"LIC","Unmitigated",1052,18.8413388512093
"LIC","Unmitigated",1842,18.8413388512093
"LIC","Unmitigated",2122,18.8413388512093
"LIC","Unmitigated",1977,18.8413388512093
"LIC","Unmitigated",1722,18.8413388512093
"LIC","Unmitigated",1227,18.8413388512093
"LIC","Unmitigated",1561,18.8413388512093
"LIC","Unmitigated",1437,18.8413388512093
"LIC","Unmitigated",1295,18.8413388512093
"LIC","Unmitigated",2003,18.8413388512093
"LIC","Unmitigated",1153,18.8413388512093
"LIC","Unmitigated",1949,18.8413388512093
"LIC","Unmitigated",1239,18.8413388512093
"LIC","Unmitigated",1997,18.8413388512093
"LIC","Unmitigated",1504,18.8413388512093
"LIC","Unmitigated",1117,18.8413388512093
"LIC","Unmitigated",817,18.8413388512093
"LIC","Unmitigated",1689,18.8413388512093
"LIC","Unmitigated",938,18.8413388512093
"LIC","Unmitigated",892,18.8413388512093
"LIC","Unmitigated",1949,18.8413388512093
"LIC","Unmitigated",2304,18.8413388512093
