"Income","strat","demand","supply"
"LIC","Unmitigated",802,18.8413388512093
"LIC","Unmitigated",1772,18.8413388512093
"LIC","Unmitigated",2233,18.8413388512093
"LIC","Unmitigated",854,18.8413388512093
"LIC","Unmitigated",1565,18.8413388512093
"LIC","Unmitigated",838,18.8413388512093
"LIC","Unmitigated",1097,18.8413388512093
"LIC","Unmitigated",522,18.8413388512093
"LIC","Unmitigated",2096,18.8413388512093
"LIC","Unmitigated",1015,18.8413388512093
"LIC","Unmitigated",1062,18.8413388512093
"LIC","Unmitigated",966,18.8413388512093
"LIC","Unmitigated",1843,18.8413388512093
"LIC","Unmitigated",1465,18.8413388512093
"LIC","Unmitigated",1748,18.8413388512093
"LIC","Unmitigated",1285,18.8413388512093
"LIC","Unmitigated",1045,18.8413388512093
"LIC","Unmitigated",1387,18.8413388512093
"LIC","Unmitigated",991,18.8413388512093
"LIC","Unmitigated",1227,18.8413388512093
"LIC","Unmitigated",2035,18.8413388512093
"LIC","Unmitigated",1242,18.8413388512093
"LIC","Unmitigated",1854,18.8413388512093
"LIC","Unmitigated",1726,18.8413388512093
"LIC","Unmitigated",1348,18.8413388512093
"LIC","Unmitigated",849,18.8413388512093
"LIC","Unmitigated",1651,18.8413388512093
"LIC","Unmitigated",1848,18.8413388512093
"LIC","Unmitigated",1782,18.8413388512093
"LIC","Unmitigated",1693,18.8413388512093
"LIC","Unmitigated",2240,18.8413388512093
"LIC","Unmitigated",1936,18.8413388512093
"LIC","Unmitigated",1355,18.8413388512093
"LIC","Unmitigated",679,18.8413388512093
"LIC","Unmitigated",1512,18.8413388512093
"LIC","Unmitigated",1739,18.8413388512093
"LIC","Unmitigated",1672,18.8413388512093
"LIC","Unmitigated",2290,18.8413388512093
"LIC","Unmitigated",1131,18.8413388512093
"LIC","Unmitigated",2072,18.8413388512093
"LIC","Unmitigated",1538,18.8413388512093
"LIC","Unmitigated",680,18.8413388512093
"LIC","Unmitigated",2175,18.8413388512093
"LIC","Unmitigated",787,18.8413388512093
"LIC","Unmitigated",1069,18.8413388512093
"LIC","Unmitigated",2277,18.8413388512093
"LIC","Unmitigated",1734,18.8413388512093
"LIC","Unmitigated",1667,18.8413388512093
"LIC","Unmitigated",730,18.8413388512093
"LIC","Unmitigated",1613,18.8413388512093
"LIC","Unmitigated",849,18.8413388512093
"LIC","Unmitigated",2392,18.8413388512093
"LIC","Unmitigated",993,18.8413388512093
"LIC","Unmitigated",1846,18.8413388512093
"LIC","Unmitigated",1709,18.8413388512093
"LIC","Unmitigated",934,18.8413388512093
"LIC","Unmitigated",2165,18.8413388512093
"LIC","Unmitigated",1650,18.8413388512093
"LIC","Unmitigated",1674,18.8413388512093
"LIC","Unmitigated",1917,18.8413388512093
"LIC","Unmitigated",1387,18.8413388512093
"LIC","Unmitigated",1923,18.8413388512093
"LIC","Unmitigated",1267,18.8413388512093
"LIC","Unmitigated",1258,18.8413388512093
"LIC","Unmitigated",1251,18.8413388512093
"LIC","Unmitigated",708,18.8413388512093
"LIC","Unmitigated",1713,18.8413388512093
"LIC","Unmitigated",1502,18.8413388512093
"LIC","Unmitigated",1179,18.8413388512093
"LIC","Unmitigated",1411,18.8413388512093
"LIC","Unmitigated",1377,18.8413388512093
"LIC","Unmitigated",1108,18.8413388512093
"LIC","Unmitigated",1747,18.8413388512093
"LIC","Unmitigated",1163,18.8413388512093
"LIC","Unmitigated",1634,18.8413388512093
"LIC","Unmitigated",869,18.8413388512093
"LIC","Unmitigated",1953,18.8413388512093
"LIC","Unmitigated",659,18.8413388512093
"LIC","Unmitigated",1433,18.8413388512093
"LIC","Unmitigated",1639,18.8413388512093
"LIC","Unmitigated",1188,18.8413388512093
"LIC","Unmitigated",1181,18.8413388512093
"LIC","Unmitigated",1878,18.8413388512093
"LIC","Unmitigated",1224,18.8413388512093
"LIC","Unmitigated",1533,18.8413388512093
"LIC","Unmitigated",744,18.8413388512093
"LIC","Unmitigated",1053,18.8413388512093
"LIC","Unmitigated",2736,18.8413388512093
"LIC","Unmitigated",661,18.8413388512093
"LIC","Unmitigated",953,18.8413388512093
"LIC","Unmitigated",1390,18.8413388512093
"LIC","Unmitigated",1819,18.8413388512093
"LIC","Unmitigated",1617,18.8413388512093
"LIC","Unmitigated",891,18.8413388512093
"LIC","Unmitigated",908,18.8413388512093
"LIC","Unmitigated",2194,18.8413388512093
"LIC","Unmitigated",1538,18.8413388512093
"LIC","Unmitigated",1364,18.8413388512093
"LIC","Unmitigated",1817,18.8413388512093
"LIC","Unmitigated",1020,18.8413388512093
"LIC","Unmitigated",888,18.8413388512093
"LIC","Unmitigated",1050,18.8413388512093
"LIC","Unmitigated",1187,18.8413388512093
"LIC","Unmitigated",2075,18.8413388512093
"LIC","Unmitigated",1857,18.8413388512093
"LIC","Unmitigated",1086,18.8413388512093
"LIC","Unmitigated",774,18.8413388512093
"LIC","Unmitigated",1040,18.8413388512093
"LIC","Unmitigated",1436,18.8413388512093
"LIC","Unmitigated",1980,18.8413388512093
"LIC","Unmitigated",1864,18.8413388512093
"LIC","Unmitigated",880,18.8413388512093
"LIC","Unmitigated",1091,18.8413388512093
"LIC","Unmitigated",944,18.8413388512093
"LIC","Unmitigated",1293,18.8413388512093
"LIC","Unmitigated",963,18.8413388512093
"LIC","Unmitigated",1328,18.8413388512093
"LIC","Unmitigated",681,18.8413388512093
"LIC","Unmitigated",1071,18.8413388512093
"LIC","Unmitigated",1596,18.8413388512093
"LIC","Unmitigated",803,18.8413388512093
"LIC","Unmitigated",1116,18.8413388512093
"LIC","Unmitigated",2315,18.8413388512093
"LIC","Unmitigated",1294,18.8413388512093
"LIC","Unmitigated",1362,18.8413388512093
"LIC","Unmitigated",936,18.8413388512093
"LIC","Unmitigated",1329,18.8413388512093
"LIC","Unmitigated",1748,18.8413388512093
"LIC","Unmitigated",1379,18.8413388512093
"LIC","Unmitigated",848,18.8413388512093
"LIC","Unmitigated",1532,18.8413388512093
"LIC","Unmitigated",1649,18.8413388512093
"LIC","Unmitigated",1386,18.8413388512093
"LIC","Unmitigated",1831,18.8413388512093
"LIC","Unmitigated",1107,18.8413388512093
"LIC","Unmitigated",1536,18.8413388512093
"LIC","Unmitigated",840,18.8413388512093
"LIC","Unmitigated",1384,18.8413388512093
"LIC","Unmitigated",1965,18.8413388512093
"LIC","Unmitigated",930,18.8413388512093
"LIC","Unmitigated",1251,18.8413388512093
"LIC","Unmitigated",1141,18.8413388512093
"LIC","Unmitigated",2134,18.8413388512093
"LIC","Unmitigated",1833,18.8413388512093
"LIC","Unmitigated",2000,18.8413388512093
"LIC","Unmitigated",1009,18.8413388512093
"LIC","Unmitigated",1552,18.8413388512093
"LIC","Unmitigated",741,18.8413388512093
"LIC","Unmitigated",2035,18.8413388512093
"LIC","Unmitigated",1162,18.8413388512093
"LIC","Unmitigated",2192,18.8413388512093
"LIC","Unmitigated",585,18.8413388512093
"LIC","Unmitigated",1129,18.8413388512093
"LIC","Unmitigated",956,18.8413388512093
"LIC","Unmitigated",1549,18.8413388512093
"LIC","Unmitigated",1710,18.8413388512093
"LIC","Unmitigated",1483,18.8413388512093
"LIC","Unmitigated",1896,18.8413388512093
"LIC","Unmitigated",1205,18.8413388512093
"LIC","Unmitigated",1847,18.8413388512093
"LIC","Unmitigated",935,18.8413388512093
"LIC","Unmitigated",1552,18.8413388512093
"LIC","Unmitigated",1602,18.8413388512093
"LIC","Unmitigated",1853,18.8413388512093
"LIC","Unmitigated",1852,18.8413388512093
"LIC","Unmitigated",1049,18.8413388512093
"LIC","Unmitigated",1846,18.8413388512093
"LIC","Unmitigated",2096,18.8413388512093
"LIC","Unmitigated",2159,18.8413388512093
"LIC","Unmitigated",1687,18.8413388512093
"LIC","Unmitigated",1106,18.8413388512093
"LIC","Unmitigated",1415,18.8413388512093
"LIC","Unmitigated",1673,18.8413388512093
"LIC","Unmitigated",2197,18.8413388512093
"LIC","Unmitigated",969,18.8413388512093
"LIC","Unmitigated",2207,18.8413388512093
"LIC","Unmitigated",1920,18.8413388512093
"LIC","Unmitigated",2456,18.8413388512093
"LIC","Unmitigated",1459,18.8413388512093
"LIC","Unmitigated",2570,18.8413388512093
"LIC","Unmitigated",2072,18.8413388512093
"LIC","Unmitigated",967,18.8413388512093
"LIC","Unmitigated",1787,18.8413388512093
"LIC","Unmitigated",1545,18.8413388512093
"LIC","Unmitigated",947,18.8413388512093
"LIC","Unmitigated",1874,18.8413388512093
"LIC","Unmitigated",735,18.8413388512093
"LIC","Unmitigated",1916,18.8413388512093
"LIC","Unmitigated",2282,18.8413388512093
"LIC","Unmitigated",1257,18.8413388512093
"LIC","Unmitigated",1444,18.8413388512093
"LIC","Unmitigated",1274,18.8413388512093
"LIC","Unmitigated",2016,18.8413388512093
"LIC","Unmitigated",1866,18.8413388512093
"LIC","Unmitigated",2126,18.8413388512093
"LIC","Unmitigated",2102,18.8413388512093
"LIC","Unmitigated",1416,18.8413388512093
"LIC","Unmitigated",2148,18.8413388512093
"LIC","Unmitigated",940,18.8413388512093
"LIC","Unmitigated",1185,18.8413388512093
"LIC","Unmitigated",1220,18.8413388512093
"LIC","Unmitigated",1124,18.8413388512093
"LIC","Unmitigated",1764,18.8413388512093
"LIC","Unmitigated",1281,18.8413388512093
"LIC","Unmitigated",984,18.8413388512093
"LIC","Unmitigated",1502,18.8413388512093
"LIC","Unmitigated",1714,18.8413388512093
"LIC","Unmitigated",593,18.8413388512093
"LIC","Unmitigated",999,18.8413388512093
"LIC","Unmitigated",1328,18.8413388512093
"LIC","Unmitigated",980,18.8413388512093
"LIC","Unmitigated",2193,18.8413388512093
"LIC","Unmitigated",1430,18.8413388512093
"LIC","Unmitigated",1544,18.8413388512093
"LIC","Unmitigated",1984,18.8413388512093
"LIC","Unmitigated",1339,18.8413388512093
"LIC","Unmitigated",2169,18.8413388512093
"LIC","Unmitigated",1296,18.8413388512093
"LIC","Unmitigated",731,18.8413388512093
"LIC","Unmitigated",1044,18.8413388512093
"LIC","Unmitigated",1658,18.8413388512093
"LIC","Unmitigated",1830,18.8413388512093
"LIC","Unmitigated",1877,18.8413388512093
"LIC","Unmitigated",1194,18.8413388512093
"LIC","Unmitigated",1464,18.8413388512093
"LIC","Unmitigated",1430,18.8413388512093
"LIC","Unmitigated",784,18.8413388512093
"LIC","Unmitigated",1518,18.8413388512093
"LIC","Unmitigated",723,18.8413388512093
"LIC","Unmitigated",1037,18.8413388512093
"LIC","Unmitigated",1753,18.8413388512093
"LIC","Unmitigated",927,18.8413388512093
"LIC","Unmitigated",1695,18.8413388512093
"LIC","Unmitigated",1451,18.8413388512093
"LIC","Unmitigated",806,18.8413388512093
"LIC","Unmitigated",1524,18.8413388512093
"LIC","Unmitigated",2126,18.8413388512093
"LIC","Unmitigated",1131,18.8413388512093
"LIC","Unmitigated",1131,18.8413388512093
"LIC","Unmitigated",1842,18.8413388512093
"LIC","Unmitigated",2135,18.8413388512093
"LIC","Unmitigated",1566,18.8413388512093
"LIC","Unmitigated",1336,18.8413388512093
"LIC","Unmitigated",1468,18.8413388512093
"LIC","Unmitigated",951,18.8413388512093
"LIC","Unmitigated",1881,18.8413388512093
"LIC","Unmitigated",1929,18.8413388512093
"LIC","Unmitigated",1221,18.8413388512093
"LIC","Unmitigated",975,18.8413388512093
"LIC","Unmitigated",2142,18.8413388512093
"LIC","Unmitigated",1931,18.8413388512093
"LIC","Unmitigated",833,18.8413388512093
"LIC","Unmitigated",2021,18.8413388512093
"LIC","Unmitigated",1482,18.8413388512093
"LIC","Unmitigated",2126,18.8413388512093
"LIC","Unmitigated",796,18.8413388512093
"LIC","Unmitigated",1204,18.8413388512093
"LIC","Unmitigated",2154,18.8413388512093
"LIC","Unmitigated",852,18.8413388512093
"LIC","Unmitigated",2173,18.8413388512093
"LIC","Unmitigated",2226,18.8413388512093
"LIC","Unmitigated",1025,18.8413388512093
"LIC","Unmitigated",1319,18.8413388512093
"LIC","Unmitigated",744,18.8413388512093
"LIC","Unmitigated",1342,18.8413388512093
"LIC","Unmitigated",2350,18.8413388512093
"LIC","Unmitigated",2240,18.8413388512093
"LIC","Unmitigated",1705,18.8413388512093
"LIC","Unmitigated",1532,18.8413388512093
"LIC","Unmitigated",2109,18.8413388512093
"LIC","Unmitigated",815,18.8413388512093
"LIC","Unmitigated",1087,18.8413388512093
"LIC","Unmitigated",2469,18.8413388512093
"LIC","Unmitigated",993,18.8413388512093
"LIC","Unmitigated",1577,18.8413388512093
"LIC","Unmitigated",1376,18.8413388512093
"LIC","Unmitigated",1410,18.8413388512093
"LIC","Unmitigated",1162,18.8413388512093
"LIC","Unmitigated",927,18.8413388512093
"LIC","Unmitigated",1325,18.8413388512093
"LIC","Unmitigated",1316,18.8413388512093
"LIC","Unmitigated",908,18.8413388512093
"LIC","Unmitigated",2476,18.8413388512093
"LIC","Unmitigated",2142,18.8413388512093
"LIC","Unmitigated",911,18.8413388512093
"LIC","Unmitigated",1131,18.8413388512093
"LIC","Unmitigated",936,18.8413388512093
"LIC","Unmitigated",1305,18.8413388512093
"LIC","Unmitigated",1874,18.8413388512093
"LIC","Unmitigated",1129,18.8413388512093
"LIC","Unmitigated",2025,18.8413388512093
"LIC","Unmitigated",1205,18.8413388512093
"LIC","Mitigated",1005,18.8413388512093
"LIC","Mitigated",369,18.8413388512093
"LIC","Mitigated",387,18.8413388512093
"LIC","Mitigated",547,18.8413388512093
"LIC","Mitigated",441,18.8413388512093
"LIC","Mitigated",455,18.8413388512093
"LIC","Mitigated",451,18.8413388512093
"LIC","Mitigated",455,18.8413388512093
"LIC","Mitigated",364,18.8413388512093
"LIC","Mitigated",202,18.8413388512093
"LIC","Mitigated",414,18.8413388512093
"LIC","Mitigated",776,18.8413388512093
"LIC","Mitigated",658,18.8413388512093
"LIC","Mitigated",531,18.8413388512093
"LIC","Mitigated",405,18.8413388512093
"LIC","Mitigated",764,18.8413388512093
"LIC","Mitigated",846,18.8413388512093
"LIC","Mitigated",481,18.8413388512093
"LIC","Mitigated",591,18.8413388512093
"LIC","Mitigated",652,18.8413388512093
"LIC","Mitigated",604,18.8413388512093
"LIC","Mitigated",668,18.8413388512093
"LIC","Mitigated",424,18.8413388512093
"LIC","Mitigated",932,18.8413388512093
"LIC","Mitigated",786,18.8413388512093
"LIC","Mitigated",667,18.8413388512093
"LIC","Mitigated",250,18.8413388512093
"LIC","Mitigated",701,18.8413388512093
"LIC","Mitigated",790,18.8413388512093
"LIC","Mitigated",474,18.8413388512093
"LIC","Mitigated",897,18.8413388512093
"LIC","Mitigated",981,18.8413388512093
"LIC","Mitigated",543,18.8413388512093
"LIC","Mitigated",791,18.8413388512093
"LIC","Mitigated",381,18.8413388512093
"LIC","Mitigated",850,18.8413388512093
"LIC","Mitigated",754,18.8413388512093
"LIC","Mitigated",546,18.8413388512093
"LIC","Mitigated",445,18.8413388512093
"LIC","Mitigated",826,18.8413388512093
"LIC","Mitigated",486,18.8413388512093
"LIC","Mitigated",452,18.8413388512093
"LIC","Mitigated",565,18.8413388512093
"LIC","Mitigated",602,18.8413388512093
"LIC","Mitigated",418,18.8413388512093
"LIC","Mitigated",663,18.8413388512093
"LIC","Mitigated",856,18.8413388512093
"LIC","Mitigated",506,18.8413388512093
"LIC","Mitigated",871,18.8413388512093
"LIC","Mitigated",843,18.8413388512093
"LIC","Mitigated",512,18.8413388512093
"LIC","Mitigated",421,18.8413388512093
"LIC","Mitigated",321,18.8413388512093
"LIC","Mitigated",667,18.8413388512093
"LIC","Mitigated",554,18.8413388512093
"LIC","Mitigated",714,18.8413388512093
"LIC","Mitigated",755,18.8413388512093
"LIC","Mitigated",664,18.8413388512093
"LIC","Mitigated",676,18.8413388512093
"LIC","Mitigated",322,18.8413388512093
"LIC","Mitigated",519,18.8413388512093
"LIC","Mitigated",736,18.8413388512093
"LIC","Mitigated",587,18.8413388512093
"LIC","Mitigated",389,18.8413388512093
"LIC","Mitigated",843,18.8413388512093
"LIC","Mitigated",548,18.8413388512093
"LIC","Mitigated",841,18.8413388512093
"LIC","Mitigated",626,18.8413388512093
"LIC","Mitigated",582,18.8413388512093
"LIC","Mitigated",922,18.8413388512093
"LIC","Mitigated",524,18.8413388512093
"LIC","Mitigated",734,18.8413388512093
"LIC","Mitigated",931,18.8413388512093
"LIC","Mitigated",788,18.8413388512093
"LIC","Mitigated",823,18.8413388512093
"LIC","Mitigated",682,18.8413388512093
"LIC","Mitigated",893,18.8413388512093
"LIC","Mitigated",811,18.8413388512093
"LIC","Mitigated",531,18.8413388512093
"LIC","Mitigated",326,18.8413388512093
"LIC","Mitigated",1018,18.8413388512093
"LIC","Mitigated",719,18.8413388512093
"LIC","Mitigated",840,18.8413388512093
"LIC","Mitigated",901,18.8413388512093
"LIC","Mitigated",369,18.8413388512093
"LIC","Mitigated",588,18.8413388512093
"LIC","Mitigated",825,18.8413388512093
"LIC","Mitigated",783,18.8413388512093
"LIC","Mitigated",557,18.8413388512093
"LIC","Mitigated",706,18.8413388512093
"LIC","Mitigated",490,18.8413388512093
"LIC","Mitigated",809,18.8413388512093
"LIC","Mitigated",644,18.8413388512093
"LIC","Mitigated",741,18.8413388512093
"LIC","Mitigated",334,18.8413388512093
"LIC","Mitigated",408,18.8413388512093
"LIC","Mitigated",787,18.8413388512093
"LIC","Mitigated",781,18.8413388512093
"LIC","Mitigated",538,18.8413388512093
"LIC","Mitigated",817,18.8413388512093
"LIC","Mitigated",538,18.8413388512093
"LIC","Mitigated",423,18.8413388512093
"LIC","Mitigated",352,18.8413388512093
"LIC","Mitigated",644,18.8413388512093
"LIC","Mitigated",688,18.8413388512093
"LIC","Mitigated",614,18.8413388512093
"LIC","Mitigated",908,18.8413388512093
"LIC","Mitigated",735,18.8413388512093
"LIC","Mitigated",349,18.8413388512093
"LIC","Mitigated",403,18.8413388512093
"LIC","Mitigated",564,18.8413388512093
"LIC","Mitigated",823,18.8413388512093
"LIC","Mitigated",836,18.8413388512093
"LIC","Mitigated",528,18.8413388512093
"LIC","Mitigated",634,18.8413388512093
"LIC","Mitigated",204,18.8413388512093
"LIC","Mitigated",386,18.8413388512093
"LIC","Mitigated",678,18.8413388512093
"LIC","Mitigated",567,18.8413388512093
"LIC","Mitigated",751,18.8413388512093
"LIC","Mitigated",478,18.8413388512093
"LIC","Mitigated",500,18.8413388512093
