"Income","HS","IFR","Mort"
"HIC","Infinite capacity",0.00704457647232786,3716
"HIC","Infinite capacity",0.00646485925383159,3388
"HIC","Infinite capacity",0.0043402694791103,2270
"HIC","Infinite capacity",0.00994732227825527,5310
"HIC","Infinite capacity",0.00767581653794728,4053
"HIC","Infinite capacity",0.0106810379720269,5700
"HIC","Infinite capacity",0.0118001506402209,6345
"HIC","Infinite capacity",0.00998197724627342,5317
"HIC","Infinite capacity",0.0107883382666063,5766
"HIC","Infinite capacity",0.00524983933927921,2753
"HIC","Infinite capacity",0.00762073733329046,4029
"HIC","Infinite capacity",0.0118609984648723,6382
"HIC","Infinite capacity",0.00873018273090851,4619
"HIC","Infinite capacity",0.005644631332642,2972
"HIC","Infinite capacity",0.012658956104731,6821
"HIC","Infinite capacity",0.00797974024204203,4216
"HIC","Infinite capacity",0.0124749113394223,6694
"HIC","Infinite capacity",0.00961241644325625,5138
"HIC","Infinite capacity",0.00921859961501444,4904
"HIC","Infinite capacity",0.0137940610189573,7451
"HIC","Infinite capacity",0.00754605925920336,4000
"HIC","Infinite capacity",0.0110514741511051,5930
"HIC","Infinite capacity",0.0148971082518278,8071
"HIC","Infinite capacity",0.0115950832226245,6223
"HIC","Infinite capacity",0.0118941112270164,6408
"HIC","Infinite capacity",0.0102605245061383,5461
"HIC","Infinite capacity",0.0142465559820286,7661
"HIC","Infinite capacity",0.013095486292088,7035
"HIC","Infinite capacity",0.00850981620522593,4537
"HIC","Infinite capacity",0.0041104337815418,2153
"HIC","Infinite capacity",0.0158363139766131,8616
"HIC","Infinite capacity",0.0105051814199319,5609
"HIC","Infinite capacity",0.0133332837787362,7175
"HIC","Infinite capacity",0.0133540153180599,7180
"HIC","Infinite capacity",0.00512413093142864,2696
"HIC","Infinite capacity",0.00895160351605769,4768
"HIC","Infinite capacity",0.0120685797134683,6526
"HIC","Infinite capacity",0.0124834548804858,6734
"HIC","Infinite capacity",0.00804823679333586,4282
"HIC","Infinite capacity",0.0107097273326967,5731
"HIC","Infinite capacity",0.00748860655257795,3965
"HIC","Infinite capacity",0.011798167267716,6301
"HIC","Infinite capacity",0.00965520870133873,5138
"HIC","Infinite capacity",0.0113108257805579,6014
"HIC","Infinite capacity",0.0046683988097394,2449
"HIC","Infinite capacity",0.00578638791959926,3023
"HIC","Infinite capacity",0.0122852552679749,6584
"HIC","Infinite capacity",0.0124139603424798,6655
"HIC","Infinite capacity",0.00774799540943561,4098
"HIC","Infinite capacity",0.013144767082159,7075
"HIC","Infinite capacity",0.00743284032598853,3940
"HIC","Infinite capacity",0.00629461066879285,3300
"HIC","Infinite capacity",0.00557628962413865,2927
"HIC","Infinite capacity",0.00952859143710337,5048
"HIC","Infinite capacity",0.0108536824327477,5816
"HIC","Infinite capacity",0.00927021288200367,4929
"HIC","Infinite capacity",0.0139696567868493,7543
"HIC","Infinite capacity",0.0123329143018663,6632
"HIC","Infinite capacity",0.00458659607822196,2405
"HIC","Infinite capacity",0.00629483459962276,3324
"HIC","Infinite capacity",0.00840462848300131,4459
"HIC","Infinite capacity",0.0127240146703907,6838
"HIC","Infinite capacity",0.0132294087510488,7127
"HIC","Infinite capacity",0.00846477826410108,4510
"HIC","Infinite capacity",0.00966412912632882,5130
"HIC","Infinite capacity",0.00293895357180441,1536
"HIC","Infinite capacity",0.00588512285932707,3087
"HIC","Infinite capacity",0.00956740013616945,5115
"HIC","Infinite capacity",0.00860235712496303,4567
"HIC","Infinite capacity",0.0122333003431108,6514
"HIC","Infinite capacity",0.00673379068253234,3568
"HIC","Infinite capacity",0.00697994048024717,3687
"HIC","Infinite capacity",0.00784303364616142,4156
"HIC","Infinite capacity",0.0108066592790951,5783
"HIC","Infinite capacity",0.0111246007583257,5956
"HIC","Infinite capacity",0.00674850690467852,3565
"HIC","Infinite capacity",0.00392595458149324,2050
"HIC","Infinite capacity",0.008980890286083,4788
"HIC","Infinite capacity",0.00930355085208321,4909
"HIC","Infinite capacity",0.00719658991188584,3797
"HIC","Infinite capacity",0.00310450095147205,1620
"HIC","Infinite capacity",0.00885471787774545,4677
"HIC","Infinite capacity",0.0115247963370399,6202
"HIC","Infinite capacity",0.0136127649264152,7360
"HIC","Infinite capacity",0.00609364672087898,3199
"HIC","Infinite capacity",0.00680558958666917,3583
"HIC","Infinite capacity",0.00605438862285023,3181
"HIC","Infinite capacity",0.0132726625635636,7123
"HIC","Infinite capacity",0.0106662007132094,5677
"HIC","Infinite capacity",0.00788878634489992,4197
"HIC","Infinite capacity",0.0143577882503339,7772
"HIC","Infinite capacity",0.0116972562451137,6284
"HIC","Infinite capacity",0.00797758507884253,4231
"HIC","Infinite capacity",0.0112564302474363,6035
"HIC","Infinite capacity",0.00930782853527128,4972
"HIC","Infinite capacity",0.0095254951506399,5059
"HIC","Infinite capacity",0.0107875991068733,5788
"HIC","Infinite capacity",0.00772574552495207,4070
"HIC","Infinite capacity",0.00544882778258458,2878
"HIC","Infinite capacity",0.00795783362156539,4238
"HIC","Infinite capacity",0.00649859732310686,3440
"HIC","Infinite capacity",0.0128433218622167,6923
"HIC","Infinite capacity",0.00584628033728832,3086
"HIC","Infinite capacity",0.0154296557132078,8343
"HIC","Infinite capacity",0.0121556354804054,6506
"HIC","Infinite capacity",0.0139276804725343,7470
"HIC","Infinite capacity",0.00602004159576479,3184
"HIC","Infinite capacity",0.0138409207399469,7426
"HIC","Infinite capacity",0.00541275856353275,2841
"HIC","Infinite capacity",0.00658639243335153,3463
"HIC","Infinite capacity",0.0120677612524097,6479
"HIC","Infinite capacity",0.00788658714027708,4179
"HIC","Infinite capacity",0.013313744269734,7159
"HIC","Infinite capacity",0.00893071430714307,4763
"HIC","Infinite capacity",0.0107799500793001,5757
"HIC","Infinite capacity",0.00569468489727665,2990
"HIC","Infinite capacity",0.0101570582149911,5400
"HIC","Infinite capacity",0.00664903477766518,3497
"HIC","Infinite capacity",0.0132754110093206,7160
"HIC","Infinite capacity",0.0104899234863668,5595
"HIC","Infinite capacity",0.0127487729770615,6860
"HIC","Infinite capacity",0.0140455781436919,7526
"HIC","Infinite capacity",0.0118019187443117,6328
"HIC","Infinite capacity",0.00738302321352809,3898
"HIC","Infinite capacity",0.00630330561504867,3308
"HIC","Infinite capacity",0.00450733752620545,2365
"HIC","Infinite capacity",0.0142982878589103,7749
"HIC","Infinite capacity",0.0107498130142109,5749
"HIC","Infinite capacity",0.0105774316971554,5659
"HIC","Infinite capacity",0.00752093490079107,3994
"HIC","Infinite capacity",0.0081109332204242,4291
"HIC","Infinite capacity",0.00701291763515779,3702
"HIC","Infinite capacity",0.0136786129400013,7367
"HIC","Infinite capacity",0.00753089100125546,3989
"HIC","Infinite capacity",0.0101002331833181,5384
"HIC","Infinite capacity",0.00713925337521291,3764
"HIC","Infinite capacity",0.00587781240172675,3084
"HIC","Infinite capacity",0.0111845687756481,5977
"HIC","Infinite capacity",0.0131599839352929,7045
"HIC","Infinite capacity",0.0127654993726754,6878
"HIC","Infinite capacity",0.0103220509898448,5507
"HIC","Infinite capacity",0.00705067531186769,3732
"HIC","Infinite capacity",0.0101455304572048,5414
"HIC","Infinite capacity",0.00867271763389699,4597
"HIC","Infinite capacity",0.00805188406941694,4282
"HIC","Infinite capacity",0.0122445047922139,6610
"HIC","Infinite capacity",0.0062971624925259,3328
"HIC","Infinite capacity",0.0122216688397809,6552
"HIC","Infinite capacity",0.00711695092039692,3746
"HIC","Infinite capacity",0.0124093777877516,6691
"HIC","Infinite capacity",0.00925507985586074,4921
"HIC","Infinite capacity",0.00681727847612446,3619
"HIC","Infinite capacity",0.00463866907643105,2428
"HIC","Infinite capacity",0.0104325566229025,5567
"HIC","Infinite capacity",0.00515335828455866,2696
"HIC","Infinite capacity",0.00521944175818353,2758
"HIC","Infinite capacity",0.0124086777089956,6675
"HIC","Infinite capacity",0.013943568640335,7512
"HIC","Infinite capacity",0.00451624109779399,2366
"HIC","Infinite capacity",0.0100857447682191,5379
"HIC","Infinite capacity",0.0140467684313089,7612
"HIC","Infinite capacity",0.00514852839479904,2710
"HIC","Infinite capacity",0.009428920517958,4993
"HIC","Infinite capacity",0.00512538583560969,2685
"HIC","Infinite capacity",0.00665458356076325,3499
"HIC","Infinite capacity",0.00301218724032869,1566
"HIC","Infinite capacity",0.0131282104517758,7082
"HIC","Infinite capacity",0.00605234739601027,3189
"HIC","Infinite capacity",0.00603142028567689,3180
"HIC","Infinite capacity",0.00579824471145968,3043
"HIC","Infinite capacity",0.0108106787633019,5753
"HIC","Infinite capacity",0.00906974424412838,4819
"HIC","Infinite capacity",0.0113312021388901,6086
"HIC","Infinite capacity",0.00787982511920689,4176
"HIC","Infinite capacity",0.00632603962489499,3321
"HIC","Infinite capacity",0.00826384165291865,4398
"HIC","Infinite capacity",0.00579139927740688,3044
"HIC","Infinite capacity",0.00727428245580688,3827
"HIC","Infinite capacity",0.0125713670549628,6773
"HIC","Infinite capacity",0.00788245299064537,4171
"HIC","Infinite capacity",0.0112497290347658,6020
"HIC","Infinite capacity",0.0110489432496236,5944
"HIC","Infinite capacity",0.00826895483527657,4351
"HIC","Infinite capacity",0.00523299324561154,2762
"HIC","Infinite capacity",0.00981606356926986,5239
"HIC","Infinite capacity",0.0109368667537263,5829
"HIC","Infinite capacity",0.0105670839817878,5656
"HIC","Infinite capacity",0.00996484540607871,5312
"HIC","Infinite capacity",0.0136084552929904,7343
"HIC","Infinite capacity",0.0120714010530371,6486
"HIC","Infinite capacity",0.00844097903308999,4484
"HIC","Infinite capacity",0.00444826734048402,2322
"HIC","Infinite capacity",0.00961679003091914,5132
"HIC","Infinite capacity",0.0113014422240879,6044
"HIC","Infinite capacity",0.0105695984186628,5668
"HIC","Infinite capacity",0.0139563354417466,7524
"HIC","Infinite capacity",0.00673149548614989,3556
"HIC","Infinite capacity",0.0121965819640238,6520
"HIC","Infinite capacity",0.00890536157078966,4755
"HIC","Infinite capacity",0.00384426694467015,2006
"HIC","Infinite capacity",0.0127512366861268,6867
"HIC","Infinite capacity",0.0046010950070661,2406
"HIC","Infinite capacity",0.00631459837939231,3326
"HIC","Infinite capacity",0.0149763823284246,8085
"HIC","Infinite capacity",0.0105361091988843,5617
"HIC","Infinite capacity",0.010310647539343,5512
"HIC","Infinite capacity",0.00426615776178739,2231
"HIC","Infinite capacity",0.00998754370957333,5324
"HIC","Infinite capacity",0.00534792943778226,2810
"HIC","Infinite capacity",0.0150531580167589,8181
"HIC","Infinite capacity",0.00588842267185513,3093
"HIC","Infinite capacity",0.0114178887705474,6132
"HIC","Infinite capacity",0.0101927019578098,5429
"HIC","Infinite capacity",0.00551110773265426,2900
"HIC","Infinite capacity",0.0132586678494862,7174
"HIC","Infinite capacity",0.0100124945757081,5353
"HIC","Infinite capacity",0.0102222611097976,5491
"HIC","Infinite capacity",0.0117837914265197,6334
"HIC","Infinite capacity",0.0084718969665876,4475
"HIC","Infinite capacity",0.0116373034226706,6250
"HIC","Infinite capacity",0.00755884778644553,3996
"HIC","Infinite capacity",0.00759062653778062,4026
"HIC","Infinite capacity",0.00791384097219061,4173
"HIC","Infinite capacity",0.00426780423675869,2227
"HIC","Infinite capacity",0.0100654205432138,5365
"HIC","Infinite capacity",0.00930624153850193,4963
"HIC","Infinite capacity",0.00665126043274763,3520
"HIC","Infinite capacity",0.00894858779513095,4774
"HIC","Infinite capacity",0.0080359087508641,4243
"HIC","Infinite capacity",0.00634656628879065,3335
"HIC","Infinite capacity",0.0104840262549331,5608
"HIC","Infinite capacity",0.00690520317922733,3655
"HIC","Infinite capacity",0.00936991812601637,4984
"HIC","Infinite capacity",0.0050025566078774,2622
"HIC","Infinite capacity",0.0118307939516602,6354
"HIC","Infinite capacity",0.00397700139443373,2082
"HIC","Infinite capacity",0.00833668120870561,4420
"HIC","Infinite capacity",0.0098582257449116,5245
"HIC","Infinite capacity",0.00712419538053767,3763
"HIC","Infinite capacity",0.00707775470616594,3729
"HIC","Infinite capacity",0.0115921320133988,6198
"HIC","Infinite capacity",0.00721785273612257,3814
"HIC","Infinite capacity",0.00936707813358006,4981
"HIC","Infinite capacity",0.0045478973146751,2378
"HIC","Infinite capacity",0.00600898397350489,3157
"HIC","Infinite capacity",0.0165368755218928,8991
"HIC","Infinite capacity",0.0036126374948274,1877
"HIC","Infinite capacity",0.00561789216989661,2958
"HIC","Infinite capacity",0.00907342357051581,4807
"HIC","Infinite capacity",0.0108442822157869,5823
"HIC","Infinite capacity",0.0100870482524886,5393
"HIC","Infinite capacity",0.00528802665577637,2771
"HIC","Infinite capacity",0.00580818732116597,3057
"HIC","Infinite capacity",0.0136420261161658,7359
"HIC","Infinite capacity",0.00944832468762434,5058
"HIC","Infinite capacity",0.00809568381165175,4290
"HIC","Infinite capacity",0.0110021762136863,5905
"HIC","Infinite capacity",0.00613727620577259,3248
"HIC","Infinite capacity",0.00541418516513265,2840
"HIC","Infinite capacity",0.00624498932002585,3295
"HIC","Infinite capacity",0.00686249673889618,3630
"HIC","Infinite capacity",0.0130258825978893,7007
"HIC","Infinite capacity",0.011540509927764,6154
"HIC","Infinite capacity",0.00613367696094525,3232
"HIC","Infinite capacity",0.00497069444815186,2607
"HIC","Infinite capacity",0.00594481041054743,3127
"HIC","Infinite capacity",0.0092023440609139,4879
"HIC","Infinite capacity",0.0125447326123846,6720
"HIC","Infinite capacity",0.0116479675675273,6252
"HIC","Infinite capacity",0.00498302881490576,2622
"HIC","Infinite capacity",0.00640449204218673,3383
"HIC","Infinite capacity",0.00567404235070188,2981
"HIC","Infinite capacity",0.00770521415129277,4078
"HIC","Infinite capacity",0.00591100338424952,3102
"HIC","Infinite capacity",0.00854676724786942,4541
"HIC","Infinite capacity",0.00426210101466737,2225
"HIC","Infinite capacity",0.00706901591857344,3724
"HIC","Infinite capacity",0.00987737206018315,5267
"HIC","Infinite capacity",0.00493267436486064,2572
"HIC","Infinite capacity",0.00658674149023609,3486
"HIC","Infinite capacity",0.0150200136950458,8094
"HIC","Infinite capacity",0.00815980401394516,4330
"HIC","Infinite capacity",0.00835133514197458,4442
"HIC","Infinite capacity",0.00522157334249399,2736
"HIC","Infinite capacity",0.00855836249243936,4542
"HIC","Infinite capacity",0.0109674724274647,5881
"HIC","Infinite capacity",0.0082631531286788,4380
"HIC","Infinite capacity",0.00531064510904258,2787
"HIC","Infinite capacity",0.00939423084147963,5001
"HIC","Infinite capacity",0.00957328107565799,5105
"HIC","Infinite capacity",0.00839529818236443,4471
"HIC","Infinite capacity",0.0110033148139502,5892
"HIC","Infinite capacity",0.00643046155123796,3407
"HIC","Infinite capacity",0.00916921367046402,4884
"HIC","Infinite capacity",0.00485674599923405,2549
"HIC","Infinite capacity",0.00815229672928876,4329
"HIC","Infinite capacity",0.0121988962637035,6543
"HIC","Infinite capacity",0.00554363105944949,2934
"HIC","Infinite capacity",0.00727540922997989,3857
"HIC","Infinite capacity",0.00651736888307878,3430
"HIC","Infinite capacity",0.0131430039237293,7061
"HIC","Infinite capacity",0.0109919651124586,5888
"HIC","Infinite capacity",0.0124936148080727,6726
"HIC","Infinite capacity",0.00613973303362425,3234
"HIC","Infinite capacity",0.00921533776363904,4884
"HIC","Infinite capacity",0.00406220429542261,2125
"HIC","Infinite capacity",0.0128709231865978,6933
"HIC","Infinite capacity",0.00691064750214599,3655
"HIC","Infinite capacity",0.0136971819230584,7385
"HIC","Infinite capacity",0.00340085618383881,1766
"HIC","Infinite capacity",0.00648865296098419,3403
"HIC","Infinite capacity",0.00562233754897961,2963
"HIC","Infinite capacity",0.00918972703037585,4895
"HIC","Infinite capacity",0.0101499841406498,5376
"HIC","Infinite capacity",0.00905924392324254,4822
"HIC","Infinite capacity",0.0117543836772406,6310
"HIC","Infinite capacity",0.0072023428897911,3807
"HIC","Infinite capacity",0.0119328946658957,6418
"HIC","Infinite capacity",0.00504058829147168,2639
"HIC","Infinite capacity",0.00961450279526181,5137
"HIC","Infinite capacity",0.0101004982687273,5382
"HIC","Infinite capacity",0.0118593704804228,6314
"HIC","Infinite capacity",0.0109361239477455,5824
"HIC","Infinite capacity",0.00643104428449202,3405
"HIC","Infinite capacity",0.0109646211465359,5864
"HIC","Infinite capacity",0.0132438934122872,7157
"HIC","Infinite capacity",0.013827657908039,7468
"HIC","Infinite capacity",0.0100511644550358,5365
"HIC","Infinite capacity",0.00639158774825989,3382
"HIC","Infinite capacity",0.00858921365080202,4559
"HIC","Infinite capacity",0.00982059468530312,5226
"HIC","Infinite capacity",0.0140443310594717,7597
"HIC","Infinite capacity",0.00593890218793647,3121
"HIC","Infinite capacity",0.0138132324636044,7435
"HIC","Infinite capacity",0.0117040901891363,6281
"HIC","Infinite capacity",0.0157823104228357,8581
"HIC","Infinite capacity",0.00887569514685036,4721
"HIC","Infinite capacity",0.0160597895651886,8720
"HIC","Infinite capacity",0.0120771094254207,6456
"HIC","Infinite capacity",0.00544017237998976,2858
"HIC","Infinite capacity",0.0107060951490119,5700
"HIC","Infinite capacity",0.00956319704342193,5108
"HIC","Infinite capacity",0.00564754792104896,2956
"HIC","Infinite capacity",0.0107864639133044,5769
"HIC","Infinite capacity",0.00448961883155233,2349
"HIC","Infinite capacity",0.0112662488546545,5988
"HIC","Infinite capacity",0.0140907412883331,7672
"HIC","Infinite capacity",0.00765337986426795,4044
"HIC","Infinite capacity",0.00877321907044578,4656
"HIC","Infinite capacity",0.00790637289028543,4202
"HIC","Infinite capacity",0.0125518132556775,6780
"HIC","Infinite capacity",0.0111801591015442,5973
"HIC","Infinite capacity",0.0132747221753176,7154
"HIC","Infinite capacity",0.0126973929545899,6878
"HIC","Infinite capacity",0.00868447171343499,4620
"HIC","Infinite capacity",0.0132247879236414,7112
"HIC","Infinite capacity",0.00578291052859,3038
"HIC","Infinite capacity",0.00726192565584738,3848
"HIC","Infinite capacity",0.00722212270065904,3830
"HIC","Infinite capacity",0.00664497319379016,3494
"HIC","Infinite capacity",0.011084629701624,5902
"HIC","Infinite capacity",0.00782452491254609,4138
"HIC","Infinite capacity",0.00547577795767668,2895
"HIC","Infinite capacity",0.00895270810484394,4759
"HIC","Infinite capacity",0.0101381401175605,5414
"HIC","Infinite capacity",0.00340693204806661,1770
"HIC","Infinite capacity",0.00575627632414376,3019
"HIC","Infinite capacity",0.00784232499187644,4127
"HIC","Infinite capacity",0.00612706131440507,3218
"HIC","Infinite capacity",0.0134121016429825,7240
"HIC","Infinite capacity",0.00911172857945333,4850
"HIC","Infinite capacity",0.009542980128834,5068
"HIC","Infinite capacity",0.0121991163782675,6555
"HIC","Infinite capacity",0.00811897989098939,4287
"HIC","Infinite capacity",0.0141295392903757,7632
"HIC","Infinite capacity",0.0076137481891141,4031
"HIC","Infinite capacity",0.00441977769377336,2315
"HIC","Infinite capacity",0.00608137614156335,3203
"HIC","Infinite capacity",0.0100788116190415,5375
"HIC","Infinite capacity",0.0112721987216518,6049
"HIC","Infinite capacity",0.0125448799863793,6705
"HIC","Infinite capacity",0.00738705958301544,3902
"HIC","Infinite capacity",0.00847731430868469,4513
"HIC","Infinite capacity",0.00898056747264394,4779
"HIC","Infinite capacity",0.00435719872565291,2284
"HIC","Infinite capacity",0.00865546170948197,4590
"HIC","Infinite capacity",0.00419200374327141,2186
"HIC","Infinite capacity",0.00607840900448703,3197
"HIC","Infinite capacity",0.0101698334164477,5445
"HIC","Infinite capacity",0.00599379071505942,3143
"HIC","Infinite capacity",0.00977868310738578,5223
"HIC","Infinite capacity",0.00897925037233783,4787
"HIC","Infinite capacity",0.00434746034902039,2274
"HIC","Infinite capacity",0.00930111805308636,4944
"HIC","Infinite capacity",0.0130180989672866,7005
"HIC","Infinite capacity",0.00646309002107201,3426
"HIC","Infinite capacity",0.0062885912415693,3310
"HIC","Infinite capacity",0.0110539451954477,5917
"HIC","Infinite capacity",0.0133567747486893,7187
"HIC","Infinite capacity",0.00947079182276143,5046
"HIC","Infinite capacity",0.00806792134153698,4280
"HIC","Infinite capacity",0.00920997090015278,4931
"HIC","Infinite capacity",0.00602616524519244,3176
"HIC","Infinite capacity",0.0114343284532384,6106
"HIC","Infinite capacity",0.0121435310023102,6539
"HIC","Infinite capacity",0.00732373055970561,3853
"HIC","Infinite capacity",0.00587419153528618,3078
"HIC","Infinite capacity",0.0136013645765114,7352
"HIC","Infinite capacity",0.0116520130949984,6250
"HIC","Infinite capacity",0.00527391176728459,2767
"HIC","Infinite capacity",0.0126643899502417,6816
"HIC","Infinite capacity",0.00928027874774686,4922
"HIC","Infinite capacity",0.0131279937618358,7071
"HIC","Infinite capacity",0.00458620411394229,2387
"HIC","Infinite capacity",0.00767897659251827,4041
"HIC","Infinite capacity",0.0136544029899072,7380
"HIC","Infinite capacity",0.00524649393867364,2759
"HIC","Infinite capacity",0.0124665890951267,6707
"HIC","Infinite capacity",0.0135245969929294,7305
"HIC","Infinite capacity",0.0059236440571739,3119
"HIC","Infinite capacity",0.00846136004058134,4487
"HIC","Infinite capacity",0.0045793454151189,2399
"HIC","Infinite capacity",0.00790534714662249,4190
"HIC","Infinite capacity",0.0148230154248521,7980
"HIC","Infinite capacity",0.0147212488876909,7974
"HIC","Infinite capacity",0.0103527650416394,5532
"HIC","Infinite capacity",0.00923363291091641,4911
"HIC","Infinite capacity",0.0131610690677762,7092
"HIC","Infinite capacity",0.00463900698523727,2430
"HIC","Infinite capacity",0.00631592876857348,3341
"HIC","Infinite capacity",0.0155981960942517,8429
"HIC","Infinite capacity",0.00554646472334272,2915
"HIC","Infinite capacity",0.00970083581661134,5137
"HIC","Infinite capacity",0.00855436342204664,4543
"HIC","Infinite capacity",0.00847226890440719,4512
"HIC","Infinite capacity",0.00732321234112944,3887
"HIC","Infinite capacity",0.0055293853318964,2904
"HIC","Infinite capacity",0.00804321366799935,4269
"HIC","Infinite capacity",0.00762518179929358,4037
"HIC","Infinite capacity",0.00521526556856882,2735
"HIC","Infinite capacity",0.015579811721655,8447
"HIC","Infinite capacity",0.013156873399053,7119
"HIC","Infinite capacity",0.00508219123407539,2674
"HIC","Infinite capacity",0.00708360200973097,3746
"HIC","Infinite capacity",0.00560158866279345,2959
"HIC","Infinite capacity",0.00786471406538241,4161
"HIC","Infinite capacity",0.0111913658658705,6035
"HIC","Infinite capacity",0.00652539662412921,3448
"HIC","Infinite capacity",0.0124199270996168,6658
"HIC","Infinite capacity",0.00702895032318757,3706
"UMIC","Infinite capacity",0.00999903623747109,5395
"UMIC","Infinite capacity",0.0035172054340449,1876
"UMIC","Infinite capacity",0.00364640278871447,1931
"UMIC","Infinite capacity",0.0053495945966274,2845
"UMIC","Infinite capacity",0.00450809352180008,2399
"UMIC","Infinite capacity",0.00465398169832921,2488
"UMIC","Infinite capacity",0.00460813084917788,2459
"UMIC","Infinite capacity",0.00459662888804463,2444
"UMIC","Infinite capacity",0.00346072146925579,1841
"UMIC","Infinite capacity",0.00184219481637937,969
"UMIC","Infinite capacity",0.00394447707530724,2102
"UMIC","Infinite capacity",0.00785850226630267,4220
"UMIC","Infinite capacity",0.00695135916725669,3721
"UMIC","Infinite capacity",0.0054758537455699,2931
"UMIC","Infinite capacity",0.00422786727376422,2261
"UMIC","Infinite capacity",0.00795333745192655,4287
"UMIC","Infinite capacity",0.00849220745566949,4588
"UMIC","Infinite capacity",0.00497634457722602,2658
"UMIC","Infinite capacity",0.00599878676222786,3204
"UMIC","Infinite capacity",0.00654451476832418,3525
"UMIC","Infinite capacity",0.00613298116459206,3274
"UMIC","Infinite capacity",0.00646462072351286,3450
"UMIC","Infinite capacity",0.00424852960752661,2266
"UMIC","Infinite capacity",0.00976585241438708,5284
"UMIC","Infinite capacity",0.0083441125292699,4522
"UMIC","Infinite capacity",0.00649152982349986,3476
"UMIC","Infinite capacity",0.00255930832371935,1351
"UMIC","Infinite capacity",0.00711943253113239,3823
"UMIC","Infinite capacity",0.00785060734102613,4212
"UMIC","Infinite capacity",0.00517722918892575,2762
"UMIC","Infinite capacity",0.00914598571240709,4938
"UMIC","Infinite capacity",0.00977976664722367,5315
"UMIC","Infinite capacity",0.00547444914406829,2929
"UMIC","Infinite capacity",0.00835964594440706,4522
"UMIC","Infinite capacity",0.00386611298248656,2051
"UMIC","Infinite capacity",0.00847275130507103,4564
"UMIC","Infinite capacity",0.00722009593368208,3888
"UMIC","Infinite capacity",0.00567676450583373,3038
"UMIC","Infinite capacity",0.00460172061062668,2445
"UMIC","Infinite capacity",0.00826026014179466,4467
"UMIC","Infinite capacity",0.00506773473751039,2714
"UMIC","Infinite capacity",0.00484423837807722,2565
"UMIC","Infinite capacity",0.00587961813289916,3149
"UMIC","Infinite capacity",0.00633737672142399,3398
"UMIC","Infinite capacity",0.0041465491685187,2196
"UMIC","Infinite capacity",0.0068581338027511,3670
"UMIC","Infinite capacity",0.00853709597933904,4608
"UMIC","Infinite capacity",0.00521162645396147,2786
"UMIC","Infinite capacity",0.00860699764624962,4655
"UMIC","Infinite capacity",0.0087132421663178,4708
"UMIC","Infinite capacity",0.0050087916290195,2672
"UMIC","Infinite capacity",0.00432808540454637,2304
"UMIC","Infinite capacity",0.00304556878207347,1619
"UMIC","Infinite capacity",0.00678684413616293,3632
"UMIC","Infinite capacity",0.0053000855275101,2832
"UMIC","Infinite capacity",0.00720164036332934,3881
"UMIC","Infinite capacity",0.00767077809455043,4122
