country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82578707,6.82649782,6.89934082,6.98268537,6.99610265,6.99419944,6.94344312,6.93927237,7.17632043,7.44917675,7.39957877,7.28789819,7.43251068,7.42312849,7.52052259,7.53051229,7.56836059,,,
AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86689275,0.84650113,0.79168728,0.82218558,1.00872953,0.88038976,0.85443697,0.95978059,0.81141922,1.31526812,1.16387613,1.08139088,1.20323688,1.14984016,1.23021656,1.42883413,1.37563334,,,
BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46507245,1.692442,1.60598017,1.34938648,2.36758235,2.06724722,2.40216756,2.50019115,1.57077583,2.04009709,1.98529216,3.15826032,2.66949115,1.46962725,2.54287906,2.47655336,1.80344852,,,
BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34035978,6.52238122,6.54397788,7.20983727,7.39953267,7.39002662,7.24756381,7.22839026,7.61369046,8.23028171,8.10265816,8.23537716,8.35431102,8.47333484,8.56477603,8.43952854,8.44288611,,,
BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10299879,1.2671486,0.9916919,0.90847638,0.9999197,0.93323762,0.98333312,0.81453192,0.76933092,1.02136796,0.99011346,1.08780037,1.02051098,1.04497327,0.78628398,0.80380784,0.79184569,,,
BFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08095817,1.0929343,1.18955006,1.1027982,1.91237381,1.37495906,1.60981754,1.61071491,1.53084448,1.84650835,1.4692056,1.53370293,1.19755569,1.81327862,1.83008466,1.65293615,2.70760479,,,
BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57436869,0.43849778,0.53175072,0.54808835,0.54092763,0.50507319,0.53609442,0.54607901,0.50052474,0.48925314,0.52484455,0.53686125,0.52669633,0.49392258,0.47510959,0.43426428,0.42468448,,,
BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4960004,3.87537966,4.23457531,4.40513429,4.12662311,4.13678974,3.65998908,3.43379743,3.48500374,3.5583482,3.92518773,3.86270689,3.85806515,4.03299763,4.49505493,4.17170719,4.16140856,,,
BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35164319,2.46214182,2.57194344,2.49012968,2.25667476,2.14726849,2.11138258,2.1646022,2.17031137,2.59248696,2.4198283,2.23692237,2.68346307,2.80835309,2.86725347,3.22806118,2.98811374,,,
BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88211986,1.88747295,1.94797883,1.99549042,2.14246273,2.00284669,2.44910003,2.41100019,2.60307809,2.78501302,2.80309033,2.86991063,2.8358209,2.81914395,2.63740317,3.00711744,3.17883147,,,
BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08672631,4.34301089,4.43332855,5.49271974,5.16201042,4.94053481,5.00461342,5.27219392,5.39588946,6.13934617,6.13793103,6.27485662,6.51380292,6.5818093,6.66379487,6.61762961,6.5333116,,,
BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30438116,4.40422831,4.21823259,4.53548414,4.54897379,4.67596281,4.12078718,4.13041268,3.60035673,3.48038426,3.84921922,3.0884153,3.44369782,3.56868166,3.37288028,3.68674196,3.88144189,,,
BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09106881,2.32397569,1.97317416,2.36315664,2.26363233,2.42498631,2.47973474,2.85664471,2.88907563,3.39670905,3.84974746,3.66356909,3.52592386,3.76117653,3.29505311,4.06693796,4.06011333,,,
BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44953217,2.69126538,2.67768424,2.83111599,2.61520532,2.84036589,2.68433872,2.84750874,2.76710826,3.2253016,3.11725891,3.08015905,3.05010858,3.31815558,3.74395917,4.37045067,4.50729231,,,
BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69724901,1.70812847,3.19676236,3.1621212,3.39788967,3.5558503,3.62686248,3.55724716,3.60687022,3.75551383,3.42939074,3.52451578,3.56587882,3.55796315,3.66514654,3.80151246,3.91095827,,,
BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70984693,2.88578157,3.07434275,3.68367523,4.257262,3.79422343,3.70236631,3.29791289,3.58266439,3.90286699,3.62075623,3.34083736,4.28346287,3.81057011,3.30308281,3.21427276,3.19484936,,,
BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1406182,2.11472172,2.11472699,2.15491137,2.11639557,1.86548135,1.62372758,1.69257744,1.6806035,2.16573928,2.09004591,1.70617337,1.68712537,1.71973144,1.77395679,2.2683654,2.22223139,,,
BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43377144,3.42926706,3.22544639,2.77183345,2.94944495,2.56891545,2.39829289,2.60160316,2.28173392,2.55632783,2.50278545,2.40075526,2.45900744,2.49449081,2.39390355,2.71680814,2.55447091,,,
BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21031949,4.96226687,2.98419838,3.96792128,4.38894774,3.64169068,3.4515387,3.33554964,3.91227481,4.48482976,3.52488539,3.98185007,3.67244079,2.86154378,2.87632149,3.28679273,3.05569285,,,
CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89208931,1.67040322,1.83397051,1.85608852,1.60457223,1.72385533,1.6418665,1.84936104,1.3392119,0.78385919,1.11883506,0.85992064,1.01151927,0.67201217,0.91377047,0.64318198,0.63645599,,,
CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02984914,6.30216812,6.43948453,6.61493997,6.64767352,6.62126896,6.6916462,6.7758254,6.9066576,7.75803256,7.70988965,7.54212875,7.54541005,7.4486367,7.33132315,7.64341672,7.73706577,,,
CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.226677898,4.36897201,4.588430678,4.766605167,4.620063838,4.661419289,4.542903324,4.476925722,4.701600057,5.067925487,5.00743548,4.768291921,4.7132149,4.886375207,4.803186675,4.739315299,4.811753255,,,
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47440336,5.81177076,6.25622301,6.50324546,6.52891699,6.55610161,6.17151202,6.07494409,6.24318101,6.69129586,6.60840674,6.70963208,7.02682107,7.2537874,7.26791853,7.53561981,7.68887756,,,
CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75167887,3.76987944,3.83727963,3.82880551,3.6575036,3.48736528,3.2646282,3.39524744,3.80178243,4.20961357,3.99903826,4.02637605,4.21229931,4.41863375,4.60148921,4.87591443,4.98680197,,,
CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9830456,0.96720491,1.10383985,1.24286162,1.28745565,1.35689592,1.37703077,1.42784166,1.72623483,2.13490817,2.18420983,2.32375608,2.53561919,2.68708169,2.7883041,2.94208272,2.89025126,,,
CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80975822,0.70333083,0.74945975,0.71107833,0.77240869,0.72976672,0.76934925,0.81145984,0.83233596,0.92200051,0.81053822,0.83456008,1.0612615,1.10678491,0.87137165,1.14863355,1.13490011,,,
CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67430597,0.82336041,0.95179148,0.93935836,0.76064535,0.70870484,0.69953053,0.60788524,0.57561033,0.73659546,0.81221707,1.11892141,0.66053312,0.64215046,0.53201499,0.6795617,0.62544566,,,
COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06236224,0.10695651,0.1048252,0.23072538,0.21948065,0.2158907,0.2271816,0.24763763,0.29996211,0.31764811,0.41423033,0.3724382,0.56646653,0.49821886,0.55090238,0.67177901,0.47434926,,,
COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57930236,1.0492689,0.47630359,0.55271308,0.47685216,0.47191625,0.57888616,0.69186974,1.25342068,0.64055243,0.8860283,0.68819751,1.06106168,1.19930886,1.2033751,1.55543022,1.9593958,,,
COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28735332,4.32244828,4.22672164,4.5862151,3.84396059,3.99686466,4.17731473,4.04439623,4.12968579,4.55236968,4.40804736,4.04245866,3.92694315,3.81240136,3.71896848,3.82099846,3.74948167,,,
COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5903896,1.22654671,1.76655109,1.60128584,1.5138594,1.32818749,1.26703159,1.14092839,0.95068046,0.80575138,0.77121997,1.66228005,0.87100217,0.95700957,0.92404502,1.04013832,1.11075765,,,
CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16139568,3.46985083,3.46202793,3.28520064,3.11273175,2.94323191,2.94342526,2.97251249,2.45241629,2.77685035,2.83101317,2.86501951,3.08085805,3.06212165,3.05010543,3.58737147,2.97373825,,,
CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33217589,4.31286902,4.66957205,4.70273917,4.4498321,4.33421825,4.65956618,4.709073,5.15220519,5.6713143,5.93198766,5.83175682,5.66519413,5.66400223,5.63217261,5.77854438,5.64846699,,,
CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.355716542,2.180549684,2.391468048,2.282925401,2.555257178,2.374386551,2.418528708,2.392585001,2.363153349,2.793561014,2.735537288,2.660182912,2.690601326,2.853234244,2.753167618,3.224231957,3.338348915,,,
CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50884333,5.67065626,5.72510024,5.64628749,5.46708793,7.43004535,7.08049021,9.88244855,10.29278105,11.28314629,9.703407,10.07015443,8.06296609,9.13836958,10.95756634,11.5464153,10.92339535,,,
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2125542,2.26279058,2.52614644,2.39340459,2.13073381,2.12396187,2.207425,2.16936202,2.52417632,2.77258682,3.02709915,3.09884446,3.03399744,3.18271823,2.96926598,2.88378424,2.90331575,,,
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07170337,5.14863761,5.45960504,5.73395565,5.59383311,5.43829629,5.29736218,5.0409929,5.15106551,6.04460644,5.75914334,5.83926446,5.87186374,6.51125252,6.31916298,5.95593353,5.85397147,,,
DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.70061612,7.7249352,7.8810387,8.01610753,7.66627617,7.75318794,7.62423483,7.50571973,7.66026217,9.28776399,9.17292621,8.91669626,8.95067905,9.16093467,9.24872207,9.34374846,9.43162482,,,
DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98041032,1.75708939,1.80590982,2.11124895,2.01976087,1.96222146,2.42407485,2.43600304,2.5708461,2.67403691,2.60745008,3.0084905,2.6530317,2.53679397,2.46149059,2.39751469,1.60279084,,,
DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27777778,3.22089227,3.28888889,3.19309601,2.99576186,3.03021363,3.12494269,3.0871978,3.00565885,3.1822338,3.27878112,3.42318998,3.4198835,3.21125546,3.31651077,3.57290105,3.40812007,,,
DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73533738,7.04638483,7.29320818,7.47102316,7.52562581,7.61281324,7.68989336,7.80592865,7.99141812,9.01539535,8.66742462,8.48921409,8.60066791,8.5690088,8.56367839,8.64883435,8.70670385,,,
DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71051327,1.70341127,1.67955512,1.15990652,1.14766796,1.39314871,1.40161725,1.68477191,2.12079249,2.3301869,2.51770541,2.72825522,2.76578254,2.8093804,2.53406744,2.47407305,2.81725198,,,
DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51082782,2.92549921,2.80792564,2.76178976,2.52882012,2.24167268,2.29699584,2.66687337,3.02516053,3.800024,3.55551945,3.72015291,4.37613955,4.28831561,4.71456922,4.92010539,4.50014952,,,
EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.061140921,1.056008151,1.165803208,1.283119416,1.306554739,1.359021507,1.404606731,1.462930875,1.682691441,2.016114704,2.017742469,2.139055106,2.335564693,2.482867505,2.592976308,2.747242045,2.711339884,,,
EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.194906347,2.267970448,2.09037313,2.127710028,2.14070296,2.096048846,2.136297511,2.155924135,2.201080104,2.437010413,2.308716867,2.380422833,2.434850491,2.481920915,2.538823383,2.654658853,2.534565685,,,
EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.343122914,4.355512116,4.289685421,4.328656105,4.325096137,4.278946756,4.066460063,3.934963869,4.039556627,4.447512467,4.376556646,4.770623201,4.797742665,4.5484568,4.480064999,4.453985458,4.527940038,,,
ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.918188961,3.123635929,3.344348285,3.356422849,3.209972582,3.231964417,3.235154385,3.217257642,3.293235506,3.734193107,3.355735976,3.148925454,3.223763129,3.227814966,3.195110548,3.125862102,3.167704138,,,
ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.876175613,6.038684739,6.221956037,6.377367874,6.341148404,6.381583839,6.370293387,6.269140042,6.413927146,7.239826763,7.027252427,6.87219171,6.847813747,6.985838041,7.069500418,7.137778739,7.280577475,,,
ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96102407,1.25510871,1.41283407,1.66805414,1.73261915,1.68276175,1.81756636,2.23094931,2.28541573,2.65484074,3.19234054,3.72740567,4.17976381,4.38860332,4.44863306,4.24111831,4.29349231,,,
EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.732069,1.84800246,1.89907732,1.66768795,1.57912993,1.58931158,1.74427288,1.56855935,1.53611365,1.53461064,1.36768736,1.47460112,1.3523019,1.43904537,1.48455399,1.63582798,1.35885288,,,
EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.491197715,6.592342666,6.740418512,6.885357925,6.867003131,7.001191397,7.049981913,6.963578934,7.182798359,8.037978077,7.999392249,7.87162332,7.932673812,7.992759673,8.032125103,7.979324283,8.148725248,,,
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58846889,1.38676695,1.64047151,1.29171152,1.20680154,0.66015502,0.63323068,0.94017901,0.27532884,1.1420872,0.52843639,0.56281334,0.6266954,0.29551633,0.33822584,0.35786387,0.86467682,,,
ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86381057,4.8179643,4.83276183,5.370248,5.45398342,5.51705306,5.62014754,5.69924501,6.10364837,6.77729943,6.74677497,6.70807343,6.55077192,6.41023815,6.35296439,6.50110722,6.39032348,,,
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9217139,3.74120205,3.601823,3.74003492,3.80949801,3.76970216,3.57693044,3.80518824,4.38505863,5.04934863,4.69942883,4.36636663,4.43706038,4.53465776,4.67905381,4.88370208,5.0403615,,,
ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79968729,2.01554171,2.08134621,2.27646807,1.32525469,1.72858882,1.12138595,1.33284402,0.51416242,0.9068538,0.94041138,0.38111107,1.06584215,1.0994865,0.71479556,1.02470473,1.09749129,,,
EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.096737156,6.242284919,6.412386121,6.587260322,6.599756101,6.712967124,6.765512125,6.692936266,6.916699604,7.738472263,7.665832436,7.597886283,7.632796219,7.818064908,7.8336239,7.793528698,7.914187769,,,
FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.524104145,1.865520902,1.843430593,1.799870316,1.89884654,1.658541695,1.579156018,1.66716523,1.680366833,1.97570869,1.699541616,1.605573372,1.248758913,1.277479791,1.355437625,1.416672664,1.374946452,,,
FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06080172,5.22081922,5.55382307,5.97251805,6.10351126,6.27568143,6.21784691,6.0768119,6.28223944,6.90145844,6.8478242,6.96312127,7.28368423,7.41850797,7.38197992,7.5771023,7.34383511,,,
FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86043197,2.27068262,2.39729733,2.42463884,2.41950139,2.64126984,2.7046564,2.69503676,2.39536955,2.37513359,2.36503984,2.04742908,2.07313643,2.02734578,2.23824155,2.25259628,2.21195708,,,
FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52607913,7.62699516,7.90311041,7.91020771,7.9765278,8.00997287,7.99159317,7.92425175,8.00659504,8.61114322,8.53255162,8.50848018,8.61188675,8.7223989,8.86876703,8.80802227,9.56559676,,,
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74068803,1.82439419,1.69050206,2.09884553,2.31559336,2.64900398,2.60354331,2.4582742,2.93522727,2.17758007,2.28946128,3.03507395,2.57380122,2.77582911,3.35038716,3.22494306,3.49755248,,,
GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06383792,1.26300129,1.19960445,1.43520773,1.35954643,1.05432746,1.21734987,1.23342809,1.06241646,1.54063855,1.57325747,1.58558342,1.48285836,1.82302924,1.51668842,1.56549398,2.01054636,,,
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87977671,5.16093143,5.39250327,5.59855319,5.86314273,6.00027787,6.18168516,6.21022451,6.49596837,7.2597762,7.17994861,7.09625895,7.03959579,7.84205674,7.80958574,7.8604101,7.8318788,,,
GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84395168,0.85406053,0.91201717,1.19103223,1.21131922,1.23913605,1.21102248,1.12392609,1.59895151,2.10719448,2.03442125,1.47058824,1.62800474,1.97787462,2.32933105,2.81836503,3.0835446,,,
GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09683258,1.50306551,0.98650148,1.1611976,1.01471742,2.06308343,2.08024592,2.25930725,2.36706512,2.92485681,3.2044955,3.22802801,2.6731795,2.49198641,1.97241118,2.13569953,1.70632896,,,
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37103395,0.4579822,0.8100055,0.5315253,0.29122352,0.32937933,0.30849901,0.29778163,0.30895774,0.26815577,0.38998789,0.51036748,0.51431353,0.4885851,0.61062746,0.4306361,0.6737478,,,
GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0963318,1.34847976,0.93219534,1.64679262,2.23106968,2.22023713,1.90288173,2.03541788,1.94771288,2.38120278,1.84401541,2.14133877,2.32004086,1.63231293,1.13585803,0.82011778,0.8227934,,,
GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47657465,3.20358907,2.02882612,2.67283092,3.61285852,3.00657507,2.73923717,2.82216627,2.51202895,2.93651597,1.2190523,0.52258493,1.21413494,1.85346579,2.17435759,2.18675071,2.69496102,,,
GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55637746,0.33110612,0.2659361,0.2778847,0.33449162,0.30216363,0.38344648,0.42281908,0.43227708,0.46065281,0.31740546,0.28372638,0.41395505,0.4592723,0.41848144,0.63659978,0.79394826,,,
GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41461735,4.99333244,4.922836,5.0046372,4.77727735,5.48939692,5.65002784,5.54290216,5.41425344,6.40977265,6.52671749,5.92199904,5.83779752,5.17484678,4.58224523,4.72771898,5.13545281,,,
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78062678,2.06405694,2.46744345,2.2556391,2.50309023,2.69046351,2.94141039,2.64501953,2.48766816,2.84121037,2.77829011,2.70428164,2.40018519,2.2349011,2.06826493,1.91084695,2.16904519,,,
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99911611,2.09746946,2.07365738,2.14324799,2.13306143,1.96589873,2.1440885,2.07633571,2.14145926,2.25234921,2.0452357,1.97672911,1.95703882,2.17815403,2.22163169,1.93015285,2.16600154,,,
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17571468,2.22726756,2.43230959,2.40042582,2.36317255,2.34737846,1.88789752,1.80234671,1.63777822,1.65015383,1.74103184,1.92135751,2.0942031,2.42473882,2.69101568,2.29148951,2.50079162,,,
HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.623809224,5.909344505,6.132383462,6.293841375,6.327490002,6.374559073,6.445878132,6.475906358,6.701355134,7.442792588,7.385915747,7.48931835,7.510021065,7.572199771,9.521856458,9.901417899,10.06438847,,,
HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02285896,2.4912174,2.54012248,2.61311599,2.45127176,2.91977556,3.27406345,3.333947,3.31875779,3.96730258,3.69605818,3.89370441,3.3830452,3.21256836,3.17725994,2.97368621,3.85723152,,,
HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.347822842,1.551785537,1.476328515,1.488340288,1.548439408,1.645271761,1.633340019,1.611154101,1.462242658,1.601847339,1.486297466,1.454697989,1.442615559,1.472245467,1.482717993,1.66570817,1.641041332,,,
