country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ATG,60.344,60.96,61.573,62.183,62.789,63.39,63.988,64.582,65.171,65.755,66.181,66.102,66.022,65.943,65.863,65.783,65.703,65.623,65.543,65.462,65.382,65.302,65.221,65.14,65.06,64.979,64.898,64.817,64.736,64.655,64.574,64.535,64.915,65.291,65.666,66.039,66.41,66.779,67.145,67.51,67.873,68.26,68.902,69.536,70.163,70.782,71.394,71.998,72.595,73.182,73.762,74.297,74.474,74.65,74.825,75,75.154,75.287,75.401,
AUS,18.471,18.059,17.772,17.489,17.208,16.932,16.66,16.493,16.328,16.164,16.001,15.84,15.68,15.522,15.364,15.208,15.053,14.9,14.748,14.597,14.448,14.3,14.33,14.359,14.389,14.418,14.448,14.478,14.507,14.537,14.567,14.597,14.715,14.843,14.972,15.102,15.233,15.364,15.497,15.63,15.765,15.9,15.778,15.657,15.537,15.418,15.3,15.178,15.057,14.937,14.818,14.7,14.598,14.498,14.398,14.299,14.2,14.096,13.988,
AUT,35.28,35.186,35.137,35.087,35.038,34.989,34.939,34.89,34.841,34.792,34.742,34.699,34.689,34.679,34.669,34.659,34.649,34.639,34.629,34.619,34.609,34.636,34.9,35.164,35.43,35.695,35.963,36.231,36.5,36.769,37.04,37.311,37.583,37.856,38.13,38.404,38.68,38.955,39.232,39.509,39.787,40.066,40.345,40.625,40.906,41.187,41.468,41.751,42.034,42.317,42.601,42.885,42.853,42.664,42.474,42.285,42.095,41.906,41.703,
AZE,47.337,47.636,47.936,48.236,48.536,48.836,49.136,49.436,49.737,50.037,49.992,49.538,49.083,48.629,48.302,48.103,47.904,47.706,47.508,47.345,47.223,47.103,46.982,46.861,46.701,46.502,46.303,46.105,45.906,45.943,46.251,46.559,46.868,47.176,47.485,47.794,48.104,48.412,48.722,48.815,48.614,48.413,48.213,48.012,47.811,47.611,47.411,47.21,47.01,46.81,46.594,46.363,46.117,45.855,45.578,45.286,44.979,44.657,44.32,
BDI,97.923,97.885,97.846,97.807,97.767,97.706,97.605,97.499,97.389,97.274,97.155,97.03,96.899,96.764,96.623,96.475,96.322,96.162,95.995,95.822,95.661,95.497,95.326,95.15,94.967,94.779,94.583,94.38,94.17,93.953,93.729,93.545,93.363,93.177,92.986,92.789,92.588,92.382,92.17,91.964,91.754,91.539,91.318,91.092,90.861,90.625,90.383,90.136,89.882,89.624,89.358,89.085,88.806,88.518,88.224,87.922,87.612,87.294,86.968,
BEL,7.54,7.446,7.321,7.165,7.012,6.863,6.716,6.572,6.431,6.293,6.157,6.024,5.894,5.767,5.642,5.52,5.4,5.194,4.995,4.804,4.619,4.465,4.363,4.263,4.165,4.07,3.977,3.885,3.796,3.708,3.623,3.539,3.458,3.378,3.3,3.223,3.149,3.076,3.004,2.935,2.871,2.814,2.759,2.704,2.65,2.597,2.546,2.495,2.445,2.397,2.349,2.302,2.256,2.211,2.167,2.124,2.081,2.039,1.999,
BEN,90.725,90.144,89.53,88.882,88.199,87.481,86.725,85.931,85.097,84.224,83.309,82.353,81.352,80.311,79.225,78.096,76.921,75.707,74.448,73.324,72.661,71.99,71.308,70.616,69.914,69.204,68.483,67.754,67.015,66.27,65.515,64.753,64.173,63.864,63.553,63.242,62.929,62.615,62.301,61.985,61.667,61.35,60.964,60.464,59.961,59.457,58.951,58.442,57.931,57.42,56.907,56.392,55.875,55.358,54.834,54.305,53.771,53.232,52.688,
BFA,95.3,95.204,95.107,95.007,94.905,94.802,94.697,94.589,94.48,94.368,94.254,94.139,94.02,93.9,93.778,93.653,93.332,92.849,92.332,91.782,91.195,90.572,89.909,89.204,88.456,87.666,87.168,86.928,86.684,86.437,86.185,85.93,85.67,85.407,85.14,84.869,84.593,84.125,83.49,82.834,82.156,81.46,80.742,80.004,79.243,78.463,77.661,77.004,76.466,75.921,75.367,74.804,74.233,73.654,73.066,72.47,71.866,71.257,70.642,
BGD,94.865,94.722,94.502,94.273,94.036,93.789,93.533,93.267,92.991,92.704,92.407,92.099,91.779,91.447,90.966,90.164,89.299,88.37,87.371,86.299,85.149,84.199,83.788,83.369,82.94,82.504,82.059,81.605,81.141,80.67,80.189,79.743,79.39,79.034,78.672,78.307,77.936,77.562,77.182,76.798,76.41,75.904,75.244,74.571,73.886,73.191,72.483,71.763,71.032,70.291,69.538,68.775,68.007,67.238,66.465,65.692,64.917,64.142,63.368,
BGR,62.9,61.218,59.506,57.77,56.013,54.245,52.767,51.501,50.232,48.966,47.7,46.64,45.581,44.529,43.481,42.438,41.474,40.572,39.674,38.784,37.9,37.397,36.896,36.397,35.901,35.41,35.001,34.654,34.308,33.965,33.623,33.283,32.944,32.67,32.443,32.218,31.993,31.769,31.546,31.323,31.101,30.834,30.476,30.121,29.767,29.416,29.068,28.722,28.378,28.037,27.698,27.362,27.025,26.687,26.349,26.01,25.671,25.331,24.992,
BHR,17.68,17.663,17.645,17.628,17.611,17.5,17.239,16.981,16.725,16.474,16.225,15.979,15.735,15.496,15.259,15.025,14.794,14.566,14.341,14.118,13.899,13.683,13.469,13.258,13.05,12.845,12.643,12.443,12.246,12.051,11.86,11.671,11.602,11.605,11.608,11.612,11.615,11.618,11.621,11.624,11.628,11.631,11.627,11.617,11.601,11.578,11.548,11.512,11.47,11.421,11.366,11.305,11.238,11.165,11.085,11.001,10.91,10.814,10.713,
BHS,40.288,39.546,38.807,38.074,37.358,36.657,35.96,35.27,34.584,33.907,33.236,32.571,31.912,31.262,30.619,29.983,29.353,28.734,28.121,27.516,26.898,26.157,25.429,24.715,24.013,23.326,22.653,21.993,21.346,20.716,20.162,19.933,19.707,19.482,19.26,19.039,18.82,18.604,18.389,18.176,17.993,17.951,17.908,17.866,17.824,17.782,17.74,17.698,17.657,17.615,17.573,17.524,17.468,17.404,17.332,17.254,17.168,17.075,16.975,
BIH,80.96,80.314,79.563,78.791,77.996,77.183,76.348,75.491,74.613,73.717,72.799,71.906,71.125,70.334,69.529,68.712,67.882,67.043,66.192,65.33,64.457,63.718,63.393,63.067,62.739,62.411,62.081,61.75,61.417,61.085,60.751,60.422,60.113,59.804,59.494,59.183,58.87,58.558,58.245,57.931,57.616,57.302,56.986,56.67,56.352,56.035,55.718,55.399,55.08,54.761,54.442,54.122,53.801,53.481,53.16,52.827,52.482,52.124,51.755,
BLR,67.599,66.478,65.337,64.178,63,61.873,60.731,59.578,58.412,57.24,55.99,54.651,53.303,51.954,50.6,49.386,48.171,46.961,45.753,44.598,43.502,42.416,41.336,40.264,39.2,38.167,37.143,36.13,35.128,34.415,34.019,33.626,33.234,32.845,32.459,32.074,31.692,31.313,30.936,30.518,30.027,29.542,29.061,28.585,28.113,27.646,27.184,26.727,26.274,25.828,25.328,24.812,24.303,23.801,23.307,22.819,22.339,21.866,21.405,
BLZ,45.972,46.28,46.59,46.899,47.21,47.519,47.83,48.14,48.451,48.762,49.037,49.195,49.354,49.512,49.671,49.829,49.988,50.146,50.305,50.463,50.626,50.817,51.008,51.199,51.39,51.581,51.772,51.963,52.154,52.345,52.535,52.729,52.941,53.152,53.363,53.575,53.786,53.997,54.207,54.418,54.602,54.619,54.636,54.653,54.67,54.687,54.704,54.721,54.738,54.755,54.772,54.772,54.754,54.718,54.665,54.594,54.505,54.399,54.276,
BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BOL,63.238,62.941,62.643,62.344,62.043,61.743,61.441,61.138,60.834,60.53,60.224,59.918,59.611,59.304,58.996,58.686,58.376,57.554,56.558,55.557,54.549,53.541,52.528,51.514,50.496,49.481,48.465,47.451,46.437,45.429,44.423,43.421,42.459,41.921,41.385,40.85,40.318,39.788,39.261,38.736,38.213,37.694,37.217,36.752,36.289,35.83,35.372,34.918,34.465,34.016,33.57,33.126,32.685,32.301,31.953,31.607,31.262,30.92,30.575,
BRA,53.861,52.878,51.901,50.922,49.941,48.963,47.984,47.007,46.03,45.06,44.091,43.106,42.121,41.145,40.174,39.211,38.255,37.311,36.375,35.449,34.532,33.63,32.738,31.858,30.99,30.138,29.297,28.471,27.658,26.861,26.078,25.31,24.556,23.819,23.097,22.39,21.698,20.952,20.219,19.504,18.808,18.447,18.12,17.797,17.479,17.166,16.857,16.552,16.251,15.956,15.665,15.369,15.077,14.791,14.508,14.23,13.958,13.691,13.431,
BRB,63.223,63.151,63.078,63.005,62.932,62.859,62.786,62.713,62.64,62.567,62.45,62.191,61.93,61.669,61.408,61.145,60.882,60.619,60.354,60.09,59.898,60.172,60.446,60.72,60.993,61.264,61.536,61.806,62.077,62.346,62.63,62.994,63.357,63.717,64.076,64.434,64.79,65.144,65.497,65.848,66.173,66.371,66.569,66.766,66.963,67.159,67.354,67.549,67.744,67.937,68.13,68.3,68.447,68.571,68.672,68.751,68.807,68.841,68.853,
BRN,56.599,54.772,52.93,51.08,49.224,47.375,45.531,43.7,41.882,40.092,38.325,36.588,36.264,36.111,35.959,35.807,35.655,35.504,35.353,35.202,35.051,34.901,34.751,34.601,34.452,34.303,34.154,34.006,33.857,33.71,33.562,33.415,32.922,32.396,31.874,31.356,30.842,30.334,29.83,29.331,28.836,28.348,27.954,27.579,27.206,26.837,26.471,26.108,25.748,25.392,25.039,24.69,24.344,24.003,23.668,23.337,23.01,22.688,22.371,
BTN,96.404,96.208,96.001,95.783,95.554,95.313,95.06,94.793,94.513,94.219,93.911,93.587,93.246,92.89,92.516,92.124,91.712,91.283,90.832,90.361,89.868,89.354,88.816,88.255,87.668,87.059,86.423,85.76,85.071,84.355,83.612,82.839,82.038,81.209,80.351,79.463,78.544,77.599,76.623,75.617,74.582,73.52,72.43,71.312,70.165,69.035,68.288,67.531,66.764,65.99,65.207,64.415,63.629,62.851,62.082,61.322,60.572,59.833,59.105,
BWA,96.94,96.903,96.866,96.829,96.682,96.161,95.563,94.876,94.088,93.19,92.166,91.002,90.305,89.619,88.89,88.116,87.295,86.428,85.511,84.543,83.521,82.448,80.511,78.277,75.861,73.276,70.517,67.599,64.533,61.352,58.067,54.708,53.557,52.714,51.867,51.019,50.17,49.323,48.475,47.628,46.781,45.938,45.43,44.971,44.512,44.056,43.6,42.072,40.556,39.063,37.588,36.135,35.232,34.428,33.632,32.845,32.067,31.3,30.554,
CAF,79.9,79.249,78.582,77.9,77.197,76.481,75.748,75,74.185,73.355,72.508,71.644,70.762,69.867,68.955,68.029,67.425,67.103,66.779,66.454,66.126,65.798,65.468,65.136,64.802,64.468,64.132,63.794,63.455,63.256,63.175,63.094,63.013,62.932,62.851,62.769,62.688,62.606,62.525,62.443,62.361,62.28,62.198,62.116,62.034,61.931,61.807,61.661,61.494,61.306,61.096,60.865,60.612,60.337,60.041,59.723,59.382,59.02,58.636,
CAN,30.939,30.332,29.506,28.693,27.893,27.108,26.358,25.845,25.338,24.839,24.346,23.91,24.029,24.149,24.269,24.389,24.497,24.457,24.417,24.377,24.337,24.288,24.126,23.965,23.805,23.646,23.498,23.478,23.458,23.438,23.418,23.38,23.113,22.848,22.586,22.325,22.049,21.66,21.276,20.897,20.522,20.19,20.112,20.033,19.955,19.878,19.787,19.604,19.422,19.242,19.063,18.904,18.863,18.822,18.782,18.741,18.7,18.65,18.589,
CEB,55.49210729,54.79266193,54.13263148,53.46507911,52.79030615,52.11886997,51.49460372,50.93219354,50.36149606,49.78484709,49.21972381,48.57334383,47.85353101,47.13404167,46.41456995,45.70553382,45.00774554,44.29493227,43.56572364,42.89594207,42.29773731,41.8426406,41.44543773,41.04746351,40.64889669,40.25536465,39.87088613,39.49033268,39.10827261,38.81686071,38.60815109,38.39668763,38.30658067,38.33476135,38.3632464,38.39076939,38.41275234,38.43682206,38.46598177,38.49493021,38.52381264,38.5045467,38.44423925,38.39784431,38.35181895,38.29730778,38.23610455,38.15815457,38.07545945,38.01395312,37.97393498,37.93606551,37.91822303,37.90318626,37.88635486,37.85931675,37.81552091,37.75144624,37.66792394,
CHE,29.076,28.757,28.461,28.166,27.873,27.583,27.294,27.007,26.721,26.439,26.157,26.008,25.954,25.9,25.846,25.792,25.738,25.684,25.63,25.576,25.523,25.534,25.594,25.654,25.714,25.773,25.833,25.893,25.954,26.014,26.074,26.131,26.185,26.238,26.292,26.346,26.4,26.454,26.508,26.562,26.617,26.625,26.599,26.573,26.548,26.522,26.496,26.47,26.444,26.419,26.393,26.369,26.347,26.326,26.304,26.282,26.261,26.239,26.203,
CHI,61.3,61.564,61.828,62.091,62.354,62.615,62.876,63.136,63.396,63.654,63.912,64.197,64.606,65.011,65.415,65.817,66.217,66.613,67.008,67.401,67.791,68.091,68.11,68.129,68.149,68.168,68.187,68.293,68.398,68.503,68.608,68.738,68.924,69.109,69.294,69.478,69.6,69.584,69.568,69.551,69.535,69.505,69.443,69.381,69.319,69.257,69.195,69.133,69.071,69.008,68.946,68.909,68.941,68.973,69.005,69.038,69.07,69.086,69.086,
CHL,32.164,31.34,30.565,29.8,29.045,28.304,27.573,26.854,26.146,25.453,24.773,24.117,23.472,22.841,22.222,21.614,21.018,20.435,19.864,19.305,18.757,18.222,17.774,17.641,17.508,17.376,17.245,17.115,16.986,16.857,16.729,16.602,16.436,16.104,15.777,15.455,15.139,14.828,14.523,14.222,13.927,13.637,13.394,13.335,13.275,13.217,13.158,13.1,13.041,12.983,12.926,12.868,12.811,12.754,12.697,12.64,12.578,12.51,12.436,
CHN,83.797,83.292,82.774,82.243,81.701,81.914,82.085,82.215,82.344,82.472,82.6,82.708,82.816,82.816,82.708,82.6,82.54,82.48,82.1,81.383,80.642,79.882,79.098,78.455,77.797,77.126,76.441,75.741,75.026,74.299,73.558,72.688,71.8,70.897,69.976,69.039,68.084,67.117,66.133,65.135,64.123,62.907,61.575,60.224,58.856,57.478,56.132,54.801,53.461,52.12,50.774,49.489,48.235,46.987,45.741,44.5,43.264,42.04,40.848,
CIV,82.321,81.089,79.79,78.425,76.993,75.5,74.794,74.074,73.341,72.596,71.837,71.066,70.281,69.487,68.679,67.771,66.406,65.017,63.6,63.386,63.171,62.956,62.74,62.524,62.307,62.09,61.873,61.654,61.392,61.024,60.655,60.284,59.912,59.539,59.165,58.79,58.413,58.036,57.658,57.259,56.845,56.432,56.017,55.601,55.183,54.766,54.348,53.929,53.509,53.09,52.67,52.249,51.828,51.407,50.986,50.556,50.119,49.674,49.221,
CMR,86.063,85.512,84.942,84.353,83.745,83.12,82.475,81.81,81.125,80.423,79.7,78.416,77.073,75.676,74.22,72.708,71.322,70.531,69.726,68.909,68.079,67.239,66.387,65.524,64.65,63.768,62.876,62.059,61.489,60.918,60.343,59.765,59.183,58.601,58.015,57.427,56.836,56.245,55.652,55.056,54.458,53.861,53.262,52.662,52.06,51.459,50.857,50.254,49.65,49.046,48.441,47.836,47.231,46.627,46.024,45.422,44.821,44.223,43.626,
COD,77.7,77.477,77.251,77.024,76.796,76.566,76.334,76.101,75.866,75.63,75.392,75.153,74.911,74.669,74.425,74.179,73.932,73.683,73.433,73.181,72.928,72.673,72.417,72.16,71.9,71.487,71.07,70.65,70.225,69.798,69.367,68.933,68.494,68.054,67.61,67.162,66.711,66.258,65.801,65.341,64.878,64.413,63.945,63.474,63,62.519,62.029,61.53,61.024,60.509,59.987,59.456,58.918,58.373,57.82,57.26,56.693,56.12,55.54,
COG,68.399,67.682,66.955,66.22,65.476,64.727,63.969,63.204,62.431,61.655,60.871,60.081,59.285,58.486,57.643,56.736,55.823,54.909,53.99,53.068,52.143,51.219,50.293,49.367,48.44,47.779,47.358,46.936,46.515,46.095,45.676,45.257,44.838,44.42,44.004,43.587,43.168,42.701,42.234,41.769,41.305,40.844,40.383,39.924,39.467,39.012,38.559,38.107,37.654,37.2,36.744,36.288,35.831,35.373,34.915,34.457,33.999,33.541,33.084,
COL,53.732,52.298,50.857,49.416,47.973,47.18,46.413,45.648,44.883,44.123,43.365,42.61,41.857,41.11,40.393,39.694,38.997,38.307,37.621,36.939,36.262,35.592,34.927,34.267,33.613,32.966,32.434,31.949,31.468,30.992,30.519,30.051,29.585,29.126,28.672,28.223,27.777,27.338,26.902,26.47,26.043,25.621,25.203,24.789,24.38,23.976,23.577,23.184,22.796,22.413,22.036,21.665,21.299,20.939,20.585,20.236,19.892,19.554,19.222,
COM,87.449,86.652,85.811,84.926,83.996,83.022,82,81.66,81.315,80.965,80.61,80.25,79.885,79.516,79.141,78.761,78.375,77.986,77.59,77.19,76.785,76.351,75.905,75.452,74.994,74.531,74.062,73.587,73.107,72.622,72.131,71.634,71.565,71.61,71.654,71.699,71.743,71.787,71.832,71.876,71.92,71.964,72.008,72.053,72.097,72.125,72.137,72.133,72.114,72.079,72.027,71.96,71.877,71.777,71.662,71.53,71.381,71.216,71.035,
CPV,83.321,83.052,82.776,82.497,82.213,81.927,81.637,81.343,81.046,80.745,80.441,80.1,79.728,79.351,78.969,78.581,78.188,77.791,77.388,76.98,76.482,75.005,73.465,71.867,70.208,68.5,66.115,63.645,61.098,58.496,55.88,54.956,54.027,53.098,52.166,51.232,50.296,49.363,48.428,47.495,46.565,45.709,44.854,44.003,43.154,42.311,41.471,40.637,39.806,38.984,38.179,37.678,37.179,36.683,36.19,35.7,35.216,34.739,34.268,
CRI,65.746,65.671,65.596,65.394,64.803,64.209,63.61,63.007,62.399,61.788,61.173,60.555,59.932,59.345,58.998,58.651,58.302,57.954,57.604,57.253,56.901,56.55,56.197,55.844,55.458,54.555,53.647,52.736,51.823,50.911,49.997,49.083,48.168,47.257,46.347,45.439,44.533,43.633,42.736,41.843,40.948,39.59,38.247,36.92,35.612,34.328,33.065,31.826,30.61,29.425,28.264,27.132,26.054,25.03,24.059,23.138,22.265,21.44,20.66,
CSS,65.01672199,64.49142117,63.96033338,63.42369601,62.88591466,62.35967058,61.82864117,61.29558264,60.76188314,60.2331463,59.72054943,59.2590774,58.70266954,58.05565408,57.41177112,56.76932994,56.1269818,55.48734672,54.84623034,54.20347516,53.58522445,53.26760197,52.94084525,52.73619794,52.52501112,52.30862477,52.08611301,51.8586351,51.63117477,51.40988111,51.20282539,51.02644986,50.88067496,50.74172211,50.60516291,50.46610517,50.32404941,50.18068826,50.03526192,49.88971421,49.75193209,49.6739694,49.63645179,49.61621567,49.59841113,49.59067099,49.58349761,49.57756687,49.57251168,49.56960013,49.56594253,49.54376032,49.4819747,49.40868534,49.31986382,49.21531597,49.09360741,48.95537832,48.80063842,
CUB,41.599,41.412,41.224,41.037,40.85,40.663,40.477,40.291,40.105,39.919,39.734,39.024,38.2,37.386,36.577,35.776,34.982,34.198,33.421,32.654,31.894,31.147,30.586,30.075,29.567,29.067,28.57,28.079,27.592,27.112,26.636,26.324,26.173,26.023,25.873,25.723,25.574,25.382,25.145,24.911,24.677,24.445,24.215,24.053,23.959,23.866,23.773,23.68,23.587,23.495,23.403,23.311,23.219,23.173,23.139,23.104,23.07,23.023,22.963,
CUW,25.29,24.898,24.51,24.125,23.745,23.369,22.997,22.63,22.266,21.907,21.552,21.201,20.854,20.512,20.173,19.839,19.509,19.183,18.862,18.544,18.231,17.922,17.617,17.316,17.018,16.726,16.437,16.152,15.871,15.595,15.322,15.053,14.556,13.776,13.031,12.32,11.642,10.998,10.385,9.802,9.248,8.989,9.106,9.225,9.345,9.466,9.589,9.713,9.839,9.966,10.095,10.225,10.346,10.456,10.557,10.648,10.728,10.797,10.855,
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CYP,64.372,63.825,63.326,62.824,62.319,61.812,61.302,60.79,60.274,59.758,59.239,58.717,58.193,57.243,54.993,52.723,50.437,48.157,45.881,43.622,41.386,39.191,37.036,36.178,35.748,35.322,34.898,34.476,34.055,33.639,33.224,32.812,32.402,32.208,32.085,31.962,31.839,31.717,31.595,31.473,31.352,31.231,31.306,31.447,31.59,31.732,31.875,32.018,32.161,32.305,32.449,32.594,32.739,32.863,32.969,33.054,33.119,33.164,33.19,
CZE,40.452,39.937,39.445,38.956,38.468,37.984,37.502,37.022,36.544,36.07,35.598,34.705,33.516,32.351,31.206,30.083,28.982,27.908,26.858,25.833,24.833,24.519,24.548,24.577,24.606,24.635,24.664,24.693,24.722,24.751,24.78,24.842,24.97,25.099,25.228,25.357,25.487,25.618,25.749,25.88,26.012,26.123,26.191,26.26,26.329,26.398,26.467,26.537,26.606,26.676,26.745,26.815,26.803,26.71,26.616,26.523,26.43,26.325,26.208,
DEU,28.616,28.303,28.238,28.174,28.109,28.045,27.981,27.917,27.853,27.789,27.726,27.668,27.611,27.554,27.497,27.44,27.383,27.326,27.27,27.213,27.156,27.011,26.893,26.897,27.057,27.289,27.383,27.164,27.001,27.024,26.882,26.731,26.64,26.503,26.29,26.078,25.867,25.658,25.449,25.242,25.035,24.83,24.626,24.423,24.221,24.02,23.821,23.622,23.425,23.229,23.034,22.84,22.83,22.82,22.81,22.8,22.776,22.739,22.688,
DJI,49.675,48.552,47.381,46.213,45.048,43.891,42.74,41.596,40.46,39.336,38.223,37.122,36.032,34.96,33.901,32.858,31.83,30.822,29.831,28.859,27.904,26.972,26.058,25.496,25.285,25.075,24.866,24.659,24.452,24.247,24.043,23.886,23.839,23.793,23.746,23.7,23.653,23.607,23.561,23.515,23.468,23.422,23.376,23.33,23.284,23.239,23.193,23.147,23.101,23.056,23.001,22.936,22.862,22.778,22.686,22.583,22.472,22.352,22.223,
DMA,62.154,62.088,62.021,61.954,61.887,61.82,61.753,61.686,61.619,61.552,61.317,60.53,59.736,58.939,58.136,57.329,56.516,55.703,54.885,54.065,53.241,52.207,50.476,48.743,47.01,45.29,43.578,41.882,40.202,38.55,36.921,35.518,35.431,35.344,35.256,35.169,35.082,34.995,34.908,34.821,34.735,34.618,34.311,34.006,33.701,33.399,33.097,32.797,32.498,32.201,31.906,31.611,31.315,31.018,30.72,30.421,30.12,29.819,29.517,
