country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BHR,,,,,,,,,,,,,,,,,,25.19845009,25.45615959,,,22.40541077,20.07691956,20.30736923,18.47460938,18.78650093,,19.38427925,17.85902977,16.50764084,15.34045029,17.14259911,16.60403061,16.44732094,17.11717987,17.93824005,,,,,,,,,,,,,,,,10.38663,9.61612,9.99168,9.85905,9.86281,9.79181,10.1467,10.23948,
BHS,,,,,,,,,,,,33.41965866,,32.74860001,,,,,,,,27.63850975,,21.00988007,22.11094093,20.1986599,,19.14147949,,,,,,,16.07436943,20.62001038,,20.68787003,,15.60023022,,,14.85386,,14.17409,13.56829,12.78195,12.27296,12.66532,12.32878,12.1276,11.08709,14.44392,12.30538,12.50237,11.79222,11.75808,,,
BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12966,10.64639,10.14673,9.73102,9.34286,9.1229,
BLR,,,,,,,,,,,,,13.58576012,13.88498974,14.04277039,13.82649994,12.53199005,13.61812019,13.66541958,12.02702999,12.11573029,,,,,,,,,,,,13.40997028,12.90293026,12.58100986,12.54100037,,,,,,,,,,,,,,,,,,7.73805,8.05511,8.36258,8.29763,8.35604,8.56276,
BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87981987,23.32831,22.88462,,22.85246,19.03272,18.73235,17.27972,16.96826,16.95913,16.73931,16.83616,16.31748,16.52241,17.38091,,16.30319,18.40628,16.5581,16.72317,
BMU,,,,,,,,,,,,14.17940044,13.68552971,14.3393898,14.09626961,14.46154022,,11.5729599,13.04207993,,,,,,,,,,,,,,,,,,,,,,,7.07907,7.01229,6.78311,6.86143,6.97361,6.04819,,,,5.35515,6.44776,6.39032,5.31847,4.97932,6.33229,,,,
BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.39546967,,,,,,,,,,,,29.80151,28.46626,21.6833,20.94361,20.84395,20.01377,20.58499,,
BRA,,,,,,,,,,,13.24273968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.12073,16.73021,16.01712,15.42777,,18.55159,17.19542,17.13865,16.66361,16.34985,15.97387,17.26308,16.69174,16.45139,16.60114,16.72391,,
BRB,,,,,,,,,,,,,,,23.39694977,,20.42576027,20.02584076,19.78972054,20.26565933,,23.41024017,22.57271004,22.86186981,20.2595005,19.80331039,,,,17.16543007,19.61111069,,,,,,,,,17.75691032,17.29712,17.24463,15.74057,15.16799,16.85127,15.88872,14.58392,,,,,,,,,17.53754,18.63678,18.45852,17.93859,
BRN,,,,,,,,,,,19.42300987,17.12771988,16.07682991,15.57464027,15.95343018,18.68798065,15.61802006,15.02816963,14.42004013,13.23746014,12.34323978,11.61833954,,,11.05163956,10.80930042,10.0370903,,,,,11.83195019,11.9377203,12.07102966,11.95648956,,,,10.61520958,11.01632023,10.85358,10.95232,11.20533,10.63001,10.19265,10.09195,10.78425,10.80323,10.54877,10.45838,,9.93749,10.09168,9.75452,9.14518,8.83654,8.56453,8.71672,8.26843,
BTN,,,,,,,,,,,,,,,,,,,,,,,,13.4467001,10.10671043,,,,,,,,,,,,,,,31.07947922,,,,,,28.11474,21.87633,,23.74567,20.64367,21.40321,20.53927,19.88922,13.7798,14.29917,12.14578,11.41873,11.0089,10.81456,
BWA,,,,,,,,,,,14.72237968,14.78571033,15.05230045,17.80401993,16.84318924,16.61162949,17.69021988,19.28447914,16.85346031,,18.44239044,15.97912025,,,19.74568939,21.57851028,19.37220001,19.29560089,17.17605972,17.62651062,16.6219101,18.08859062,17.98925018,17.83201981,16.77845001,16.66176987,,,17.06237984,16.65829086,16.40179,15.72677,15.23473,14.83252,13.82745,13.77713,13.87902,13.82065,,,,,,,,,,,,
CAF,,,,,,,,,,,,21.77412987,26.4727993,,,35.6844902,,35.33996964,45.53501892,46.44857025,,62.44612885,,55.47895813,,64.77591705,64.28742218,54.91873932,,43.09886169,37.31739044,,,,,,,,,,,,,,,,,,,80.05232,,66.81707,68.13149,,,,34.62948,31.63737,,
CAN,,,,,,,,,,,,,,,,,17.94775963,,,,,,,17.95956039,17.79462051,15.15464973,14.86849022,14.62825012,14.3385601,14.35412025,14.21436024,13.96798992,14.04705048,17.82305908,18.06949043,18.51820946,18.7986393,,,,,,,,,,,,,,,,,,,,,,,
CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27194977,14.29636955,13.94180965,13.35406971,13.06805038,12.57666016,12.48843956,12.36865997,12.11849976,12.04333973,12.07769966,12.14472008,12.11240959,12.33860016,12.35431004,12.62796021,11.99927998,11.46597958,11.28617001,11.19382954,11.12594032,10.85999012,10.70796,10.16726,9.96592,10.41704,10.39318,10.14677,10.0146,9.9961,10.02635,
CHE,,,,,,,,,,,,,,,,,,,,16.0728302,15.81711006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32916,9.27359,,,9.7742,9.82943,,
CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0089798,29.3532,,32.55556,,25.19256,24.76865,24.41269,23.71092,23.32647,22.40762,21.86571,21.0574,20.04352,21.00122,20.06238,19.44185,,18.36688,,
CHN,,,,,,,,,,,20.59746933,21.83942986,23.00333023,21.2371006,19.93684006,20.09416962,20.9592495,21.02231026,20.91990089,20.22542953,18.88137054,17.9021492,16.66646957,16.38345909,16.41877937,17.0783596,16.99970055,16.89916992,16.35938072,15.31392002,14.6069603,14.42533016,14.52493954,14.5892601,14.48036003,15.07365036,15.56383991,16.18688965,,,17.10846,18.9229,18.92909,18.61115,,,17.54954,16.36853,15.99176,15.71505,15.46166,15.15325,14.50326,15.14167,14.27963,13.81544,13.49871,13.30917,13.25879,
CIV,,,,,,,,,,,,21.26074982,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39520073,,,,,,,,,,,,,,,22.30057,,25.83658,26.31551,27.28114,
CMR,,,,,,,,,,,,,22.15892029,23.76843071,23.71087074,24.98599052,29.9296608,25.80497932,26.21336937,26.40818977,25.4191494,26.22562981,26.65088081,28.2706604,28.40674019,25.64402008,30.97693062,28.9354496,24.46946907,24.23682022,25.87655067,25.24077034,,,,,,,22.80566978,22.80578041,23.61911,19.57891,,,16.44847,16.17013,16.17031,21.89841,26.3006,,,24.12545,21.43342,19.57763,20.4254,19.86712,19.25706,,,
COD,,,,,,,,,,,,,22.69642067,23.56192017,23.14583015,,,,,23.58637047,,,,,21.10153961,,,20.00556946,,,,,20.16941071,20.35371017,22.61182022,,,,,,,,,,,,,15.67164,16.57498,16.01028,15.96033,15.21755,15.33509,14.20295,14.59321,14.24161,,,,
COG,,,,,,,,,,,,33.04436111,35.31990051,42.16051865,43.1391983,41.04899979,42.31661987,,40.86183929,40.3092308,,36.65917969,39.6195488,,36.40653992,36.64583969,35.21559906,34.42947006,33.88861084,27.75214958,27.12056923,26.70660973,26.48118973,,27.07670975,,29.92472076,,,,,,,28.10852,34.26944,,,,,,,,18.67603,,,,,,,
COL,,,,,,,,,,,17.16568947,18.32271004,19.32062912,18.70960999,19.36182022,19.4541893,19.7537899,20.26675034,20.39188957,20.34494019,20.35816002,20.21891975,20.14648056,20.18309021,20.28568077,20.1501503,19.94919014,19.90077972,19.88935089,19.8784008,,19.85891914,20.58411026,21.08984947,20.94314003,21.04870033,19.15089035,,,17.91692924,19.19542,,20.92474,,24.64723,26.17165,27.36572,25.2348,,26.65632,27.14634,25.58137,25.39509,25.49841,24.90129,26.47999,26.18799,26.01138,,
COM,,,,,,,,,,,,20.20635033,,23.2123909,24.97656059,,,,,,,30.73051071,,,,,,,,,,,,,,,,,,,,,13.03849,11.25978,13.79589,,,,,,,,,8.70555,8.61767,,,5.31356,,
CPV,,,,,,,,,,,,,19.69231033,,,,,,,,17.77840996,18.15760994,17.57619095,,,,,22.97570992,23.92910004,23.68041039,,,,,,,,,,,,23.72641,24.49286,23.68341,22.70406,23.50335,26.01143,19.02441,18.24521,18.21613,17.51193,17.21693,16.7948,17.19012,16.04694,16.40755,16.00499,15.62939,15.42052,
CRI,,,,,,,,,,,16.5451107,,19.43271065,,,22.62892914,19.61741066,,,18.34379959,18.97862053,19.25362968,17.83864975,17.28380013,,17.01663017,17.7237606,18.06674957,17.66259003,18.4734993,18.95093918,19.21685982,19.82895088,19.39863968,19.1946907,19.23876953,18.03307915,18.38003922,18.95821953,19.52729988,18.84161,19.57279,18.75178,,,,17.79432,17.91364,15.64106,15.81656,15.5078,14.92131,,13.96964,14.35946,13.9521,12.73154,,12.42779,
CSS,,,,,,,,,,,,,,24.08116913,23.91797066,23.97944069,23.57599068,23.46998978,23.52860069,23.39985085,23.13106918,23.33638954,22.92588043,22.74880028,22.67359924,23.08993912,21.20892906,21.34546089,21.32332993,21.2077198,21.42852974,22.28004074,21.42841911,20.65390968,19.16637993,20.74039078,20.12174988,18.84692955,18.48484039,18.17007065,17.95788002,17.98539925,17.92168999,18.03790092,17.57752037,17.55283928,17.70684052,17.85103989,17.03912926,16.11808014,15.33728,16.23626,16.41118,15.81603,15.70085,15.36799,15.84117,14.74658,15.1103,
CUB,,,,,,,,,,,,12.51210022,11.33129025,12.06029034,11.91674995,12.81692982,14.87728024,14.02385044,11.73727036,,13.36736965,13.02492046,12.59407043,11.85789013,11.96004963,11.75977039,11.48822975,11.41987991,10.91394043,10.42798042,9.885029793,10.01156998,9.531900406,8.831870079,8.529390335,9.775989532,9.503780365,10.09368992,,11.41028976,11.94651,11.36325,11.62682,11.67132,11.0379,11.05182,10.48547,9.63266,9.67207,9.61048,9.46352,9.03415,8.42905,8.30605,8.88073,9.03784,9.34814,9.47531,9.63133,
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,,,,,,,,,,,,,,,18.61111069,18.97561073,14.10377026,13.66666985,,,12.05000019,10.02414989,,,,,,,,,,,,,,,,,,9.075949669,9.29365,9.77824,10.1342,,11.30126,10.26909,9.17405,,8.85873,,,8.94215,5.27476,,,,,,10.9653,
CYP,,,,,,,,,,,,21.03680038,21.54040909,19.39830971,19.17683029,20.87421989,20.14402008,19.31819916,18.15967941,17.13495064,16.50219917,16.11886024,16.04233932,15.68929958,15.70736027,15.25883961,14.70969009,14.20584011,12.38362026,12.09222031,11.97202015,11.94484997,12.1224699,12.24590969,12.26441002,12.45506954,11.29150963,12.41711044,,12.86734962,13.60329,12.73405,12.14739,12.15002,11.2507,11.29136,11.03958,10.67539,10.22603,9.91354,9.75513,9.72688,9.66547,9.54664,9.72049,10.35338,,,,
CZE,,,,,,,,,,,,12.3550396,12.25761032,11.86956978,12.26972961,11.79553032,12.04358006,12.34222984,12.09457016,11.95963001,11.82050991,,12.57888985,12.61454964,12.77077007,13.00500965,13.14651012,13.12261009,13.03415012,13.40767956,13.33034039,12.93109035,12.30383015,11.44019985,11.31521988,11.78501987,10.41088963,,,,,10.80581,10.80932,10.75753,10.30692,10.44984,10.54638,11.55325,11.32133,11.15314,10.97634,11.32691,11.19134,11.54847,,,,,,
DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.89992046,15.33458996,15.05811024,15.28989983,15.45464039,15.24355984,15.36929035,14.36311,14.25652,14.34856,14.18665,14.02409,13.88037,13.78121,13.45986,13.23877,13.23832,12.90596,12.87907,12.74469,12.55628,12.20459,12.13371,12.01027,11.97424,,
DJI,,,,,,,,,,,,,13.14999962,17.25773048,18.11321068,15.30496025,13.47297001,,,,,18.46402931,18.41527939,18.89171982,18.95508957,19.51917076,23.00979996,25.24605942,25.42499924,27.56036949,27.90243912,,25.06500053,24.65822983,20.36078072,,18.88534927,,,22.81028938,,,31.85714,,,,31.29783,34.25269,,29.71343,,27.89546,26.55834,25.13412,24.54023,22.77297,23.75349,22.727,25.41709,26.83286
DMA,,,,,,,,,,,,,,29.16227913,23.96349907,23.80224037,,24.96552086,,,,,,,,,,,,,,,,,,,,,,18.95212936,21.4711,19.93583,16.93002,16.7913,16.80225,15.07258,16.42857,15.95096,14.44466,13.76718,13.2407,12.16262,,,10.97481,10.69423,,,,
DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.610289574,8.410300255,8.875889778,,,9.580309868,9.56346035,9.5577,10.05266,,,,,,,,,,,,,11.29034,,,,,
DOM,,,,,,,,,,,,27.04820061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.03779,26.43142,,29.02851,24.46806,26.94102,28.19246,28.72223,29.17577,27.63296,,22.09344,,18.64652,,
DZA,,,,,,,,,,,,21.09646034,,,,25.7975502,25.76695061,27.08378983,26.72385025,25.88182068,25.04319954,24.99682045,24.17176056,,23.44037056,23.20191002,22.17753029,20.91735077,19.81810951,18.66765022,17.91279984,17.1273098,17.0139904,16.9836998,16.76370049,16.84403038,16.92098045,17.23117065,,,,,,,,,,,,,,,,,,,,,,
EAP,,,,,,,,,,,20.30554008,21.2344799,21.94234085,20.90398979,20.10993958,20.39019012,21.20685005,21.18840027,21.00015068,20.39096069,19.23390961,18.4147892,17.55114937,17.31104088,17.30607033,17.60679054,17.4539299,17.29038048,16.79727936,15.97752953,15.0541296,15.04778004,15.28672028,15.47084999,15.56814003,16.12459946,16.56254959,17.05356026,17.28103065,17.26358032,17.89192963,19.12001991,19.00189972,18.89369965,18.76104927,18.26885033,17.66666985,16.85046005,16.35692024,16.25090027,15.92361,16.16995,16.00089,16.30567,15.83737,15.34908,14.90642,15.01544,14.98305,
EAR,,,,,,,,,,,19.8966198,19.92149925,19.71698952,19.72595978,19.96553993,20.23241997,20.35320091,20.44524002,20.58699989,20.58798981,20.74692917,20.66929054,20.93392944,20.78144073,20.88773918,20.79686928,20.87202072,20.68663979,20.6195507,20.78462029,20.71398926,21.03219986,21.46075058,21.91824913,22.22826004,22.46035004,22.61315918,22.80091095,23.11656952,23.2630291,23.36436081,23.5354805,23.2385807,23.24171066,23.36676025,22.52326965,21.98052979,21.6248703,20.99555969,20.5362606,20.53655,21.22642,21.49801,22.61324,22.76992,22.50503,21.60483,21.33877,21.40841,
EAS,,,,,,,,,,,20.40193939,20.95484924,21.6182003,20.75157928,20.1527195,20.30488014,20.97377968,21.03199959,20.90133095,20.3800106,19.44001007,18.79677963,18.1053791,17.86809921,17.8651104,18.12278938,18.02459908,17.85183907,17.36401939,16.61416054,15.72451019,15.62528038,15.71086025,15.73884964,15.75395966,16.17136955,16.58288002,17.07574081,17.18786049,17.12581062,17.62005997,18.62108994,18.47374916,18.35884094,18.22422028,17.81257057,17.30809021,16.57691002,16.13149071,16.03023911,15.73194,15.90186,15.72679,15.97076,15.53039,15.08599,14.67212,14.74875,14.75977,
ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99868965,11.03682041,11.00527,11.02591038,11.07973003,11.10608959,11.16248989,11.27828026,11.34348011,11.3914299,11.33057022,11.29528999,11.04547024,10.88613987,10.75370026,10.72109032,10.83323,10.89878,10.75538,11.15565,10.97322,10.77056,10.54213,10.4964,10.48524,
ECS,,,,,,,,,,,,,,,,,,,,,12.36023998,12.32310009,12.30070019,12.26511955,12.24028969,12.19845009,12.21131039,12.12707043,12.04518986,11.98042965,11.8114996,11.66954041,11.59965992,11.55624008,11.57793045,11.65361023,11.57203007,11.58784962,11.69390965,11.75440025,11.67827988,11.67945004,11.73311996,11.76852036,11.60134983,11.4975996,11.35737038,11.18130016,11.1293602,11.11394024,11.18062,11.14743,11.10405,11.51975,11.44363,11.29639,11.09253,11.08297,11.08115,
ECU,,,,,,,,,,,,13.80515003,14.84428024,15.14367008,15.26902008,15.96879005,16.36202049,16.29472923,16.58448029,13.91950035,17.03820038,16.97743034,17.0141201,16.49681091,16.04356003,16.03754044,15.37123966,15.07604027,14.41024017,,,,,12.98818016,,,11.95740032,,11.55459023,,13.57916,13.57838,13.57727,13.27407,13.34317,13.90459,14.36216,14.65735,,20.52053,19.9457,20.90102,21.96425,23.0055,23.03294,22.35071,21.94529,20.99927,,
EGY,,,,,,,,,,,,24.97571945,26.6273098,,28.32379913,28.54113007,27.62265968,29.68932915,28.12014961,26.77594948,25.09147072,24.00976944,25.50856018,22.71702003,22.80883026,,20.39982986,19.4077301,17.95310974,,21.3089695,19.20262909,18.66077995,18.59011078,19.8404808,18.42119026,16.64192009,15.82050037,,16.89776993,16.94733,16.96453,17.3925,17.2801,17.07949,,,,,12.13411,,,,,,,14.79149,15.21374,15.16281,
EMU,,,,,,,,,,,14.79804039,14.8111496,14.69180965,15.21397018,15.01288986,14.77264023,14.52997971,14.34877968,14.33292961,14.1580801,14.00067043,13.86248016,13.73276997,13.63992977,13.52484989,13.36573029,13.3803196,13.24880981,13.05300045,12.91182041,12.55881023,12.33108997,12.24719048,12.22488022,12.36015034,12.70878983,12.68140984,12.62998962,12.40810966,12.30762005,11.96364975,11.77875996,11.72299004,11.73991013,11.62292957,11.53660011,11.60190964,11.38973999,11.38712978,11.40097046,11.42377,11.46512,11.55823,11.75595,11.74737,11.73668,11.42687,11.42341,11.42415,
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84212875,31.75370026,33.75069046,36.56269836,43.01641846,,50.65539932,54.06198,52.44428,49.31321,53.50796,47.83736,51.34769,54.39016,43.21571,,42.89777,38.68424,39.49376,37.88873,38.48073,40.59032,38.88105,,36.56873,,
ESP,,,,,,,,,,,,25.48497963,26.14024925,,,,,,,,,20.90262985,20.63739014,20.86861038,20.2989006,20.21240044,20.95812035,21.26362991,20.94972992,20.01398087,17.18293953,16.65279007,16.21172905,16.42034912,16.2267704,15.8660202,15.19958973,,,11.92943954,11.38215,10.87339,11.04805,11.10863,11.00715,11.09815,10.9525,10.80633,10.80427,10.54833,10.80488,11.05291,11.35027,12.01328,11.90957,11.98294,11.60931,11.56883,,
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.44151974,10.33069992,8.817029953,10.11785984,,,10.46366024,9.79109,10.05493,,,,,,9.92589,9.40907,9.44342,8.76124,8.77001,8.37591,8.09777,,,8.78266,9.18187,,
ETH,,,,,,,,,,,,27.67226028,26.93055916,28.02032089,27.69488907,,,,,,,,,,,,42.00043869,,43.98482895,40.12733078,,37.13777924,33.00619888,31.89491081,32.17663956,32.03765869,31.52870941,,,,,,,,,,,,46.22677,47.41352,43.07495,40.33126,40.35064,,,,,,,
EUU,,,,,,,,,,,14.13401985,14.14939022,14.08625984,14.4000597,14.26873016,14.11159039,13.9636097,13.85659981,13.84076023,13.72527027,13.62763977,13.5575304,13.49670029,13.45514965,13.40386963,13.31816959,13.33374977,13.25333023,13.12370968,13.04592991,12.74244976,12.45697975,12.33178997,12.20248985,12.25209999,12.34869003,12.21103954,12.21568012,12.40997028,12.54051971,12.32524967,12.22443962,12.24923992,12.30226994,12.03164959,11.81861973,11.78431988,11.58689022,11.60797977,11.60223007,11.62734,11.52783,11.57438,12.00959,12.0173,11.91926,11.73981,11.7795,11.79284,
FCS,,,,,,,,,,,21.23292923,21.56804085,21.34211922,21.31949043,21.72929955,22.09177017,22.1722908,22.42721939,22.71138954,22.60605049,22.25489998,22.36961937,22.33805084,21.77676964,21.26306915,21.23337936,20.5123291,19.76473045,19.08296967,18.78712082,18.21574974,18.04888916,18.14291954,18.1030407,18.44518089,18.7755909,19.28461075,19.77132034,20.30442047,20.80825996,20.58019066,20.37022018,20.30776024,20.04689026,20.44043922,20.20305061,20.0969696,19.4944191,19.77397919,19.66233063,19.65396,19.50816,19.40945,19.32296,19.39066,19.17145,19.04124,19.01331,19.02135,
FIN,,,,,,,,,,,,15.80583954,15.62672997,15.20765972,14.59609032,14.05784035,,13.99687958,15.30599976,13.66129017,13.53335953,13.23169994,13.03262043,11.84622002,11.83076,,,,,,,,,,,,,,,12.22099972,12.74229,13.1808,12.77342,12.22628,10.15341,10.25668,9.8669,9.79414,10.03077,9.88786,9.90598,9.50424,9.26577,12.70659,12.75811,,13.24117,13.57979,,
FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95420074,21.32567024,20.21488,19.14833,18.99961,24.62398,22.38328,,23.86738,22.90224,18.72004,,,26.46551,19.2926,,,,,,,
FRA,,,,,,,,,,,,15.80167007,15.49715996,15.56402016,15.43251991,,,14.16079998,14.01968002,13.86532974,13.72830009,,,,,,,,,13.01208019,12.43865013,12.50841045,12.49112034,12.14632034,12.78847027,12.67498016,12.49606991,12.36769009,,12.02546978,11.79826,11.60577,11.46309,11.46728,11.39663,11.43084,12.09852,12.09961,12.27578,12.49659,12.68018,12.69115,12.83299,12.9392,,,,,,
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,,,,,,,,,,,,19.49805069,17.15719032,,,,22.18700981,20.9277401,20.00152016,18.87418938,18.61516953,18.52930069,19.09160042,18.75617027,16.93676949,17.79818916,21.27482986,21.21038055,21.25671959,22.87327003,,,,,,27.58942032,26.0349102,31.26114082,,28.11663055,,,,,,,,,,,,,,,,,,,,
