Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical,pop_0_5,pop_5_10,pop_10_15,pop_15_20,pop_20_25,pop_25_30,pop_30_35,pop_35_40,pop_40_45,pop_45_50,pop_50_55,pop_55_60,pop_60_65,pop_65_70,pop_70_75,pop_75_80,pop_80_200,infected_0_5,infected_5_10,infected_10_15,infected_15_20,infected_20_25,infected_25_30,infected_30_35,infected_35_40,infected_40_45,infected_45_50,infected_50_55,infected_55_60,infected_60_65,infected_65_70,infected_70_75,infected_75_80,infected_80_200,deaths_0_5,deaths_5_10,deaths_10_15,deaths_15_20,deaths_20_25,deaths_25_30,deaths_30_35,deaths_35_40,deaths_40_45,deaths_45_50,deaths_50_55,deaths_55_60,deaths_60_65,deaths_65_70,deaths_70_75,deaths_75_80,deaths_80_200,hospitalisations_0_5,hospitalisations_5_10,hospitalisations_10_15,hospitalisations_15_20,hospitalisations_20_25,hospitalisations_25_30,hospitalisations_30_35,hospitalisations_35_40,hospitalisations_40_45,hospitalisations_45_50,hospitalisations_50_55,hospitalisations_55_60,hospitalisations_60_65,hospitalisations_65_70,hospitalisations_70_75,hospitalisations_75_80,hospitalisations_80_200,critical_0_5,critical_5_10,critical_10_15,critical_15_20,critical_20_25,critical_25_30,critical_30_35,critical_35_40,critical_40_45,critical_45_50,critical_50_55,critical_55_60,critical_60_65,critical_65_70,critical_70_75,critical_75_80,critical_80_200,,,,,,,,,,,,,,,,,,,,
Hungary,2.4,Unmitigated,0,9660.35,7145.368951,61.42477381,303.392312,81.44270312,461.142,447.424,483.361,485.846,517.943,633.747,612.164,644.978,814.684,773.529,648.151,553.237,636.319,670.113,475.771,370.805,431.136,374.2717741,425.7406853,448.1295277,434.3123236,419.5861342,459.1670033,545.1494152,577.0194266,685.6354972,615.137769,488.5207978,386.460269,409.1166351,292.4501628,244.5047592,157.2878051,182.8789664,0.010551732,0.010228207,0.01988167,0.039399077,0.084984234,0.178992022,0.335281609,0.540810881,0.894349113,1.336424326,2.204362166,3.154699523,7.016447253,7.921932122,10.39498414,9.665558344,17.6158874,0.27853006,0.269990267,0.524808523,1.04000125,2.243290832,4.72477566,8.850284876,13.47292411,19.84546098,23.74864968,28.20468915,27.98827777,41.56725573,34.21076565,35.72191646,27.78247703,32.91821396,0.013988566,0.013563067,0.026335311,0.052231937,0.112664672,0.237292056,0.444488019,0.716961391,1.185650625,1.771719151,2.925241049,4.190333213,9.30180864,10.50222342,13.78078586,12.8137708,23.35364535,,,,,,,,,,,,,,,,,,,,
Iceland,2.4,Unmitigated,0,341.25,260.3729181,1.891811709,9.637766666,2.507899464,20.439,22.631,23.213,21.495,22.239,25.559,23.306,23.565,21.816,21.15,20.726,21.385,20.411,17.125,13.941,9.474,12.775,15.84352091,21.16318326,21.15848659,18.92277589,17.12056674,17.86893262,20.57793853,21.04384229,19.20611004,17.61252442,15.94768709,14.60022339,13.37668,8.349960958,7.624240967,4.239537053,5.716707394,0.000446672,0.000508435,0.000938715,0.001716599,0.003467651,0.006965649,0.012655988,0.01972332,0.025052623,0.038264284,0.071961067,0.119182543,0.229413232,0.226184945,0.324140373,0.260525555,0.550664058,0.011790622,0.013420971,0.024778894,0.045312347,0.091534031,0.183869262,0.334074683,0.49135623,0.555913614,0.67996747,0.920737784,1.05737935,1.359103568,0.97677688,1.113894469,0.74884916,1.029007331,0.000592158,0.000674042,0.001245701,0.002280128,0.004597108,0.009234453,0.016778239,0.02614749,0.03321263,0.050727524,0.095423292,0.157869165,0.304136542,0.29985675,0.429717693,0.345382638,0.730023912,,,,,,,,,,,,,,,,,,,,
India,2.4,Unmitigated,0,1380004.385,1194241.971,5513.475898,32891.00931,7311.69176,116879.507,117982.127,126155.952,126045.566,122504.804,117397.269,112176.098,103460.178,90219.894,79440.28,68875.962,59256.268,48890.528,38260.283,24091.443,15083.955,13284.271,99986.20358,109314.7706,116530.17,109860.9806,103453.4106,101830.8061,97433.22548,88300.63047,75152.16513,65836.14176,58264.33173,46686.45409,43267.44684,33223.59952,21141.95492,12739.84234,11219.83712,2.818881042,2.626232706,5.169965869,9.966148717,20.95376415,39.695583,59.92406437,82.75967761,98.02916057,143.033034,262.9073093,381.104466,742.0469677,899.9656481,898.8384796,782.8813517,1080.755164,74.40893282,69.32371081,136.4695309,263.0723351,553.1071423,1047.827284,1581.789832,2061.746344,2175.251087,2541.73869,3363.884142,3381.132681,4396.07895,3886.490493,3088.819825,2250.297645,2019.570681,3.737027812,3.481647691,6.855598679,13.20115747,27.77866921,52.6249541,79.44225013,109.7157433,129.9587604,189.6208762,348.5403676,505.7346777,985.6483423,1193.097837,1191.603546,1037.877542,1432.772762,,,,,,,,,,,,,,,,,,,,
Indonesia,2.4,Unmitigated,0,273523.621,225134.4979,1056.764865,6722.107988,1400.860253,23658.296,24298.15,22984.659,23318.346,22653.27,20918.156,19973.248,21193.374,19680.74,18165.985,15954.982,13200.117,10394.846,7136.365,4617.543,2956.932,2418.612,9667.17908,18682.31719,20623.5692,21172.43237,18919.01253,17715.75438,18193.56175,19079.47749,17435.40688,16328.01557,13555.79954,11701.33305,7952.812426,5932.109831,3733.433953,2443.571838,1998.710883,0.27254388,0.448833329,0.914983209,1.920678375,3.831913554,6.905937657,11.1895317,17.88222119,22.74290165,35.47360983,61.16810539,95.51871888,136.3926179,160.6898453,158.7248724,150.1609495,192.5266013,7.194237334,11.84769037,24.1524475,50.69935834,101.1493086,182.2930753,295.3652704,445.4899443,504.661279,630.3763827,782.6424463,847.4355219,808.0252905,693.9371046,545.451206,431.6194661,359.767959,0.361315185,0.595026685,1.213010232,2.54878573,5.08985662,9.155291799,14.83413438,23.706728,30.15058846,47.02790217,81.09144105,126.6616873,180.6656428,213.0289186,210.4239239,199.0706004,255.2354,,,,,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),2.4,Unmitigated,0,83992.953,69167.81073,335.4901842,2117.417261,444.9493809,7637.559,6928.297,6217.945,5529.983,5556.228,6786.679,8466.702,8272.744,6491.321,5164.295,4618.479,3676.852,3132.274,2264.631,1448.001,906.606,894.357,3156.556435,5387.897294,5600.89809,5080.531125,4785.910921,5750.271448,7489.934247,7213.157543,5702.689257,4715.702163,3996.085115,3336.235806,2444.971485,1884.357069,1172.879207,729.796845,719.9366835,0.088991849,0.129441539,0.248488885,0.460885462,0.969352756,2.241565065,4.60651179,6.760524694,7.438639191,10.24515061,18.03161479,27.23390307,41.93184043,51.04373563,49.86430852,44.84704952,69.34818037,2.349084046,3.416821275,6.559262161,12.16580427,25.58757123,59.16963192,121.5961165,168.4212345,165.0621906,182.0593115,230.7134906,241.61732,248.4151126,220.4317394,171.3565543,128.9074132,129.588603,0.117977627,0.171603221,0.329425999,0.611152755,1.284002292,2.971672131,6.106923539,8.962527714,9.861513658,13.58215766,23.90475714,36.1044137,55.64455352,67.80052258,66.10585416,59.45440259,91.93592062,,,,,,,,,,,,,,,,,,,,
Iraq,2.4,Unmitigated,0,40222.503,31521.15643,91.19700641,646.2046175,120.89155,5380.423,5229.807,4559.181,4151.576,3799.871,3365.719,2927.362,2476.321,2150.018,1786.602,1414.995,926.157,669.716,622.677,331.945,241.773,188.36,1980.979302,3764.951959,3936.28512,3687.703626,3036.221667,2714.74187,2610.898403,2256.835597,1939.290054,1646.977468,1260.939372,885.8300906,587.3469206,545.4576999,288.8443237,212.3869647,165.4659895,0.055849155,0.090451088,0.174636832,0.334533722,0.614965445,1.058257961,1.605773012,2.115216907,2.5296274,3.578159016,5.689761949,7.231086837,10.07313889,14.77543672,12.28005611,13.05147972,15.93857564,1.474228949,2.387604524,4.60981893,8.830549288,16.23296786,27.93438164,42.38690165,52.69523576,56.1320195,63.5849283,72.80018209,64.15370641,59.67589083,63.80754027,42.19988534,37.51489803,29.78387811,0.074039965,0.119912861,0.231518913,0.443496602,0.81607241,1.405664077,2.128797943,2.80417453,3.3535643,4.743617917,7.543002204,9.586355965,13.35739116,19.57154096,16.27985288,17.30254128,21.13000604,,,,,,,,,,,,,,,,,,,,
Ireland,2.4,Unmitigated,0,4937.796,3875.150675,26.31322491,139.2236068,34.89990913,313.653,358.29,356.711,312.036,289.684,277.653,310.946,384.982,395.554,367.674,312.197,288.736,249.848,230.937,196.806,133.857,158.232,246.1428498,336.2272826,326.4863347,276.8185148,232.6138887,212.8355743,279.3388595,341.894267,340.9089905,300.7873085,242.3873883,202.085892,172.4798241,117.7396476,109.6942764,62.65063232,74.05914411,0.006939432,0.008077692,0.01448486,0.025111868,0.047114315,0.082967351,0.171800941,0.32044006,0.444684755,0.653478776,1.09372946,1.649639868,2.958069861,3.189348529,4.663591279,3.849970069,7.133775791,0.18317754,0.213223911,0.382351085,0.662867678,1.243655501,2.190053584,4.534955766,7.98294702,9.867482206,11.61250825,13.99420653,14.63549176,17.52437408,13.77316208,16.0262311,11.06627276,13.33064594,0.009199695,0.010708754,0.019202836,0.033291164,0.062475385,0.109898389,0.227759148,0.424812154,0.589525066,0.866326737,1.449974109,2.186949951,3.921560126,4.232341552,6.194568598,5.103962635,9.457352834,,,,,,,,,,,,,,,,,,,,
Israel,2.4,Unmitigated,0,8655.541,6873.039056,40.28286953,209.4487615,53.3981947,847.828,823.268,737.609,667.454,623.973,573.002,564.708,557.537,543.672,496.505,417.521,377.975,349.957,353.686,288.699,170.961,261.186,612.2194673,764.2953934,669.8929976,584.0524115,471.9705692,417.7954206,505.3567014,507.0377465,483.572207,422.3604633,340.5786095,278.4284416,251.0984884,186.1751742,169.9470953,82.38857064,125.8692989,0.01726012,0.018361815,0.029720406,0.052982899,0.095594335,0.162864593,0.310808016,0.475220621,0.630775939,0.91760387,1.536799671,2.27282891,4.306398587,5.043139928,7.225206437,5.062894328,12.12440906,0.45560883,0.484690152,0.784517718,1.398567816,2.523360914,4.299066831,8.204265925,11.83891003,13.99681522,16.30608814,19.66326481,20.16438219,25.51222363,21.77873725,24.82911155,14.55267667,22.6564738,0.022881967,0.024342624,0.039400887,0.070240146,0.126730706,0.216124906,0.412841134,0.630007034,0.836228908,1.216481369,2.037357488,3.013123052,5.70905518,6.687408149,9.570507092,6.711954447,16.07350961,,,,,,,,,,,,,,,,,,,,
Italy,2.4,Unmitigated,0,60461.828,43873.70094,477.8948675,2147.425997,633.8146175,2324.694,2670.301,2857.357,2876.091,2942.506,3160.93,3365.512,3632.922,4188.984,4833.02,4908.246,4658.946,3953.567,3531.295,3391.798,2637.11,4528.549,1692.612235,2295.37122,2679.917182,2752.331885,2421.400432,2612.822968,2743.378215,3040.470995,3520.807108,3711.549823,3784.464368,3305.252433,2682.207817,2015.843005,1739.433841,1058.367361,1817.470053,0.047719309,0.055145146,0.118896938,0.249680539,0.490437708,1.018528036,1.687251673,2.849678399,4.592572479,8.063568395,17.07671426,26.98098385,46.00049975,54.60544561,73.95106435,65.03817296,175.0685081,1.259628485,1.455646385,3.138475131,6.590714666,12.94586486,26.88564786,44.53765894,70.99247109,101.9084344,143.2919599,218.4955924,239.3734379,272.5189071,235.8129398,254.129656,186.9443526,327.1446096,0.063262115,0.073107017,0.157623718,0.331005189,0.650179264,1.350607669,2.234934112,3.777861006,6.088440622,10.6899938,22.63885508,35.76910755,60.98349243,72.39130348,98.13482462,86.38909625,232.0909235,,,,,,,,,,,,,,,,,,,,
Jamaica,2.4,Unmitigated,0,2961.161,2263.766633,12.28361198,66.43206197,16.28368689,230.823,233.966,226.882,239.718,261.17,254.326,232.494,210.889,178.572,178.858,171.265,149.268,124.125,90.416,70.719,48.802,58.868,187.085057,216.0871181,215.5330007,218.7737595,186.7954339,181.1652624,163.0656964,168.4446271,129.6071046,130.4422904,122.7541158,93.87814756,82.40278163,59.08898481,43.60616152,29.47840759,35.55868403,0.005274433,0.005191385,0.009562316,0.01984628,0.037834108,0.070621661,0.100289806,0.157874558,0.169060674,0.283393833,0.553905852,0.766333233,1.413227234,1.600610929,1.853891756,1.811489888,3.425204035,0.139227203,0.137035103,0.252412637,0.523874113,0.998690019,1.864169717,2.647307007,3.933042066,3.751428781,5.035990982,7.087194023,6.798855876,8.37232516,6.912218453,6.370819383,5.206908324,6.400563125,0.006992384,0.006882322,0.012676931,0.02631052,0.050157107,0.093624128,0.133087013,0.209702078,0.224126209,0.375699484,0.734321249,1.015938984,1.873536521,2.121953115,2.458335651,2.399499237,4.540843951,,,,,,,,,,,,,,,,,,,,
Japan,2.4,Unmitigated,0,126476.458,88640.60296,1055.426381,4424.900502,1400.466951,4778.481,5401.488,5564.526,5702.645,5996.877,6150.448,6789.745,7665.671,8468.421,10004.654,8658.611,7882.904,7496.122,8379.113,9127.318,7058.057,11351.377,3937.771707,5127.362581,5170.079529,5099.652938,4891.532619,4725.118942,6093.695505,6862.336855,7314.7823,7876.825726,6376.098948,5376.105505,4880.191346,3714.302372,4223.298739,2672.807471,4298.639873,0.111016416,0.123182322,0.229375231,0.462620116,0.990745691,1.841941141,3.747787265,6.431718355,9.541467865,17.11288438,28.7709988,43.88548794,83.69643819,100.6135575,179.551202,164.2478038,414.0681536,2.930458202,3.251599019,6.054726667,12.21159323,26.15227098,48.62093053,98.92873342,160.229863,211.723616,304.1009416,368.1233012,389.3490387,495.8394363,434.4984007,617.0199928,472.1104228,773.7551772,0.147175918,0.163305246,0.304086806,0.613302117,1.313444124,2.441884767,4.969719816,8.519452943,12.64926363,22.68680907,38.14213819,58.17964463,110.9576732,133.3847678,238.0338671,217.960756,549.9996596,,,,,,,,,,,,,,,,,,,,
Jordan,2.4,Unmitigated,0,10203.14,8256.602501,27.71881807,190.1313812,36.7453999,1058.122,1154.441,1139.559,1040.294,940.151,862.385,777.482,713.126,606.717,534.628,433.223,322.368,217.239,149.039,111.528,79.223,63.615,411.2913305,857.711981,994.7777854,932.3625653,764.0783262,705.733777,696.9905546,644.9616331,545.9059767,488.4701098,380.4120376,299.7107487,184.2296219,134.2507608,94.11880569,67.44170645,54.15478025,0.011595413,0.020606101,0.044134212,0.084580202,0.154758716,0.275108435,0.42866801,0.604489646,0.712084669,1.06123111,1.716540845,2.446557724,3.159581679,3.636603941,4.001408788,4.144388359,5.21648022,0.306079718,0.543931776,1.164993217,2.232628872,4.085096634,7.261919406,11.31536565,15.05931817,15.80104269,18.85838604,21.96304296,21.70569231,18.71818242,15.70462903,13.75066942,11.91254248,9.747860446,0.015372192,0.027317916,0.058509499,0.11212923,0.205165686,0.364714518,0.568292177,0.802172166,0.94584974,1.406890072,2.275643682,3.243437953,4.188703259,4.821100223,5.304725578,5.4956272,6.909748815,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2.4,Unmitigated,0,18776.707,15233.49663,70.57688005,430.1606446,93.58580063,1920.184,1947.826,1604.307,1116.616,1100.046,1473.146,1657.57,1335.925,1183.701,1102.72,977.68,1061.761,811.338,627.571,319.982,232.523,303.811,1389.840618,1805.3515,1457.361846,998.3362663,869.6966974,1042.312773,1441.45953,1209.539404,1061.706695,938.6652422,791.9571819,744.3810857,582.5848129,359.8868801,231.650774,133.8625556,174.9027704,0.03918336,0.043372667,0.06465717,0.090565073,0.176150978,0.406313323,0.88653653,1.133639597,1.384899768,2.039307497,3.573564231,6.076429698,9.991467614,9.748667632,9.848504091,8.226043594,16.84757723,1.034308269,1.144892539,1.706729574,2.390609035,4.649778602,10.72527856,23.40152465,28.24173995,30.73070002,36.23908843,45.72355207,53.90966748,59.19204898,42.0995003,33.84396126,23.6447662,31.48249868,0.052046519,0.057500003,0.085717151,0.12006346,0.2335255,0.538654917,1.175294769,1.503252081,1.834437669,2.703540702,4.737527124,8.055612352,13.24583863,12.92396038,13.05629625,10.90539637,22.35713675,,,,,,,,,,,,,,,,,,,,
Kenya,2.4,Unmitigated,0,53771.3,45897.37462,100.0012049,772.6465495,132.5911864,7044.364,6969.546,6736.223,6010.656,5236.593,4357.681,4022.692,3447.454,2759.45,2143.595,1604.073,1201.53,888.215,630.611,381.067,193.272,144.278,5106.850443,6025.373895,6183.172354,5386.49913,4386.475135,3587.406554,3447.55265,3053.205381,2408.574918,1782.29705,1360.765042,1073.362769,819.9076601,595.2272392,366.3227013,180.0064554,134.3752399,0.143975902,0.144756595,0.274322006,0.488641655,0.888449833,1.398439236,2.120337964,2.86161369,3.1417668,3.872149062,6.140207316,8.761927908,14.06161069,16.12360117,15.57400634,11.06165157,12.94374713,3.800477245,3.821087261,7.241168793,12.89847311,23.45201296,36.91400089,55.96965204,71.28980844,69.71529296,68.80921708,78.56360507,77.73522339,83.3046336,69.62957173,53.51940378,31.79537797,24.18754319,0.190710204,0.191906684,0.363673521,0.647799417,1.177829234,1.853930144,2.810962054,3.793686518,4.169198716,5.143310279,8.140163794,11.6158175,18.64168818,21.3752914,20.64669281,14.66459212,17.16393384,,,,,,,,,,,,,,,,,,,,
Kiribati,2.4,Unmitigated,0,119.446,93.04775221,0.323976601,2.20764063,0.429492797,15.16,14.303,13.438,10.194,10.897,9.627,9.061,7.543,6.24,4.933,5.432,4.556,3.028,2.113,1.462,0.868,0.591,5.540004312,10.33296513,11.46253814,9.089579856,8.659079672,7.762509126,7.973252295,6.786873991,5.598421128,4.558407855,4.597575862,4.03262517,2.415547992,1.805119691,1.176540325,0.747652998,0.509058666,0.000156188,0.000248244,0.000508546,0.00082457,0.001753836,0.003025974,0.004903765,0.006360991,0.007302631,0.009903419,0.020745734,0.032918573,0.041427221,0.048897342,0.050019959,0.045944335,0.049035274,0.004122827,0.006552815,0.013423882,0.021765844,0.046295224,0.079875326,0.129442594,0.158467868,0.162044189,0.175986643,0.265440486,0.292051324,0.245425613,0.211162566,0.17189144,0.132061429,0.09163056,0.000207265,0.00032974,0.000674187,0.001093145,0.002325083,0.004011572,0.006500997,0.008432858,0.009683583,0.013118069,0.027502926,0.04364064,0.054920681,0.06482394,0.066312238,0.060909035,0.065006838,,,,,,,,,,,,,,,,,,,,
Kuwait,2.4,Unmitigated,0,4270.563,3528.147028,12.04540831,105.5182014,15.97312911,289.689,318.637,308.23,224.996,207.094,237.788,366.397,512.159,514.762,450.607,347.201,214.098,149.263,71,32.152,16.398,10.092,123.7549712,248.796771,275.8594915,208.1503733,183.2719815,211.9446308,328.5556391,430.0497032,421.2842671,383.086124,282.0947887,190.4553006,118.6462135,65.02451888,30.98945106,16.20783684,9.974965815,0.003488987,0.005977218,0.012238755,0.018882569,0.037120457,0.082620044,0.202070589,0.403063654,0.54952699,0.832277973,1.272901957,1.554698618,2.034810681,1.761393531,1.317499313,0.995994524,0.960842452,0.092097459,0.157778453,0.323061533,0.498435427,0.979852103,2.180885877,5.333970693,10.0413032,12.19391429,14.78982208,16.28670849,13.79317949,12.05474693,7.606556124,4.527529794,2.862865653,1.795493847,0.004626532,0.007917452,0.016225132,0.0250329,0.049211056,0.109530481,0.267888224,0.534346987,0.728516497,1.104452886,1.690773873,2.061086916,2.697578896,2.335105765,1.746627884,1.320404857,1.273802771,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2.4,Unmitigated,0,6524.191,5352.833718,18.17856463,124.2030785,24.09863745,760.255,769.195,600.626,500.075,514.389,568.551,572.187,442.518,361.459,324.976,295.973,285.462,220.069,143.755,78.619,32.595,53.487,536.6693164,708.2759555,543.7339342,438.4770341,379.8897216,390.8160369,498.1164099,403.1616485,329.1983636,283.9712489,245.9229122,209.0484414,165.3312812,94.33243461,62.75442384,23.9059366,39.22861883,0.015130157,0.017015976,0.024123245,0.039776883,0.076944004,0.152347517,0.306355041,0.377862852,0.429409308,0.61694486,1.109682875,1.706475597,2.835470657,2.555290572,2.667969501,1.469053655,3.778711929,0.399385012,0.44916453,0.636771704,1.049974037,2.031056463,4.021452076,8.08672266,9.413489466,9.528522527,10.96328993,14.19832958,15.13973444,16.79806456,11.03499065,9.168362585,4.222616839,7.061151389,0.020058262,0.022580689,0.032042562,0.052732799,0.102005638,0.20196911,0.406139463,0.500938427,0.569274045,0.81809404,1.469885692,2.262299923,3.759025756,3.387586596,3.536967095,1.947547324,5.009490031,,,,,,,,,,,,,,,,,,,,
Lao PDR,2.4,Unmitigated,0,7275.556,5851.430927,20.13504645,138.0432969,26.69943711,796.887,769.855,757.599,708.652,691.999,670.626,590.926,495.603,416.557,356.127,288.932,237.645,184.27,133.701,84.637,51.527,40.013,305.1821035,572.505041,662.7182103,635.1262987,561.033867,541.5982959,525.9547471,450.0769627,376.5673987,328.3540304,256.942318,220.2819829,149.9403,115.1300917,70.28737128,44.88033662,34.8515712,0.008603907,0.013754147,0.02940209,0.057616117,0.113633483,0.211125306,0.32347637,0.421834183,0.491197904,0.713369161,1.15940596,1.798175704,2.57151168,3.118660504,2.98822858,2.757960236,3.357091118,0.22711408,0.363063232,0.776115261,1.520868989,2.999532225,5.572984181,8.53866704,10.50892306,10.89960139,12.67677784,14.83453364,15.9532915,15.23430303,13.46789672,10.26891915,7.927422729,6.273282815,0.01140631,0.018238625,0.038946084,0.076382535,0.150645342,0.27989157,0.42883763,0.559232134,0.651187655,0.945724931,1.538559298,2.388485914,3.40909134,4.134454685,3.9615393,3.656267861,4.450545896,,,,,,,,,,,,,,,,,,,,
Latvia,2.4,Unmitigated,0,1886.202,1382.22705,12.76150857,60.31640427,16.91741314,114.02,93.749,102.172,86.552,69.531,118.692,142.259,120.963,120.748,133.139,119.177,145.065,129.931,120.213,74.721,87.983,107.287,87.03240957,88.85714418,94.1121546,77.77241719,59.74851843,86.10165048,123.6263499,108.5326238,105.9426588,107.6743338,90.56192126,95.37637717,82.95870387,54.40541775,41.17527958,35.30182796,43.04726158,0.002453679,0.002134748,0.00417537,0.007055203,0.012101644,0.033564059,0.076033543,0.101722093,0.138192558,0.233929058,0.408644369,0.778563376,1.422761433,1.473741791,1.750544159,2.169347315,4.146544174,0.064768823,0.05635018,0.110215591,0.186233286,0.31944169,0.885976082,2.007024835,2.534146576,3.066470318,4.156987527,5.228581566,6.907360863,8.428808226,6.36433565,6.015669807,6.235526167,7.748507085,0.003252872,0.00283008,0.005540828,0.009371304,0.016043303,0.044496313,0.100798843,0.13485445,0.183203908,0.310123192,0.541878991,1.031284839,1.886176043,1.953761434,2.320722315,2.875936287,5.497138141,,,,,,,,,,,,,,,,,,,,
Lebanon,2.4,Unmitigated,0,6825.442,5598.537572,29.64876147,172.7730964,39.31738916,566.127,586.03,558.896,576.101,593.172,583.402,522.019,487.627,453.018,409.725,390.373,334.405,249.291,198.476,131.481,80.092,105.207,231.5240588,450.1030918,501.0200045,522.2441167,492.5080284,484.8391308,472.5090522,443.8788008,405.4918552,372.6977209,331.8994906,295.2664517,192.494945,160.4868001,102.1510796,60.26293991,79.16000498,0.006527288,0.010813502,0.022228203,0.047375897,0.099754054,0.188999505,0.290605825,0.416024962,0.528927225,0.809708533,1.497636709,2.410278647,3.301333927,4.34728955,4.342896454,3.70324299,7.625118194,0.172298352,0.285440077,0.586749036,1.250562106,2.633163146,4.9889389,7.670997349,10.36420114,11.73680888,14.38875656,19.16217693,21.38382683,19.55795956,18.77371602,14.92417711,10.64452354,14.2488009,0.008653312,0.014335669,0.029475561,0.062754098,0.132245206,0.250559119,0.385260594,0.551530519,0.701206928,1.073441829,1.985440612,3.198497008,4.385105598,5.763266374,5.757442446,4.909444737,10.10872955,,,,,,,,,,,,,,,,,,,,
