country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ECA,151014672,151279109,151488811,151645725,151735269,151686236,151302958,150944227,150489935,149958476,149421399,148959548,148521893,148042001,147546020,147107179,146761947,146380564,145934362,145693491,145760425,145456559,144894086,144279295,143684852,143112935,142669603,142269097,141795176,141643347,141810398,141943183,142171490,142381428,142331533,142145668,141985908,141834815,141683665,141440757,141153085,140603759,139914858,139283096,138693163,138101721,137548193,137008251,136590927,136439044,136427325,136538229,136683461,136908049,137115830,137323625,137471565,137536400,137483018,
ECS,296234397,296062190,295923186,295553805,295077918,294362997,293186856,291957178,290690799,289516678,288137455,286814798,285709498,284579472,283392045,282344805,281412048,280332519,279160059,278252979,277732980,276920992,276146548,275398380,274768070,274224031,273735881,273054756,272361604,272265196,272469335,272573366,272749477,272856601,272543036,272022889,271505653,270996359,270470347,269870849,269087399,268078944,266829124,265713911,264672041,263616689,262569258,261628559,260814961,260118440,259415111,258501659,257992554,257680086,257384617,257019204,256568008,255886675,255062825,
ECU,3004363,3063172,3123095,3186850,3253852,3322584,3392889,3464666,3537475,3611266,3685446,3760133,3834996,3909901,3982844,4031324,4077200,4120783,4161878,4200752,4237384,4271960,4304098,4341793,4382997,4422901,4461038,4497506,4531857,4564486,4594712,4638364,4690878,4741930,4790972,4837991,4882915,4925791,4965867,5002228,5034533,5062679,5110442,5171926,5232706,5293779,5355641,5417823,5479974,5541148,5600648,5662950,5727275,5792131,5860546,5933924,6013650,6098122,6180950,
EGY,16548615,16892631,17254178,17618184,17985249,18355373,18729440,19106001,19479864,19845419,20198540,20538113,20867337,21192274,21521547,21860833,22212343,22661196,23186232,23736546,24314574,24920007,25552099,26211765,26899855,27615430,28360595,29179302,30040280,30894792,31728328,32533878,33315710,34084669,34857600,35646341,36455818,37210525,37930106,38652676,39373718,40097156,40825823,41558212,42292174,43028043,43761870,44531291,45346376,46215192,47158179,48181672,49307345,50485238,51687636,52891003,54087949,55256784,56392783,
EMU,100538015,100180421,99791923,99215558,98600855,97956101,97230576,96393014,95630142,95073453,94414749,93809042,93471334,93153523,92800142,92530746,92285114,91929728,91570817,91218804,90886987,90511829,90286256,90135359,90077535,90086529,90037145,89766918,89576085,89626565,89581311,89487460,89435631,89284088,88966847,88632127,88302202,87959454,87596727,87258651,86939738,86612989,86247229,85899023,85568127,85210813,84822684,84503088,84159852,83669555,83090936,82147547,81607035,81191581,80798194,80334632,79860007,79252758,78638387,
ERI,908856,928817,949792,971563,993876,1016538,1039438,1062645,1089070,1116391,1144743,1174185,1204690,1236209,1268673,1302039,1336150,1371069,1407081,1444634,1483977,1524515,1565800,1608109,1650817,1688177,1727180,1766569,1801113,1824203,1831655,1822378,1799439,1768179,1735811,1707963,1684842,1666404,1656964,1661609,1682931,1722742,1777901,1840344,1899402,1947596,1982891,2007170,2021434,2040896,2055234,2064302,,,,,,,,
ESP,13227520,13124738,12934262,12735859,12549483,12373341,12186583,12022749,11865098,11668253,11484091,11346103,11232265,11118088,11000753,10881129,10757865,10631094,10496542,10353322,10201721,10089484,10060595,10020407,9972794,9920133,9860687,9797703,9730502,9658018,9580406,9535852,9550559,9567936,9581167,9590975,9598296,9606162,9613419,9619750,9630000,9663982,9722744,9796815,9862593,9925418,9988509,10067486,10120932,10102486,10041047,9968815,9868179,9728205,9590865,9473817,9371088,9281373,9194767,
EST,514503,510808,508171,505607,503223,500376,495998,490134,484868,480160,476747,475284,473219,470361,467017,463267,459138,455120,450848,447886,447435,447430,447486,447388,447111,446909,447040,447304,446860,448250,451436,452063,446743,438168,431632,426680,423107,420938,419548,423427,427924,426956,425998,425074,424271,423570,422804,422596,423176,424069,424820,425245,423607,420151,417118,415458,413645,412117,411059,
ETH,20726286,21163557,21625151,22107790,22605793,23115842,23630786,24151441,24718783,25323798,25974790,26687632,27449833,28211705,28904937,29486030,29933270,30276599,30587172,30965215,31483460,32166570,32994952,33939351,34951821,35996251,37064520,38169153,39322336,40543788,41843938,43226654,44678868,46169949,47661483,49159894,50636303,52086904,53525989,54979174,56463268,57985266,59538010,61121268,62729412,64359940,66010207,67672870,69226765,70820858,72461599,74153611,75887753,77667875,79458307,81245145,83021629,84790179,86546264,
EUU,158777351,158235230,157763175,157111168,156421884,155625222,154776043,153970804,153190249,152546090,151721048,150838821,150110113,149389297,148643757,148022601,147429924,146678423,145848769,145043584,144328373,143715985,143349575,143047243,142838607,142700877,142494718,142051149,141671861,141526102,141311168,140947538,140659077,140521034,140239777,139879622,139486463,139099239,138706592,138336078,137826534,137179529,136359892,135723413,135135532,134530412,133897979,133266908,132617535,131904153,131071994,129919594,129171495,128557721,127976851,127314140,126611921,125760882,124887144,
FCS,98582884,100261248,101981287,103745827,105569956,107428148,109416511,111478851,113592056,115734906,117900332,120105533,122366011,124728322,127374741,130180778,133146230,136258229,139449504,142719789,145843093,148779028,151602061,154211995,156603012,158948594,161248034,163511882,165966956,168802631,172638872,176435988,180724858,185348076,190170099,194743386,199015620,202986344,206854041,210797677,214972176,219320594,223878206,228615270,233475339,238326674,243157161,248370775,253053651,257733142,262383849,267312309,272367820,277386959,282342481,286915490,291412112,295841780,300286766,
FIN,1980489,1948522,1924044,1899880,1872544,1841101,1810359,1782653,1753154,1715054,1671905,1636243,1606899,1577275,1546998,1515623,1482252,1449014,1416158,1383190,1351318,1318646,1285267,1252696,1219718,1185942,1152471,1120036,1088226,1057858,1028850,1010620,1001945,992568,982659,972370,962241,952617,942729,932575,922245,914750,909949,905083,900709,896820,893317,890197,887391,884704,870472,845258,820704,809047,809669,809601,809183,808330,806629,
FJI,276692,284064,291695,299284,306409,312798,318333,324000,329365,334514,339625,344781,349928,355036,360034,364883,369462,375018,381053,387751,395358,404160,413866,423493,431694,437578,440705,437927,433144,428634,425406,423731,423186,423285,423282,422638,421356,422275,423099,423188,422469,420799,418292,415505,413191,411862,411749,412601,412993,412665,411242,408558,404887,400725,396697,393262,390529,388346,386541,
FRA,17772180,17664656,17490550,17148690,16788618,16404578,15992441,15559227,15230855,15134430,15039167,14947305,14855989,14761954,14657476,14601385,14641033,14669242,14690231,14711747,14738057,14771065,14807306,14846299,14887228,14928512,14970476,15013298,15055081,15093425,15108669,15091320,15065323,15029669,14984269,14937872,14889277,14841301,14795595,14752730,14697577,14647859,14598404,14545385,14495491,14449118,14393065,14326191,14247471,14159842,14066100,13968980,13868665,13770626,13665096,13548420,13427447,13252672,13100025,
FRO,27213,27310,27367,27407,27425,27431,27463,27629,27784,27954,28106,28245,28391,28529,28660,28775,28865,28943,29200,29510,29822,30126,30427,30727,31043,31384,31760,32167,32540,32812,32811,32440,31842,31185,30572,30080,29731,29605,29661,29784,29753,29526,29274,29069,28918,28738,28605,28532,28436,28335,28246,28173,28120,28082,28056,28044,28048,28074,28097,
FSM,34582,35573,36569,37598,38715,39934,41301,42771,44203,45379,46181,46519,46504,46333,46378,46804,47643,48840,50321,51952,53644,55499,57456,59437,61385,63246,64977,66570,68115,69711,71438,73335,75346,77292,78935,80574,81812,82565,82980,83262,83419,83241,83130,83030,82816,82430,81848,81135,80442,80006,79964,80375,81176,82246,83379,84442,85388,86260,87067,
GAB,413777,413086,411105,409287,407749,406554,405721,405111,404336,402983,400734,395912,390078,383532,376523,369283,361820,354134,346142,337830,329157,320219,318009,315741,313383,310976,308474,305853,301778,297509,292984,288227,283239,278050,275722,273439,270960,268329,265534,262568,259442,256217,252922,249696,246689,244014,241596,239411,237515,236045,234964,234299,233862,233385,232630,231424,229721,227626,225279,
GBR,11295344,11418528,11588798,11749886,11901600,12053854,12196452,12339783,12477844,12608008,12737421,12839362,12790427,12723565,12639936,12547912,12454324,12359759,12271069,12192652,12118256,12062199,12085470,12117759,12164599,12220513,12277190,12331725,12387604,12448431,12514322,12569161,12568650,12564188,12560917,12559379,12556499,12554474,12556019,12563329,12572963,12562339,12439896,12323786,12220136,12131582,12048279,11970758,11893520,11813186,11736055,11658619,11569885,11477670,11394531,11315488,11226025,11135542,11038502,
GEO,2075477,2090349,2103850,2116256,2127156,2135939,2140828,2142021,2141408,2141260,2142101,2145027,2147142,2146323,2145057,2140769,2135940,2130131,2122022,2119585,2122292,2124502,2127121,2130315,2132914,2135888,2139042,2140742,2145850,2148180,2159075,2185875,2214567,2243390,2220726,2149958,2084148,2028799,1989403,1958910,1931011,1910922,1892142,1864034,1837288,1810550,1785270,1761043,1740846,1710767,1683754,1655877,1629406,1610308,1596856,1585179,1571628,1557150,1543440,
GHA,5092406,5218606,5349805,5481292,5606635,5722025,5824549,5916289,6003325,6094111,6205870,6355390,6516858,6682514,6841044,6985269,7111878,7225671,7337568,7462366,7610699,7786288,7985312,8201844,8409921,8578316,8742637,8904626,9065019,9226515,9389747,9554789,9719939,9882467,10038031,10184615,10321034,10449176,10570418,10688430,10809847,10945141,11079832,11215329,11353039,11494571,11639794,11787623,11934842,12077977,12213131,12339950,12459318,12572643,12681431,12786684,12888365,12986138,13079667,
GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GIN,3128253,3163611,3199076,3234824,3271205,3308320,3346294,3384734,3422494,3458186,3490824,3520293,3547113,3571595,3593949,3614781,3634126,3652786,3672226,3694477,3720948,3751893,3786792,3840889,3923079,4014346,4115217,4224642,4339755,4456556,4571992,4684767,4795184,4904575,5014705,5126903,5241814,5359468,5477156,5590394,5696899,5795665,5888330,5978538,6071558,6171103,6278882,6394111,6514668,6637233,6759655,6881054,7003176,7129889,7266423,7414738,7575990,7748205,7927783,
GMB,320770,326519,332274,337783,341849,346363,351357,356751,362405,368157,373869,379481,385008,391022,399371,408084,417277,426950,436831,446633,456179,465198,473913,483081,493421,506234,521769,539384,557650,574781,589486,601461,611142,619692,629478,639202,648888,658428,667882,677379,686945,696698,706582,716915,728988,740687,751942,762841,773507,784222,795067,806088,817154,828293,839411,850447,861418,872296,883084,
GNB,532342,537150,541500,545824,550694,556552,563420,571140,579626,588740,598268,608505,619312,629636,638090,643814,646245,646044,645071,644804,642507,643912,648219,654253,660369,665425,669088,671668,673276,674215,674588,674425,680869,692468,703767,714604,724907,734840,744708,754953,765913,777715,790255,803516,817360,831745,846592,861973,877928,894567,911869,929853,948414,967362,986438,1005440,1024313,1043049,1061609,
GNQ,190129,191133,193428,195981,199140,203075,208116,213935,219251,222336,222047,218023,210942,202051,193165,185685,179767,175335,173318,174760,180269,190442,204769,221443,235309,246694,255102,261128,265493,269365,273541,278117,282824,287797,293059,295607,298230,300992,303730,306302,308595,310578,312252,313757,315221,316753,318262,319636,320706,321348,321403,320846,319669,327832,335751,343372,350725,357828,364641,
GRC,3671291,3657099,3604016,3542618,3480851,3422784,3373709,3326787,3274028,3212148,3146066,3095190,3070665,3040175,3006938,2990786,2992672,2986905,2980527,2972373,2956103,2943518,2942728,2940794,2936381,2928830,2919496,2910173,2901692,2897805,2909451,2927247,2937007,2941678,2943828,2944834,2945109,2946985,2950498,2949028,2948257,2942226,2910513,2875284,2840339,2807039,2774156,2740132,2706538,2673237,2636648,2593105,2539911,2483072,2428790,2375617,2329011,2288166,2246588,
GRD,62654,63455,64085,64553,64865,65040,65063,64940,64695,64377,64043,63806,63579,63301,62912,62377,61626,60722,59902,59503,59730,60727,62366,64258,65854,66787,66901,66347,65420,64574,64130,64143,64378,64847,65347,65719,65940,66060,66106,66120,66124,66163,66416,66660,66885,67093,67274,67445,67622,67841,68133,68500,68906,69341,69765,70147,70488,70778,71027,
GRL,13476,13545,13508,13474,13335,13308,13166,13051,12939,12805,12647,12540,12715,12782,12795,12703,12611,12367,12125,12033,11987,11987,11912,11860,11804,11725,11600,11541,11499,11414,11288,11082,10894,10762,10710,10657,10565,10513,10462,10392,10341,10228,10136,10026,9914,9760,9554,9342,9132,8963,8887,8673,8408,8161,7987,7816,7683,7542,7386,
GTM,2900320,2958637,3016761,3075040,3137200,3214548,3293742,3374625,3456852,3539903,3623526,3707542,3792086,3876743,3961259,4045206,4128270,4210722,4293405,4377243,4463012,4551048,4641117,4732418,4824049,4915443,5006286,5096901,5187762,5279951,5373753,5469666,5567365,5666346,5765658,5864767,5963309,6061908,6161391,6263531,6369228,6479062,6592167,6710507,6831510,6952288,7072287,7191576,7310375,7429568,7548856,7668586,7788097,7905366,8019901,8130928,8238630,8342446,8442112,
GUM,33273,33199,33191,33222,33256,33263,33234,33181,33099,32993,31940,28158,24525,21139,18045,15280,12845,10739,8931,7397,6505,6931,7385,7868,8384,8931,9511,10125,10779,11474,12010,11939,11865,11785,11687,11565,11420,11253,11066,10860,10673,10584,10477,10354,10223,10089,9952,9814,9676,9541,9409,9281,9157,9041,8938,8847,8772,8709,8653,
GUY,405940,418096,429923,441225,451792,461464,470155,477915,484906,491412,497507,502912,507955,512766,517541,522335,527298,532279,536816,540234,542300,544117,544489,543589,541692,539050,535548,531327,527226,524348,523416,524906,528483,533067,537101,539474,539799,538469,536155,533903,532453,532032,532390,534215,536453,538566,540487,542366,544392,546814,549831,553493,555974,558834,561741,564515,567093,569493,571742,
HIC,277419739,277779893,277528433,277014293,276369566,275510879,274429652,272876568,271157137,270177869,268968301,268435374,268001203,267334412,266903884,266387443,265977081,265647546,265260336,264949919,264517069,263806262,263343423,262913152,262470556,262045188,261363906,260375231,259505345,259013724,258461723,257870468,257359848,256807767,256089239,255310850,254548057,253829505,253050157,252237577,251421276,249398428,246819168,244425837,242189591,240083367,238371126,236892526,235574932,234122039,232534950,231249197,230592400,229983345,229399401,228701512,227960139,226974465,225898072,
HKG,455190,465932,476544,483476,485492,488523,483067,485528,485985,483915,485809,483858,475286,471072,468381,459768,448321,437973,429363,436525,431477,425350,416422,407510,396584,386299,317775,175228,95163,51517,27553,9663,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HND,1574904,1607568,1640447,1673811,1707893,1742995,1779106,1816202,1854069,1892574,1931487,1970746,2010389,2050681,2093407,2140743,2189549,2239687,2290919,2342971,2395663,2448898,2502653,2556787,2611122,2665665,2720298,2774975,2830488,2890314,2950387,3010565,3070864,3131834,3193926,3257506,3322674,3388977,3455622,3521504,3585869,3648463,3699535,3747375,3792452,3835037,3874788,3911677,3945305,3975541,4001951,4024672,4043671,4059814,4073539,4085776,4096486,4105675,4113430,
HPC,141739121,144530545,147410935,150375305,153413425,156544757,159805266,163155433,166590170,170098838,173738772,177459271,181268283,185154574,189130924,193145972,197194419,201314159,205468626,209865011,214295257,218751977,223251373,227763649,232327918,236979172,241853776,246954537,252307449,258063341,264077162,270537777,277352331,284465064,291868547,299247785,306532284,313693779,320946610,328408607,336188025,344166317,352407044,360826731,369405361,377964936,386530423,395544552,404012541,412661491,421530956,430630806,440072437,449717958,459496342,469358184,479293956,489286527,499283971,
HRV,2891751,2873765,2853722,2832090,2808089,2783585,2758978,2732069,2703371,2673100,2638703,2607008,2588493,2569851,2551324,2532902,2515402,2497414,2477863,2453749,2424775,2403196,2398819,2394948,2389894,2384230,2377862,2370489,2361531,2350879,2339143,2280881,2215245,2216595,2230739,2204725,2164211,2143249,2131554,2111986,2080978,1993228,1987174,1980467,1973788,1969090,1962310,1954640,1947168,1937891,1926284,1912496,1898807,1885015,1868155,1843070,1819891,1787283,1760609,
HTI,3263309,3312218,3361435,3410889,3460420,3510047,3559837,3609764,3658992,3706632,3752113,3795185,3854241,3917685,3984104,4055080,4130930,4211393,4296952,4387831,4484009,4585900,4693016,4758996,4813458,4863160,4907171,4945724,4978850,5007425,5031407,5050796,5065089,5118779,5170566,5220569,5268719,5316983,5363489,5408053,5450691,5401948,5345722,5282657,5276346,5274601,5270085,5262880,5252466,5239211,5222499,5202473,5179077,5152493,5122176,5088190,5051860,5013889,4974507,
HUN,4401831,4379303,4350895,4319558,4290506,4259900,4230146,4203213,4176578,4151312,4123586,4091134,4059050,4028025,4001823,3981051,3958606,3932744,3902097,3864948,3835546,3816417,3794791,3769746,3742901,3716933,3691570,3666384,3641801,3583700,3543962,3556728,3568401,3577385,3585524,3593550,3600375,3606198,3610855,3613643,3617236,3599271,3547284,3495810,3446941,3392784,3334127,3276073,3217942,3161144,3108907,3055537,3008052,2972574,2937544,2903693,2867756,2832442,2798659,
IBD,1418341405,1422559673,1436835096,1460358727,1483324430,1512259497,1543568259,1574080640,1605407586,1638273447,1672078428,1706356131,1738734379,1769548635,1798256059,1825058629,1850945290,1875576608,1897082451,1915766364,1934118351,1952514674,1972730832,1994207474,2014338657,2034467036,2055195309,2076558730,2097484614,2117602758,2136837816,2153862093,2169013687,2182812112,2195461437,2207057136,2217715749,2227468205,2235923119,2242849397,2247923207,2249870954,2248557753,2246134511,2242688399,2238418401,2233844948,2228661075,2222870212,2216706476,2209724501,2203468295,2197166293,2190486937,2183140322,2175123911,2166537773,2157296986,2146934754,
IBT,1747903598,1758908375,1780224120,1811006124,1841475142,1878172509,1917563886,1956344944,1996094252,2037407392,2079656422,2122156095,2162729478,2201802539,2239001917,2276567827,2311639761,2345790437,2377067962,2405983313,2434640254,2463674860,2495467888,2528677796,2560639554,2592746629,2625711339,2659547162,2693168609,2726314394,2758732443,2789545845,2818835473,2846994594,2874320322,2900646944,2926065549,2950543778,2973817018,2995657221,3015761619,3032148597,3045168770,3057136961,3068168105,3078342671,3088248329,3097993382,3106508346,3114633856,3122047646,3130523908,3139003002,3147174011,3154770962,3161520171,3167839063,3173595103,3178272481,
IDA,329562193,336348702,343389024,350647397,358150712,365913012,373995627,382264304,390686666,399133945,407577994,415799964,423995099,432253904,440745858,451509198,460694471,470213829,479985511,490216949,500521903,511160186,522737056,534470322,546300897,558279593,570516030,582988432,595683995,608711636,621894627,635683752,649821786,664182482,678858885,693589808,708349800,723075573,737893899,752807824,767838412,782277643,796611017,811002450,825479706,839924270,854403381,869332307,883638134,897927380,912323145,927055613,941836709,956687074,971630640,986396260,1001301290,1016298117,1031337727,
IDB,100667262,102643891,104775313,106983989,109275863,111639220,114074032,116577780,119152731,121797879,124494794,127122193,129841916,132628919,135539915,138614388,141870087,145332265,148925905,152650726,156565268,160404324,164354881,168350440,172396371,176500580,180655148,184847950,189068526,193234361,197336093,201627106,205900764,210189044,214476460,218806923,223232464,227735501,232268839,236769189,241247338,245270905,249223237,253208322,257239728,261349313,265547772,269846179,274222600,278641795,283217963,287888221,292496193,297129677,301781854,306436110,311082588,315704188,320267233,
IDN,74951697,76744911,78586960,80478907,82427273,84435896,86501178,88616894,90777934,92973066,95196835,97442085,99501646,101495984,103475755,105437131,107370484,109276080,111153040,113013166,114855966,116501674,118004459,119431289,120748393,121940179,122992365,123909299,124694864,125368355,125929927,126236865,126343244,126328210,126176275,125888256,125468006,124928921,124272054,123516869,122673787,122688935,122659350,122589001,122474426,122327562,122139493,121915148,121655453,121376736,121125085,121099662,121055954,120980386,120841853,120631391,120343715,119993091,119578640,
IDX,228894931,233704811,238613711,243663408,248874849,254273792,259921595,265686524,271533935,277336066,283083200,288677771,294153183,299624985,305205943,312894810,318824384,324881564,331059606,337566223,343956635,350755862,358382175,366119882,373904526,381779013,389860882,398140482,406615469,415477275,424558534,434056646,443921022,453993438,464382425,474782885,485117336,495340072,505625060,516038635,526591074,537006738,547387780,557794128,568239978,578574957,588855609,599486128,609415534,619285585,629105182,639167392,649340516,659557397,669848786,679960150,690218702,700593929,711070494,
IMN,21739,21560,21504,21557,21699,21909,22222,22770,23351,23930,24481,25048,25856,26653,27464,28310,29104,29567,30016,30388,30642,30753,30753,30718,30775,31004,31451,32068,32772,33421,33922,34228,34377,34454,34560,34779,35133,35596,36117,36621,37068,37427,37709,37968,38259,38623,39080,39605,40119,40521,40736,40735,40537,40228,39939,39748,39692,39744,39863,
IND,369791513,376759490,383620708,390697755,397946824,405363008,412918730,420634582,428580857,436846178,445484289,454345523,463004515,471932258,481008846,490182587,499411013,508709219,518120024,527709530,537508716,547863289,559086828,570472817,581926870,593384033,604809630,616212414,627574092,638892238,650181519,661520801,673032681,684507515,695972404,707451705,718924356,730376770,741776254,753080050,764252792,774881561,784520682,793938751,803128389,812106165,820863650,829358847,837515188,845260298,852518004,859248426,865365062,870936942,876035725,880723750,885010817,888869466,892321651,
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,1550525,1542320,1542726,1545765,1547278,1547038,1541550,1515224,1488213,1462952,1440890,1428135,1439133,1451878,1465401,1478867,1490313,1499473,1509580,1518390,1524395,1531958,1540933,1546244,1550204,1547026,1542349,1538049,1527078,1516615,1513504,1517141,1519699,1519482,1517620,1517554,1521461,1527757,1534680,1542842,1554223,1569733,1586580,1601606,1619883,1644123,1677897,1718227,1744592,1753285,1753744,1752249,1750490,1750530,1754105,1761447,1771980,1781281,1787546,
IRN,14516617,14749597,14984588,15222143,15461987,15704601,15950660,16170435,16371736,16569829,16762732,16951113,17138709,17331920,17535960,17756883,17991671,18282040,18624101,19009186,19443779,19925485,20442654,20982337,21528183,22066156,22594201,23182080,23748382,24234615,24615127,24879851,24891723,24774015,24611907,24432061,24240822,24084609,23933143,23770259,23596864,23417996,23234786,23044627,22844249,22632301,22408897,22211325,22027075,21844635,21667002,21494867,21336234,21189322,21047445,20911896,20782121,20657372,20533504,
IRQ,4162526,4153902,4145767,4139155,4134767,4133369,4163977,4210201,4258062,4304978,4348639,4388068,4423347,4455588,4485119,4512706,4538064,4560619,4606953,4660313,4707540,4749299,4785951,4816866,4840874,4858543,4869024,4874357,4971736,5117349,5276946,5452349,5642830,5847265,6063839,6290623,6527340,6773833,6990780,7195875,7402679,7613473,7827625,8037499,8233074,8408906,8558600,8687934,8820303,8987475,9189378,9442499,9748139,10081401,10406862,10699780,10948776,11161438,11348289,
ISL,34588,34368,34110,33824,33533,33227,32905,32553,32123,31557,30870,30360,30053,29760,29419,29059,28616,28111,27620,27190,26783,26461,26192,25921,25582,25179,24765,24446,24240,23960,23571,23377,23203,22978,22718,22387,22059,21799,21592,21450,21369,21281,21098,20877,20696,20662,20782,20943,20965,20667,20437,20458,20526,20614,20733,20841,21015,21384,21876,
ISR,489438,481028,487171,487647,489258,488508,482947,485865,477855,472346,470041,466826,461151,465705,465216,461484,457418,453431,448778,446180,442751,437534,431841,426592,427587,430581,432651,434978,437537,440279,449271,471986,483355,491062,498490,506480,515524,524715,532971,542736,553243,562318,569619,575782,581761,587811,593922,600185,606484,616589,623153,629651,636004,642262,648712,655408,661802,667787,673570,
ITA,20400656,20287312,20171158,20063620,19972523,19884509,19781807,19667348,19532729,19385021,19229471,19060905,19012262,19031041,19045214,19047865,19031129,19000219,18956292,18899110,18826343,18737650,18723830,18741940,18757445,18774185,18786528,18799765,18820178,18845634,18872760,18897182,18889575,18867028,18836766,18802959,18774128,18749929,18721181,18690180,18664484,18640786,18611507,18626218,18678509,18702115,18689801,18715453,18770433,18787007,18774936,18737779,18645458,18685173,18679287,18483353,18276159,18073840,17864696,
JAM,1078585,1081453,1085719,1090592,1094865,1097837,1099203,1099375,1098905,1098773,1100552,1107184,1114714,1122493,1129604,1135425,1139556,1142376,1144666,1147630,1151953,1158085,1165887,1180939,1194236,1204563,1211434,1215441,1217739,1219998,1223408,1228058,1233084,1238911,1245113,1251273,1257442,1263664,1269608,1274899,1279194,1282439,1285807,1288690,1290976,1292980,1294626,1295973,1297161,1298471,1300034,1301905,1303629,1305001,1305772,1305787,1304959,1303343,1300904,
JOR,458349,463501,472836,487666,508052,536784,575119,621142,670633,717604,757881,790468,816780,838220,857002,874914,892075,908446,925412,944741,950508,949861,951533,954282,956407,957132,955397,951878,948700,948583,952414,960619,971109,979803,981746,1000047,1030816,1055430,1075562,1094006,1113118,1133049,1154112,1178750,1209741,1182820,1140190,1102743,1069230,1038952,1010225,983026,955937,926596,892005,902935,906816,904867,898132,
JPN,33973610,33977251,33403202,32854120,32309971,31775063,31230278,30705009,29998947,29814645,29344944,28891218,28456270,27862766,27568041,27183510,27128192,27324843,27506581,27672073,27823311,27914341,27974100,28034213,28080611,28121192,28143622,28127325,28093091,28054443,27994720,27915684,27814873,27714241,27640124,27576510,27484192,27389665,27304928,27196540,27082249,25442515,23389981,21461733,19624090,17916330,16470152,15173239,13955025,12818785,11767072,11416765,11297719,11182024,11067921,10958283,10849141,10732418,10608200,
KAZ,5543685,5718465,5884470,6036900,6170350,6270652,6345814,6397715,6432206,6457574,6487304,6525332,6561135,6592440,6615978,6664865,6704153,6735812,6763358,6779771,6785229,6794037,6804311,6815941,6828188,6891295,6955929,7020220,7075378,7091769,7149634,7209432,7219557,7186691,7097983,6971370,6863153,6752349,6633482,6564775,6534209,6512260,6501681,6512706,6547163,6594562,6653506,6718746,6789663,6959341,7046642,7136154,7225132,7317450,7413562,7509900,7604467,7695637,7780671,
KEN,7522280,7743923,7974792,8210837,8455548,8710102,8974468,9249313,9535969,9835974,10137915,10450616,10775749,11113273,11462420,11822714,12192845,12573050,12963342,13364761,13858905,14388090,14937534,15504982,16086997,16681047,17285830,17900890,18524239,19154242,19751187,20342469,20934030,21524481,22112357,22696972,23277817,23856688,24435739,25018950,25606167,26200343,26801918,27414268,28041395,28686449,29349304,30028062,30719409,31419530,32123625,32828861,33534260,34233688,34921779,35593713,36246743,36881645,37501479,
KGZ,1429786,1477366,1520350,1564609,1609094,1650746,1694347,1736857,1779165,1817529,1850944,1885643,1922312,1958604,1997464,2035164,2071277,2106520,2140347,2178193,2220107,2263929,2310954,2361437,2411445,2458943,2507933,2558171,2605832,2667850,2732336,2790196,2835536,2849225,2861083,2902740,2959121,3015793,3075814,3131739,3169363,3199678,3229232,3263368,3303149,3340718,3376879,3409340,3441997,3483856,3524464,3565079,3620962,3688170,3756020,3825700,3894285,3958480,4019944,
KHM,5133824,5268462,5405513,5534493,5656390,5766800,5860681,5877093,5878686,5877497,5879223,5803319,5708936,5567337,5344525,7187578,7047778,6822855,6569189,6364240,6031215,5889781,6018082,6214595,6433009,6640120,6827151,7004523,7180395,7369295,7580251,7813508,8061547,8316888,8569428,8811454,9040808,9258073,9471235,9691029,9896066,10085225,10259307,10421591,10576653,10728321,10877455,11024271,11166629,11284749,11407692,11536729,11671090,11808443,11944814,12077540,12205949,12330451,12449295,
KIR,34490,35085,35678,36254,36810,37317,37781,38202,38571,38770,38830,38804,38712,38560,38598,38797,39000,39210,39413,39732,40156,40551,40927,41341,41860,42524,43346,44306,45319,46271,47069,47699,48183,48580,48974,49425,49404,49113,48821,48505,48141,48528,49334,50181,51103,52117,52804,53219,53621,53950,54150,54212,54161,54024,53850,53669,53505,53355,53224,
KNA,37043,36721,36233,35597,34853,34029,33115,32126,31143,30250,29559,29222,29032,28947,28880,28765,28602,28393,28164,27922,27702,27600,27506,27402,27273,27111,26913,26681,26473,26337,26326,26459,26745,27111,27507,27889,28235,28567,28893,29237,29627,30061,30507,30965,31422,31850,32244,32611,32957,33308,33663,34028,34391,34747,35092,35419,35730,36029,36302,
